date,Open,High,Low,Close,Volume,aVWAP_peak_602,aVWAP_peak_546,aVWAP_peak_494,aVWAP_peak_493,aVWAP_peak_492,aVWAP_valley_610,aVWAP_valley_594,aVWAP_valley_556,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,29.74,29.74,29.74,29.74,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-10-31 16:00:00+00:00,29.74,29.74,29.74,29.74,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-11-01 16:00:00+00:00,29.74,29.74,29.74,29.74,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-11-02 16:00:00+00:00,30.675,30.675,30.675,30.675,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-11-03 16:00:00+00:00,31.605,31.85,31.605,31.85,11.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,11.0,0.17054263565891473,False,False,False,False,0.17054263565891473,False,False,False,False
2023-11-06 16:00:00+00:00,31.85,31.85,31.85,31.85,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,11.0,0.33844119944714857,False,False,False,False,0.16789856378823387,False,False,False,False
2023-11-06 20:00:00+00:00,31.85,31.85,31.155,31.155,200.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-189.0,-2.5970385090714116,False,False,False,False,3.266070679078339,False,False,False,False
2023-11-07 16:00:00+00:00,31.46,31.98,31.46,31.85,6400.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6211.0,93.73779929727078,False,False,False,False,102.44024012591434,False,False,False,False
2023-11-07 20:00:00+00:00,31.85,31.85,31.85,31.85,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6211.0,188.57907372677045,False,False,False,False,100.85201934876838,False,False,False,False
2023-11-08 16:00:00+00:00,31.85,31.85,31.85,31.85,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6211.0,281.949940800774,False,False,False,False,99.28842214956266,False,False,False,False
2023-11-08 20:00:00+00:00,31.85,31.85,31.36,31.39,120.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6091.0,372.0127324162659,False,False,False,False,99.60953188367797,False,False,False,False
2023-11-09 16:00:00+00:00,31.61,31.61,30.99,31.02,106.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,5985.0,459.0357908284168,False,False,False,False,99.70860890873722,False,False,False,False
2023-11-09 20:00:00+00:00,30.9,30.9,30.9,30.9,20.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,5965.0,544.3995770171234,False,False,False,False,98.47281652255525,False,False,False,False
2023-11-10 16:00:00+00:00,30.9,31.64,30.9,31.64,200.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6165.0,631.5406688463153,False,False,False,False,100.04688138267068,False,False,False,False
2023-11-10 20:00:00+00:00,31.64,31.64,31.64,31.64,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6165.0,717.3307359959848,False,False,False,False,98.49576694262927,False,False,False,False
2023-11-13 16:00:00+00:00,31.64,31.64,31.64,31.64,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6165.0,801.7907245851943,False,False,False,False,96.96870078847998,False,False,False,False
2023-11-13 20:00:00+00:00,31.64,31.64,31.64,31.64,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6165.0,884.9412559869742,False,False,False,False,95.46531007858106,False,False,False,False
2023-11-14 16:00:00+00:00,31.64,32.86,31.64,32.86,100.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6265.0,968.3530194600443,False,False,False,False,95.53561534868058,False,False,False,False
2023-11-14 20:00:00+00:00,32.86,32.995,32.86,32.995,200.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6465.0,1053.5723524916714,False,False,False,False,97.15521821149174,False,False,False,False
2023-11-15 16:00:00+00:00,32.995,33.1,32.995,33.1,8.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6473.0,1137.594486561568,False,False,False,False,95.77296676635234,False,False,False,False
2023-11-15 20:00:00+00:00,33.1,33.15,33.1,33.15,200.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6673.0,1223.414727079993,False,False,False,False,97.38888976222285,False,False,False,False
2023-11-16 16:00:00+00:00,33.15,33.15,32.505,32.505,7.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6666.0,1307.7958941020086,False,False,False,False,95.98751162637443,False,False,False,False
2023-11-16 20:00:00+00:00,32.505,32.505,32.505,32.505,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6666.0,1390.868825976396,False,False,False,False,94.49933315154692,False,False,False,False
2023-11-17 16:00:00+00:00,32.505,32.93,32.505,32.93,200.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6866.0,1475.7545806124208,False,False,False,False,96.1350024050113,False,False,False,False
2023-11-17 20:00:00+00:00,32.87,32.87,32.87,32.87,25.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6841.0,1558.9366801378096,False,False,False,False,95.03213415067005,False,False,False,False
2023-11-20 16:00:00+00:00,33.3,33.52,33.3,33.52,158.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6999.0,1643.278747112417,False,False,False,False,96.0083801328302,False,False,False,False
2023-11-20 20:00:00+00:00,33.52,33.52,33.52,33.52,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6999.0,1726.313185141682,False,False,False,False,94.51987811526693,False,False,False,False
2023-11-21 16:00:00+00:00,33.52,33.52,33.52,33.52,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6999.0,1808.0602675425862,False,False,False,False,93.05445364836356,False,False,False,False
2023-11-21 20:00:00+00:00,33.52,33.52,33.52,33.52,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6999.0,1888.5399533171199,False,False,False,False,91.611748940637,False,False,False,False
2023-11-22 16:00:00+00:00,33.18,33.18,33.18,33.18,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6999.0,1967.7718920253815,False,False,False,False,90.1914117477589,False,False,False,False
2023-11-22 20:00:00+00:00,33.18,33.18,33.18,33.18,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6999.0,2045.7754285831275,False,False,False,False,88.79309528655334,False,False,False,False
2023-11-23 16:00:00+00:00,33.18,33.18,33.18,33.18,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6999.0,2122.5696079849395,False,False,False,False,87.4164581503277,False,False,False,False
2023-11-23 20:00:00+00:00,33.18,33.18,33.18,33.18,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6999.0,2198.173179954165,False,False,False,False,86.06116422551642,False,False,False,False
2023-11-24 16:00:00+00:00,33.18,33.18,33.18,33.18,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6999.0,2272.604603520767,False,False,False,False,84.72688260961694,False,False,False,False
2023-11-24 20:00:00+00:00,33.18,33.18,33.18,33.18,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6999.0,2345.882051528197,False,False,False,False,83.41328753039807,False,False,False,False
2023-11-27 16:00:00+00:00,33.18,33.435,33.18,33.435,65.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7064.0,2419.0311670083797,False,False,False,False,83.12781020434538,False,False,False,False
2023-11-27 20:00:00+00:00,33.435,33.435,33.435,33.435,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7064.0,2491.0461876749164,False,False,False,False,81.83900694536328,False,False,False,False
2023-11-28 16:00:00+00:00,33.435,33.435,33.435,33.435,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7064.0,2561.9446963931346,False,False,False,False,80.57018513225687,False,False,False,False
2023-11-28 20:00:00+00:00,33.435,33.435,33.435,33.435,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7064.0,2631.7440034257993,False,False,False,False,79.3210349751676,False,False,False,False
2023-11-29 16:00:00+00:00,34.21,34.21,34.21,34.21,3.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7067.0,2700.507662287415,False,False,False,False,78.1377631150875,False,False,False,False
2023-11-29 20:00:00+00:00,34.21,34.21,34.21,34.21,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7067.0,2768.205217910866,False,False,False,False,76.92632492725667,False,False,False,False
2023-11-30 16:00:00+00:00,33.92,33.92,33.92,33.92,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7067.0,2834.853199028527,False,False,False,False,75.73366872683408,False,False,False,False
2023-11-30 20:00:00+00:00,33.92,33.92,33.92,33.92,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7067.0,2900.467878113356,False,False,False,False,74.55950332021649,False,False,False,False
2023-12-01 16:00:00+00:00,33.92,33.92,33.92,33.92,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7067.0,2965.065275351909,False,False,False,False,73.4035420284302,False,False,False,False
2023-12-01 20:00:00+00:00,33.92,33.92,33.92,33.92,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7067.0,3028.6611625557553,False,False,False,False,72.2655026171367,False,False,False,False
2023-12-04 16:00:00+00:00,33.92,33.92,33.92,33.92,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7067.0,3091.271067012255,False,False,False,False,71.14510722772373,False,False,False,False
2023-12-04 20:00:00+00:00,34.625,34.625,34.625,34.625,88.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7155.0,3154.274616360902,False,False,False,False,71.40642339473577,False,False,False,False
2023-12-05 16:00:00+00:00,34.37,34.37,34.37,34.37,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7155.0,3216.301366494841,False,False,False,False,70.29934706303443,False,False,False,False
2023-12-05 20:00:00+00:00,34.37,34.37,34.37,34.37,0.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7155.0,3277.3664615879443,False,False,False,False,69.209434705468,False,False,False,False
2023-12-06 16:00:00+00:00,34.37,34.83,34.37,34.83,250.0,,,,,,,,,,,#000000,20.0,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7405.0,3341.360780012937,False,False,False,False,72.01238920615842,False,False,False,False
2023-12-06 20:00:00+00:00,34.83,34.83,34.13,34.15,490.0,,,,,,,,,,,#000000,20.0,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6915.0,3396.766039237543,False,False,False,False,78.49281728048155,False,False,False,False
2023-12-07 16:00:00+00:00,34.19,34.235,34.19,34.235,6.0,,,,,,,,,,,#000000,20.0,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6921.0,3451.4053254509145,False,False,False,False,77.36889763272214,False,False,False,False
2023-12-07 20:00:00+00:00,34.235,34.51,34.235,34.51,100.0,,,,,,,,,,,#000000,20.0,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7021.0,3506.7478785446983,False,False,False,False,77.71976743686598,False,False,False,False
2023-12-08 16:00:00+00:00,34.51,34.51,34.51,34.51,0.0,,,,,,,,,,,#000000,20.0,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7021.0,3561.232407559509,False,False,False,False,76.51480980218588,False,False,False,False
