date,Open,High,Low,Close,Volume,aVWAP_peak_848,aVWAP_peak_801,aVWAP_peak_770,aVWAP_peak_749,aVWAP_peak_719,aVWAP_peak_679,aVWAP_peak_617,aVWAP_peak_564,aVWAP_peak_513,aVWAP_peak_486,aVWAP_peak_450,aVWAP_peak_422,aVWAP_peak_366,aVWAP_peak_341,aVWAP_peak_325,aVWAP_peak_293,aVWAP_peak_246,aVWAP_peak_228,aVWAP_peak_209,aVWAP_peak_161,aVWAP_peak_143,aVWAP_peak_99,aVWAP_valley_869,aVWAP_valley_834,aVWAP_valley_810,aVWAP_valley_797,aVWAP_valley_751,aVWAP_valley_705,aVWAP_valley_687,aVWAP_valley_655,aVWAP_valley_628,aVWAP_valley_599,aVWAP_valley_576,aVWAP_valley_528,aVWAP_valley_492,aVWAP_valley_465,aVWAP_valley_442,aVWAP_valley_391,aVWAP_valley_345,aVWAP_valley_312,aVWAP_valley_281,aVWAP_valley_222,aVWAP_valley_180,aVWAP_valley_108,aVWAP_valley_78,aVWAP_valley_29,aVWAP_OB_bull_705,aVWAP_OB_bull_528,aVWAP_OB_bull_442,aVWAP_OB_bull_391,aVWAP_OB_bear_848,aVWAP_OB_bear_366,aVWAP_OB_bear_228,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-08 15:00:00+00:00,159.47,159.5,158.805,159.47,3810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3810.0,False,False,False,False
2025-01-08 16:00:00+00:00,159.51,159.945,159.24,159.85,1930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1930.0,29.92248062015504,False,False,False,False,3780.8527131782944,False,False,False,False
2025-01-08 17:00:00+00:00,159.85,159.85,159.02,159.58,1656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,85.1919561243149,-1.8281535648978533,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,274.0,33.70662820743946,False,False,False,False,3747.9092602608016,False,False,False,False
2025-01-08 18:00:00+00:00,159.59,159.7,159.12,159.16,1462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.21719677165684,-1.8281535648978533,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1188.0,14.765440173215591,False,False,False,False,3712.468806613347,False,False,False,False
2025-01-08 19:00:00+00:00,159.16,159.74,159.16,159.39,3787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,60.09717216889621,-1.8281535648978533,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2599.0,54.83109226355333,False,False,False,False,3713.6243289914346,False,False,False,False
2025-01-08 20:00:00+00:00,159.39,159.82,159.32,159.61,5522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.70631939879105,-1.8281535648978533,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8121.0,179.88797455404085,False,False,False,False,3741.6611611000944,False,False,False,False
2025-01-09 15:00:00+00:00,159.61,159.61,159.61,159.61,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,57.779084218720946,-1.8281535648978533,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8121.0,303.0059904524278,False,False,False,False,3683.650910540403,False,False,False,False
2025-01-09 16:00:00+00:00,159.61,159.61,159.61,159.61,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,57.16092743200754,-1.8281535648978533,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8121.0,424.2151999027777,False,False,False,False,3626.540043710319,False,False,False,False
2025-01-09 17:00:00+00:00,159.61,159.61,159.61,159.61,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.74882290753193,-1.8281535648978533,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8121.0,543.5451968035098,False,False,False,False,3570.3146166760503,False,False,False,False
2025-01-09 18:00:00+00:00,159.61,159.61,159.61,159.61,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.474086557881535,-1.8281535648978533,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8121.0,661.0251162329128,False,False,False,False,3514.9609016888244,False,False,False,False
