date,Close,High,Low,Open,Volume,aVWAP_peak_17,Peaks_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-06-04 00:00:00+00:00,19.85,20.23,19.09,20.23,12855,,,#000000,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,12855.0,False,False,False,False
2025-06-05 00:00:00+00:00,17.2848,20.47,17.14,19.6,13582,,,#000000,,,,0.0,,False,False,False,True,False,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-13582,-532.6274509803922,False,False,False,False,12883.509803921568,False,False,False,False
2025-06-06 00:00:00+00:00,18.48,18.48,18.075,18.245,10019,,,#000000,,,,11.295078249036056,-72.59015649807212,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3563,-651.4655901576317,False,False,False,False,12771.176086120722,False,False,False,False
2025-06-09 00:00:00+00:00,19.3824,19.3824,18.13,18.13,2220,,,#000000,,,,23.66513659379139,-60.30967982796005,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1343,-678.5845866220383,False,False,False,False,12357.404474900302,False,False,False,False
2025-06-10 00:00:00+00:00,19.8851,19.93,19.35,19.6,7809,,,#000000,,,,33.95180100864741,-49.998702043351216,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6466,-398.40479891137016,False,False,False,False,12179.035671963036,False,False,False,False
2025-06-11 00:00:00+00:00,19.982,20.43,19.9,20.296,4041,,,#000000,,,,41.1814611924222,-42.411559727784905,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,10507,29.258134379271837,False,False,False,False,11859.897018160564,False,False,False,False
2025-06-12 00:00:00+00:00,19.605,20.05,19.585,19.67,9182,,,#000000,,,,44.23893726070553,-38.42748238144199,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1325,80.07154087420236,False,False,False,False,11754.881448820934,False,False,False,False
2025-06-13 00:00:00+00:00,19.4634,19.8,19.29,19.44,3413,,,#000000,,,,45.643223702733884,-35.58934615420385,False,False,False,True,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-2088,-4.950872493413414,False,False,False,False,11427.74884298482,False,False,False,False
2025-06-16 00:00:00+00:00,20.3557,20.625,20.28,20.28,13017,,,#000000,,,,50.144963343775515,-29.599451080827293,False,False,False,False,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,10929,423.831514663191,False,False,False,False,11490.072417769728,False,False,False,False
2025-06-17 00:00:00+00:00,19.6127,20.28,19.32,20.28,4341,,,#000000,,,,49.997246319321825,-27.899802850847237,False,False,False,False,True,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6588,665.5636121273797,False,False,False,False,11209.71663668072,False,False,False,False
