date,Open,High,Low,Close,Volume,aVWAP_peak_201,aVWAP_peak_200,aVWAP_peak_199,aVWAP_peak_198,aVWAP_peak_197,aVWAP_peak_183,aVWAP_peak_182,aVWAP_peak_181,aVWAP_peak_160,aVWAP_peak_157,aVWAP_valley_222,aVWAP_valley_212,aVWAP_valley_190,aVWAP_valley_189,aVWAP_valley_175,aVWAP_valley_174,aVWAP_valley_173,aVWAP_valley_172,aVWAP_valley_154,aVWAP_valley_153,aVWAP_valley_152,aVWAP_valley_151,aVWAP_valley_149,aVWAP_valley_142,aVWAP_valley_141,aVWAP_valley_140,aVWAP_valley_137,aVWAP_valley_135,aVWAP_valley_46,aVWAP_valley_25,aVWAP_valley_12,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,1.035,1.035,1.035,1.035,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,1.035,1.035,1.025,1.025,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,1.03,1.035,1.03,1.035,1028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,1.035,1.035,1.035,1.035,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,1.035,1.035,1.015,1.015,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,1.015,1.015,1.015,1.015,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,1.015,1.015,1.015,1.015,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,1.015,1.015,1.015,1.015,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,1.015,1.015,1.015,1.015,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,1.015,1.025,1.015,1.025,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,1.025,1.025,1.005,1.005,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,1.005,1.005,0.9735,0.975,1397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,0.9736,0.987,0.9726,0.9865,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9820333333333333,,0.9820333333333333,#000000
2025-07-09 14:35:00+00:00,0.9865,0.9944,0.9749,0.9766,6400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9819676923076922,,0.9819676923076922,#000000
2025-07-09 14:40:00+00:00,0.9919,0.9954,0.9919,0.9946,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9821494949494948,,0.9821494949494948,#000000
2025-07-09 14:45:00+00:00,0.9943,0.9943,0.988,0.9892,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9823950980392155,,0.9823950980392155,#000000
2025-07-09 14:50:00+00:00,0.9929,0.9929,0.9903,0.9903,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9825222222222222,,0.9825222222222222,#000000
2025-07-09 14:55:00+00:00,0.9901,0.9912,0.9901,0.991,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9825222222222222,,0.9825222222222222,#000000
2025-07-09 15:00:00+00:00,0.991,0.9924,0.9899,0.9917,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9825222222222222,,0.9825222222222222,#000000
2025-07-09 15:05:00+00:00,0.9914,0.9971,0.9909,0.9909,2900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9856129251700679,,0.9856129251700679,#000000
2025-07-09 15:10:00+00:00,0.9909,0.9909,0.9902,0.9902,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9856129251700679,,0.9856129251700679,#000000
