date,Close,High,Low,Open,Volume,aVWAP_peak_890,aVWAP_peak_874,aVWAP_valley_868,aVWAP_valley_817,aVWAP_valley_798,aVWAP_valley_781,aVWAP_valley_759,aVWAP_valley_744,aVWAP_valley_711,aVWAP_valley_649,aVWAP_valley_615,aVWAP_valley_591,aVWAP_valley_574,aVWAP_valley_511,aVWAP_valley_494,aVWAP_valley_457,aVWAP_valley_440,aVWAP_valley_410,aVWAP_valley_335,aVWAP_valley_301,aVWAP_valley_241,aVWAP_valley_196,aVWAP_OB_bull_817,aVWAP_OB_bull_649,aVWAP_OB_bull_457,aVWAP_OB_bull_301,aVWAP_OB_bull_196,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,47.4786493066,47.9553938577,47.4233128855,47.6914816955,351899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,351899.0,False,False,False,False
2022-01-04 00:00:00+00:00,47.4020296466,47.9724204488,47.3594631689,47.9043140843,1175591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1175591,-46101.60784313725,False,False,False,False,384200.6470588235,False,False,False,False
2022-01-05 00:00:00+00:00,47.2743302133,47.8745175499,47.22325044,47.5722955577,787302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1962893,-121269.89773164167,False,False,False,False,400008.5432525951,False,False,False,False
2022-01-06 00:00:00+00:00,47.3509498733,47.6148620355,46.8997452089,47.3254099867,692251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,9.975267931931345,-40.8560043957296,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1270642,-166343.3135068714,False,False,False,False,411469.03175249335,False,False,False,False
2022-01-07 00:00:00+00:00,47.7510747644,47.8702609021,47.3424365778,47.3424365778,675416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,31.393054437886164,-21.777214983711644,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-595226,-183162.24238895485,False,False,False,False,421819.8932523956,False,False,False,False
2022-01-10 00:00:00+00:00,47.6148620355,47.9128273799,47.3211533389,47.9128273799,548464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.935087830352366,-14.566591538584959,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1143690,-220829.99758938802,False,False,False,False,426786.32881112525,False,False,False,False
2022-01-11 00:00:00+00:00,48.2874123843,48.3299788621,47.4701360111,47.6957383433,459069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.089600016982374,-3.9744989595782982,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-684621,-239017.880036863,False,False,False,False,428052.31591657136,False,False,False,False
2022-01-12 00:00:00+00:00,48.713077162,49.0025292109,48.4491649998,48.4917314776,843868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.57063838432825,4.077664232321453,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,159247,-223399.6494471821,False,False,False,False,444358.81333160785,False,False,False,False
2022-01-13 00:00:00+00:00,49.0280690975,49.266441373,48.8322632998,48.8322632998,592691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,72.40548279519766,9.864357574669896,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,751938,-185151.1141747436,False,False,False,False,450175.7618284075,False,False,False,False
2022-01-14 00:00:00+00:00,48.9514494375,49.1983350086,48.5342979554,48.5853777287,523969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.31022357242307,12.369740745668295,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,227969,-168950.32538357718,False,False,False,False,453069.61430572486,False,False,False,False
