date,Open,High,Low,Close,Volume,aVWAP_OB_bear_747,aVWAP_OB_bear_599,aVWAP_OB_bear_556,aVWAP_OB_bear_420,aVWAP_OB_bear_260,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,4.14,4.365,4.13,4.3,1340.0,,,,,,,#000000,,,,,,False,False,False,False,False,,,,4.2475000000000005,4.2475000000000005,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1340.0,False,False,False,False
2024-12-16 16:00:00+00:00,4.29,4.3,4.25,4.275,424.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,4.275,4.275,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-424.0,-6.573643410852713,False,False,False,False,1325.7984496124031,False,False,False,False
2024-12-16 17:00:00+00:00,4.275,4.275,4.19,4.22,758.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,4.2325,4.275,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1182.0,-24.79730785409531,False,False,False,False,1316.9953728742264,False,False,False,False
2024-12-16 18:00:00+00:00,4.22,4.26,4.22,4.255,856.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,11.256700416914848,-39.86896962477664,False,False,False,True,True,,,,4.2325,4.275,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-326.0,-29.46711703465197,False,False,False,False,1309.848157790905,False,False,False,False
2024-12-16 19:00:00+00:00,4.255,4.265,4.14,4.16,1496.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,13.04637949088416,-38.93366048321915,False,False,False,True,True,,,,4.2025,4.275,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1822.0,-57.258324522486824,False,False,False,False,1312.734232863914,False,False,False,False
2024-12-16 20:00:00+00:00,4.16,4.17,4.08,4.135,3146.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,13.515385418342635,-38.93366048321915,False,False,False,True,True,,,,4.125,4.275,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4968.0,-133.39385437485137,False,False,False,False,1341.1569579357913,False,False,False,False
2024-12-17 15:00:00+00:00,4.135,4.255,4.12,4.255,426.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.62453572075932,-28.310410885461977,False,False,False,True,True,,,,4.125,4.275,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4542.0,-201.74433725276066,False,False,False,False,1326.9684779677946,False,False,False,False
2024-12-17 16:00:00+00:00,4.255,4.27,4.165,4.165,388.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,29.39858507921825,-25.678231562819416,False,False,False,True,True,,,,4.125,4.275,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4930.0,-275.05062659767907,False,False,False,False,1312.4108271465884,False,False,False,False
2024-12-17 17:00:00+00:00,4.165,4.21,4.155,4.21,492.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.58489715560528,-21.53827485131206,False,False,False,True,True,,,,4.125,4.275,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4438.0,-339.59247734810265,False,False,False,False,1299.6912794388895,False,False,False,False
2024-12-17 18:00:00+00:00,4.21,4.21,4.1,4.115,312.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.568754672773395,-21.53827485131206,False,False,False,True,True,,,,4.125,4.275,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4750.0,-407.970888552008,False,False,False,False,1284.3782363468138,False,False,False,False
2024-12-17 19:00:00+00:00,4.115,4.135,4.06,4.1,438.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.102729879514854,-21.53827485131206,False,False,False,True,True,,,,4.0975,4.275,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5188.0,-482.07986702406987,False,False,False,False,1271.2560931476385,False,False,False,False
2024-12-17 20:00:00+00:00,4.1,4.11,4.075,4.095,997.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.63047064621607,-21.53827485131206,False,False,False,True,True,,,,4.0975,4.275,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6185.0,-570.4972334267975,False,False,False,False,1267.004060695737,False,False,False,False
2024-12-18 15:00:00+00:00,4.05,4.06,3.93,3.97,457.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.142041117602812,-21.53827485131206,False,False,False,True,False,,,,4.0975,3.7720833333333337,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6642.0,-664.6290592651417,False,False,False,False,1254.4458582043303,False,False,False,False
2024-12-18 16:00:00+00:00,3.97,3.98,3.94,3.95,348.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.43173709075552,-16.165301240736504,False,False,False,True,False,,,,4.0975,3.7391666666666667,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6990.0,-762.6968257881628,False,False,False,False,1240.3924340461235,False,False,False,False
2024-12-18 17:00:00+00:00,3.95,4.085,3.95,4.05,848.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.315183944256212,-16.165301240736504,False,False,False,True,True,,,,4.0975,3.7862500000000003,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6142.0,-846.0968750007494,False,False,False,False,1234.3088304175014,False,False,False,False
2024-12-18 18:00:00+00:00,4.05,4.055,4.05,4.055,105.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.151125655737985,-22.49067228344152,False,False,False,True,True,,,,4.0975,3.828541666666667,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6037.0,-926.575993217792,False,False,False,False,1216.8001663800208,False,False,False,False
2024-12-18 19:00:00+00:00,4.055,4.08,3.99,4.015,649.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.73204498577963,-21.770483955561165,False,False,False,True,True,,,,4.0975,3.818333333333334,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6686.0,-1015.8693886717796,False,False,False,False,1207.9970630252917,False,False,False,False
2024-12-18 20:00:00+00:00,3.95,3.95,3.76,3.76,1004.0,,,,,,3.8233333333333333,"rgba(239, 83, 80, 0.5)",,3.8233333333333333,,30.16134417643024,-21.770483955561165,False,False,False,True,False,,,,4.0975,3.603958333333334,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7690.0,-1119.3442818706667,False,False,False,False,1204.834317862109,False,False,False,False
2024-12-19 15:00:00+00:00,3.8,3.84,3.8,3.84,240.0,,,,,,3.8239764201500535,"rgba(239, 83, 80, 0.5)",,3.8239764201500535,,30.473312666250976,-21.770483955561165,False,False,False,True,False,,,,4.059583333333333,3.580416666666667,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7450.0,-1217.4939829269356,False,False,False,False,1189.8756462673475,False,False,False,False
2024-12-19 16:00:00+00:00,3.84,3.935,3.84,3.87,1494.0,,,,,,3.85545532018505,"rgba(239, 83, 80, 0.5)",,3.85545532018505,,31.85444903425153,-21.770483955561165,False,False,False,True,False,,,,4.059583333333333,3.6500000000000004,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5956.0,-1290.9591924939598,False,False,False,False,1194.5907525267685,False,False,False,False
2024-12-19 17:00:00+00:00,3.87,3.885,3.815,3.82,503.0,,,,,,3.8530566697521347,"rgba(239, 83, 80, 0.5)",,3.8530566697521347,,31.766682222564338,-21.770483955561165,False,False,False,True,False,,,,4.059583333333333,3.6093749999999996,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6459.0,-1371.083856176224,False,False,False,False,1183.8684152782914,False,False,False,False
2024-12-19 18:00:00+00:00,3.82,3.92,3.82,3.87,986.0,,,,,,3.8570089109691668,"rgba(239, 83, 80, 0.5)",,3.8570089109691668,,33.749596343770406,-21.770483955561165,False,False,False,True,True,,,,4.059583333333333,3.6314583333333337,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5473.0,-1434.6794553052746,False,False,False,False,1180.8006879096356,False,False,False,False
