date,Open,High,Low,Close,Volume,aVWAP_OB_bull_348,aVWAP_OB_bear_815,aVWAP_OB_bear_774,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-05 15:00:00+00:00,49.21,49.24,48.98,49.11,12984.0,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,12984.0,False,False,False,False
2024-12-05 16:00:00+00:00,49.12,49.16,49.02,49.095,9208.0,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-9208.0,-142.75968992248062,False,False,False,False,12925.457364341086,False,False,False,False
2024-12-05 17:00:00+00:00,49.095,49.185,49.055,49.11,8855.0,,,,0.0,0.0,0.0,0.0,,#000000,,,,14.965986394557822,-79.93197278911563,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-353.0,-146.01922961360495,False,False,False,False,12862.34949822727,False,False,False,False
2024-12-05 18:00:00+00:00,49.105,49.23,49.085,49.165,21602.0,,,,0.0,0.0,0.0,0.0,,#000000,,,,34.89047108608128,-60.42069628900599,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,21249.0,185.68649487652849,False,False,False,False,12997.847955619094,False,False,False,False
2024-12-05 19:00:00+00:00,49.155,49.2,49.06,49.15,7504.0,,,,0.0,0.0,0.0,0.0,,#000000,,,,45.02816800058012,-50.15611404544477,False,False,False,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,13745.0,395.9084096846443,False,False,False,False,12912.672018322675,False,False,False,False
2024-12-05 20:00:00+00:00,49.15,49.195,48.945,48.945,20069.0,,,,0.0,0.0,0.0,0.0,,#000000,,,,37.83755787426072,-50.15611404544477,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-6324.0,291.72378317790566,False,False,False,False,13023.62283974403,False,False,False,False
2024-12-06 15:00:00+00:00,48.36,48.395,48.2,48.39,3097.0,,,,0.0,0.0,0.0,0.0,,#000000,,,,28.83542297627544,-50.15611404544477,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-9421.0,141.13891832243428,False,False,False,False,12869.721710445672,False,False,False,False
2024-12-06 16:00:00+00:00,48.39,48.425,48.26,48.42,3435.0,,,,0.0,0.0,0.0,0.0,,#000000,,,,23.44724505438458,-50.15611404544477,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-5986.0,46.144516487977924,False,False,False,False,12723.446955244965,False,False,False,False
2024-12-06 17:00:00+00:00,48.42,48.45,48.3,48.38,2175.0,,,,0.0,0.0,0.0,0.0,,#000000,,,,19.4445750214973,-50.15611404544477,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-8161.0,-81.09803415524654,False,False,False,False,12559.905141985351,False,False,False,False
2024-12-06 18:00:00+00:00,48.38,48.48,48.3,48.4,2411.0,,,,0.0,0.0,0.0,0.0,,#000000,,,,17.33204941029154,-50.15611404544477,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-5750.0,-168.9879871140799,False,False,False,False,12402.557775442943,False,False,False,False
2024-12-06 19:00:00+00:00,48.4,48.41,48.23,48.245,4481.0,,,,0.0,0.0,0.0,0.0,,#000000,,,,15.14342603646284,-50.15611404544477,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-10231.0,-324.98817336037325,False,False,False,False,12279.74292621127,False,False,False,False
2024-12-06 20:00:00+00:00,48.25,48.34,48.23,48.33,22471.0,,,,0.0,0.0,0.0,0.0,,#000000,,,,16.326314687017266,-50.15611404544477,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,12240.0,-130.18215516873954,False,False,False,False,12437.746911851404,False,False,False,False
2024-12-09 15:00:00+00:00,48.36,48.38,48.01,48.085,5087.0,,,,0.0,0.0,0.0,0.0,,#000000,,,,15.78134538270076,-50.15611404544477,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,7153.0,-17.26460237542574,False,False,False,False,12323.781843450606,False,False,False,False
2024-12-09 16:00:00+00:00,48.09,48.255,47.985,48.045,5538.0,,,,0.0,0.0,0.0,0.0,,#000000,,,,15.213527445752637,-50.15611404544477,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,1615.0,8.04182556837931,False,False,False,False,12218.575923397108,False,False,False,False
