date,Close,High,Low,Open,Volume,aVWAP_OB_bull_746,aVWAP_OB_bear_280,aVWAP_OB_bear_104,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,65.071739633,65.163790705,64.3771724533,64.3771724533,1490142,,,,,#000000,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1490142.0,False,False,False,False
2022-01-04 00:00:00+00:00,65.4483122003,65.866726164,64.8457960926,65.1805272636,2043194,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2043194,80125.25490196078,False,False,False,False,1511830.3137254901,False,False,False,False
2022-01-05 00:00:00+00:00,65.5236267138,66.569661623,65.4901535967,65.7997799298,1652147,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3695341,221898.4213763937,False,False,False,False,1517332.92887351,False,False,False,False
2022-01-06 00:00:00+00:00,66.1679842179,66.4106643168,65.7830433713,66.1010379837,3486288,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7181629,494829.03230280965,False,False,False,False,1594546.8532314117,False,False,False,False
2022-01-07 00:00:00+00:00,66.8700828489,67.0473675024,66.0807440348,66.4648607839,3396732,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10578361,890261.6584870132,False,False,False,False,1665220.78055567,False,False,False,False
2022-01-10 00:00:00+00:00,66.4310922785,66.9376198598,66.0174280872,66.8025458381,1884558,,,,,"rgba(38, 166, 154, 0.5)",,,,92.39281206443101,43.0267443923951,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8693803,1196282.887565954,False,False,False,False,1673822.2401417221,False,False,False,False
2022-01-11 00:00:00+00:00,67.6298742208,67.6425374103,66.5155135421,66.5155135421,1651930,,,,,"rgba(38, 166, 154, 0.5)",,,,90.41529509403307,41.6366420548397,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10345733,1555084.852759446,False,False,False,False,1672963.7209204782,False,False,False,False
2022-01-12 00:00:00+00:00,68.4994132352,68.4994132352,67.6636427262,67.6720848525,2563947,,,,,"rgba(38, 166, 154, 0.5)",,,,90.20271579049198,41.6366420548397,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12909680,2000363.093827703,False,False,False,False,1707904.241668695,False,False,False,False
2022-01-13 00:00:00+00:00,68.6935821414,69.5462369031,68.5753923724,68.8455404157,1546683,,,,,"rgba(38, 166, 154, 0.5)",,,,90.25442044126018,41.6366420548397,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14456363,2488833.6783834794,False,False,False,False,1701581.8400346285,False,False,False,False
2022-01-14 00:00:00+00:00,68.9215195529,69.3098573652,67.9337907695,68.1701703074,1878039,,,,,"rgba(38, 166, 154, 0.5)",,,,90.50839208284529,41.6366420548397,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16334402,3031797.141976284,False,False,False,False,1708501.7286607216,False,False,False,False
2022-01-18 00:00:00+00:00,69.6644266721,70.1371857479,69.3562890601,69.7572900619,1888003,,,,69.71930049336667,"rgba(38, 166, 154, 0.5)",,69.71930049336667,,91.26670243547451,41.6366420548397,False,False,True,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18222405,3627507.2540556453,False,False,False,False,1715540.9942034383,False,False,False,False
2022-01-19 00:00:00+00:00,68.5922766251,69.9683432208,68.3896655926,69.8417113255,2859865,,,,69.27605004560004,"rgba(38, 166, 154, 0.5)",,69.27605004560004,,84.41308844172872,37.0698038778082,False,False,True,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15362540,4087704.6166416984,False,False,False,False,1760416.4454111469,False,False,False,False
