date,Open,High,Low,Close,Volume,aVWAP_peak_887,aVWAP_peak_860,aVWAP_peak_848,aVWAP_peak_825,aVWAP_peak_768,aVWAP_peak_750,aVWAP_peak_733,aVWAP_peak_711,aVWAP_peak_696,aVWAP_peak_685,aVWAP_peak_624,aVWAP_peak_582,aVWAP_peak_558,aVWAP_peak_510,aVWAP_peak_456,aVWAP_peak_444,aVWAP_peak_404,aVWAP_peak_349,aVWAP_peak_320,aVWAP_valley_874,aVWAP_valley_834,aVWAP_valley_804,aVWAP_valley_786,aVWAP_valley_762,aVWAP_valley_744,aVWAP_valley_698,aVWAP_valley_697,aVWAP_valley_647,aVWAP_valley_616,aVWAP_valley_569,aVWAP_valley_544,aVWAP_valley_529,aVWAP_valley_493,aVWAP_valley_432,aVWAP_valley_414,aVWAP_valley_361,aVWAP_valley_360,aVWAP_valley_335,aVWAP_valley_246,aVWAP_valley_221,aVWAP_valley_138,aVWAP_valley_118,aVWAP_valley_103,aVWAP_valley_85,aVWAP_valley_60,aVWAP_valley_18,Peaks_avg,Valleys_avg,color,OB,OB_High,OB_Low,OB_Mitigated_Index
2024-12-16 15:00:00+00:00,178.55,179.26,176.825,176.825,5438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 16:00:00+00:00,176.825,178.2,176.825,177.05,5168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 17:00:00+00:00,177.165,177.51,176.12,176.995,5429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 18:00:00+00:00,176.995,177.94,176.445,176.6,2890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 19:00:00+00:00,176.6,176.94,176.25,176.94,2221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 20:00:00+00:00,176.94,176.94,174.66,176.595,11460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 15:00:00+00:00,177.46,178.61,177.46,178.45,1975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 16:00:00+00:00,178.635,178.71,177.94,178.5,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 17:00:00+00:00,178.5,178.715,177.99,178.5,1259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 18:00:00+00:00,178.5,179.35,177.91,178.51,2999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 19:00:00+00:00,178.51,179.375,178.4,179.375,1836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 20:00:00+00:00,179.375,179.51,178.85,179.51,7838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 15:00:00+00:00,177.31,178.395,175.0,176.815,5742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 16:00:00+00:00,176.78,177.24,176.17,176.17,2827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 17:00:00+00:00,176.17,177.09,176.17,176.96,737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 18:00:00+00:00,176.96,177.11,176.02,177.08,3637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 19:00:00+00:00,177.05,177.115,176.02,176.15,4144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 20:00:00+00:00,176.33,176.54,174.53,176.31,9418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-19 15:00:00+00:00,173.69,173.69,171.05,171.77,1792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.17,,172.17,#000000,0.0,0.0,0.0,0.0
2024-12-19 16:00:00+00:00,171.77,173.04,171.41,172.88,1731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.30430031223386,,172.30430031223386,#000000,0.0,0.0,0.0,0.0
2024-12-19 17:00:00+00:00,172.88,173.76,172.88,173.565,846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.5167910276951,,172.5167910276951,#000000,0.0,0.0,0.0,0.0
2024-12-19 18:00:00+00:00,173.565,174.29,173.51,173.865,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.60902754056357,,172.60902754056357,#000000,0.0,0.0,0.0,0.0
2024-12-19 19:00:00+00:00,173.865,175.37,173.83,175.37,2029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.288375043448,,173.288375043448,#000000,0.0,0.0,0.0,0.0
2024-12-19 20:00:00+00:00,175.37,175.63,174.635,175.05,2735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.8142502822467,,173.8142502822467,#000000,0.0,0.0,0.0,0.0
2024-12-20 15:00:00+00:00,177.36,178.88,177.36,178.54,3863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.10445621415872,,175.10445621415872,#000000,0.0,0.0,0.0,0.0
