date,Open,High,Low,Close,Volume,aVWAP_OB_bull_713,aVWAP_OB_bull_491,aVWAP_OB_bear_776,aVWAP_OB_bear_611,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,1.31,1.31,1.29,1.295,457.0,,,,,,#000000,,,,,,False,False,False,False,False,,,,1.3,1.3,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,457.0,False,False,False,False
2024-12-16 16:00:00+00:00,1.295,1.315,1.28,1.315,217.0,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,1.2974999999999999,1.3,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,217.0,3.3643410852713176,False,False,False,False,453.2790697674418,False,False,False,False
2024-12-16 17:00:00+00:00,1.31,1.315,1.305,1.305,300.0,,,,,,"rgba(38, 166, 154, 0.5)",,,,88.0,8.0,False,False,True,False,True,,,,1.2974999999999999,1.31,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-83.0,2.0253590529415297,False,False,False,False,450.9026500811249,False,False,False,False
2024-12-16 18:00:00+00:00,1.305,1.32,1.3,1.31,337.0,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.02079002079006,8.0,False,False,True,False,True,,,,1.31,1.31,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,254.0,5.93194263351608,False,False,False,False,449.1367175217276,False,False,False,False
2024-12-16 19:00:00+00:00,1.31,1.315,1.3,1.3,3164.0,,,,,,"rgba(38, 166, 154, 0.5)",,,,71.6173277861933,8.0,False,False,True,False,True,,,,1.3075,1.31,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2910.0,-39.27630453909657,False,False,False,False,491.22762112604187,False,False,False,False
2024-12-16 20:00:00+00:00,1.305,1.32,1.285,1.32,5797.0,,,,,,"rgba(38, 166, 154, 0.5)",,,,70.94603428142231,8.0,False,False,True,False,True,,,,1.3025,1.31,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2887.0,6.092320337478569,False,False,False,False,573.4876580078086,False,False,False,False
2024-12-17 15:00:00+00:00,1.285,1.295,1.275,1.28,1500.0,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.77364284055587,8.0,False,False,True,False,False,,,,1.285,1.31,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1387.0,27.501741727595178,False,False,False,False,587.852190441796,False,False,False,False
2024-12-17 16:00:00+00:00,1.28,1.285,1.26,1.26,2503.0,,,,,,"rgba(239, 83, 80, 0.5)",,,,49.75076223217622,25.685492545856462,False,False,False,True,False,,,,1.2725,1.2725,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1116.0,9.773032553523937,False,False,False,False,617.5444045434735,False,False,False,False
2024-12-17 17:00:00+00:00,1.26,1.28,1.26,1.275,100.0,,,,,,"rgba(239, 83, 80, 0.5)",,,,46.543669467137654,21.358313288643643,False,False,False,True,False,,,,1.27,1.2725,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1016.0,-6.130425315522945,False,False,False,False,609.5204602869856,False,False,False,False
2024-12-17 18:00:00+00:00,1.275,1.275,1.26,1.265,1621.0,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.066754981736054,16.519649143930437,False,False,False,True,False,,,,1.2675,1.2725,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2637.0,-46.919100892026464,False,False,False,False,625.2023136158695,False,False,False,False
