date,Open,High,Low,Close,Volume,aVWAP_peak_417,aVWAP_peak_380,aVWAP_peak_364,aVWAP_peak_339,aVWAP_peak_312,aVWAP_peak_283,aVWAP_peak_261,aVWAP_peak_237,aVWAP_peak_208,aVWAP_peak_207,aVWAP_peak_190,aVWAP_peak_184,aVWAP_peak_173,aVWAP_peak_139,aVWAP_peak_109,aVWAP_peak_86,aVWAP_peak_35,aVWAP_valley_425,aVWAP_valley_389,aVWAP_valley_370,aVWAP_valley_344,aVWAP_valley_327,aVWAP_valley_305,aVWAP_valley_220,aVWAP_valley_198,aVWAP_valley_178,aVWAP_valley_149,aVWAP_valley_126,aVWAP_valley_93,aVWAP_valley_78,aVWAP_valley_53,aVWAP_valley_24,aVWAP_OB_bull_389,aVWAP_OB_bull_149,aVWAP_OB_bear_350,aVWAP_OB_bear_312,aVWAP_OB_bear_237,aVWAP_OB_bear_208,aVWAP_OB_bear_109,aVWAP_OB_bear_35,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-08 17:00:00+00:00,12.155,12.195,12.095,12.145,2113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2113.0,False,False,False,False
2023-11-09 17:00:00+00:00,12.355,12.375,12.215,12.215,769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,769.0,11.922480620155039,False,False,False,False,2092.162790697674,False,False,False,False
2023-11-10 17:00:00+00:00,11.99,12.085,11.985,12.065,3877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.43979057591625,-32.46073298429313,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3108.0,-36.448410552250465,False,False,False,False,2119.8346854155398,False,False,False,False
2023-11-13 17:00:00+00:00,12.285,12.295,12.215,12.215,4298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,71.16887727542552,-32.46073298429313,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1190.0,-17.43370651268069,False,False,False,False,2153.604690292818,False,False,False,False
2023-11-14 17:00:00+00:00,12.71,12.775,12.685,12.73,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,75.93789829148281,-28.157219048149045,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3193.0,32.34045947976397,False,False,False,False,2151.2697338541698,False,False,False,False
2023-11-15 17:00:00+00:00,12.79,12.8,12.705,12.71,1718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,78.35271609906783,-21.915133298477585,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1475.0,54.70727406147306,False,False,False,False,2144.552373639376,False,False,False,False
2023-11-16 17:00:00+00:00,12.36,12.4,12.34,12.395,1550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,71.02768420882161,-21.915133298477585,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-75.0,52.69630857214789,False,False,False,False,2135.334507381401,False,False,False,False
2023-11-17 17:00:00+00:00,12.26,12.375,12.26,12.345,2604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,65.1217910362499,-21.915133298477585,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2679.0,10.344427819091337,False,False,False,False,2142.6006390499065,False,False,False,False
2023-11-20 17:00:00+00:00,12.21,12.225,12.135,12.175,1641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.12326334461869,-21.915133298477585,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4320.0,-56.79269509283257,False,False,False,False,2134.8238849561094,False,False,False,False
2023-11-21 17:00:00+00:00,11.965,11.965,11.85,11.85,4016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.48114682323142,-21.915133298477585,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8336.0,-185.15249826968787,False,False,False,False,2163.9894061195805,False,False,False,False
