date,Open,High,Low,Close,Volume,aVWAP_peak_872,aVWAP_valley_858,aVWAP_valley_821,aVWAP_valley_756,aVWAP_valley_745,aVWAP_valley_702,aVWAP_valley_690,aVWAP_valley_657,aVWAP_valley_611,aVWAP_valley_525,aVWAP_valley_509,aVWAP_valley_475,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,64.545,64.585,64.005,64.245,3459.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3459.0,False,False,False,False
2024-12-19 16:00:00+00:00,64.245,64.525,64.09,64.325,1125.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1125.0,17.441860465116278,False,False,False,False,3422.813953488372,False,False,False,False
2024-12-19 17:00:00+00:00,64.325,64.355,64.075,64.205,1380.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-255.0,13.217955651703623,False,False,False,False,3391.1424193257617,False,False,False,False
2024-12-19 18:00:00+00:00,64.21,64.425,64.095,64.425,13610.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,13355.0,220.06728967260744,False,False,False,False,3549.5743198013315,False,False,False,False
2024-12-19 19:00:00+00:00,64.42,64.44,63.89,63.93,3724.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,9631.0,365.9732231660554,False,False,False,False,3552.278593912939,False,False,False,False
2024-12-19 20:00:00+00:00,63.93,64.15,63.75,63.79,5503.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,4128.0,424.29921970611656,False,False,False,False,3582.522336642971,False,False,False,False
2024-12-20 15:00:00+00:00,63.56,64.19,63.53,64.025,2900.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7028.0,526.6821775401302,False,False,False,False,3571.9405949895913,False,False,False,False
2024-12-20 16:00:00+00:00,64.025,64.505,63.965,64.495,2346.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,9374.0,663.8498957178026,False,False,False,False,3552.93376405952,False,False,False,False
2024-12-20 17:00:00+00:00,64.495,64.605,64.395,64.415,1972.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7402.0,768.3173391950459,False,False,False,False,3528.423163066349,False,False,False,False
2024-12-20 18:00:00+00:00,64.41,64.41,64.0,64.065,2782.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,4620.0,828.0333494400838,False,False,False,False,3516.8507109257853,False,False,False,False
2024-12-20 19:00:00+00:00,64.06,64.575,64.035,64.565,3441.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,8061.0,940.172367278222,False,False,False,False,3515.674730911432,False,False,False,False
2024-12-20 20:00:00+00:00,64.57,64.6,64.195,64.345,13484.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5423.0,841.5185321266217,False,False,False,False,3670.222409501953,False,False,False,False
2024-12-23 15:00:00+00:00,63.75,63.77,63.58,63.58,262.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5685.0,740.3321982952012,False,False,False,False,3617.3817519902946,False,False,False,False
2024-12-23 16:00:00+00:00,63.58,63.58,63.58,63.58,0.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5685.0,640.7146448332602,False,False,False,False,3561.2983139749413,False,False,False,False
2024-12-23 17:00:00+00:00,63.58,63.58,63.58,63.58,0.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5685.0,542.6415495645275,False,False,False,False,3506.0843866264927,False,False,False,False
2024-12-23 18:00:00+00:00,63.58,63.58,63.58,63.58,0.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5685.0,446.08896740073635,False,False,False,False,3451.726489159415,False,False,False,False
2024-12-23 19:00:00+00:00,63.58,63.58,63.58,63.58,0.0,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5685.0,351.03332449529853,False,False,False,False,3398.211349792602,False,False,False,False
