date,Close,High,Low,Open,Volume,aVWAP_OB_bull_835,aVWAP_OB_bull_365,aVWAP_OB_bear_727,aVWAP_OB_bear_526,aVWAP_OB_bear_367,aVWAP_OB_bear_281,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,0.1201,0.1201,0.1201,0.1201,0,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,0.0,False,False,False,False
2022-01-04 00:00:00+00:00,0.1001,0.1001,0.1001,0.1001,100,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100,-3.9215686274509802,False,False,False,False,3.9215686274509802,False,False,False,False
2022-01-05 00:00:00+00:00,0.1001,0.1001,0.1001,0.1001,0,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100,-7.6893502499038835,False,False,False,False,3.767781622452903,False,False,False,False
2022-01-06 00:00:00+00:00,0.1001,0.1001,0.1001,0.1001,0,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100,-11.30937573029981,False,False,False,False,3.620025480395926,False,False,False,False
2022-01-07 00:00:00+00:00,0.1001,0.1001,0.1001,0.1001,0,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100,-14.787439427150797,False,False,False,False,3.478063696850988,False,False,False,False
2022-01-10 00:00:00+00:00,0.21005,0.21005,0.21005,0.21005,100,,,,,,,,#000000,,,,15.858202318055673,-34.617543751486,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,-14.207539841772336,False,False,False,False,7.263237669523498,False,False,False,False
2022-01-11 00:00:00+00:00,0.248,0.248,0.17,0.17,200,,,,,,,,#000000,,,,29.393418404111152,-21.86898100364552,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,200,-5.807244161702834,False,False,False,False,14.821542074640224,False,False,False,False
2022-01-12 00:00:00+00:00,0.2475,0.2475,0.2475,0.2475,100,,,,,,,,#000000,,,,40.41280867800218,-11.804737647847809,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100,-1.6579404690870372,False,False,False,False,18.161873757987667,False,False,False,False
2022-01-13 00:00:00+00:00,0.2475,0.2475,0.2475,0.2475,0,,,,,,,,#000000,,,,49.428673447549386,-3.810842361784104,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100,2.328645431661474,False,False,False,False,17.44964341453717,False,False,False,False
2022-01-14 00:00:00+00:00,0.2475,0.2475,0.2475,0.2475,0,,,,,,,,#000000,,,,56.805290077178924,2.549075645428246,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100,6.158894630419848,False,False,False,False,16.765343672790614,False,False,False,False
2022-01-18 00:00:00+00:00,0.2475,0.2475,0.2475,0.2475,0,,,,,,,,#000000,,,,62.840703683239454,7.622463103466551,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100,9.83893797824652,False,False,False,False,16.10787921503412,False,False,False,False
2022-01-19 00:00:00+00:00,0.2475,0.2475,0.2475,0.2475,0,,,,,,,,#000000,,,,67.77876936092534,11.685328036721579,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100,13.374665900668225,False,False,False,False,15.476197677189646,False,False,False,False
2022-01-20 00:00:00+00:00,0.2475,0.2475,0.2475,0.2475,0,,,,,,,,#000000,,,,71.81900491539561,14.956378334810779,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100,16.771737826132217,False,False,False,False,14.86928796435868,False,False,False,False
2022-01-21 00:00:00+00:00,0.1001,0.1001,0.1001,0.1001,600,,,,,,,0.10010000000000001,#000000,,0.10010000000000001,,65.6861542413832,14.956378334810779,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-500,-3.493820519990617,False,False,False,False,37.81559039712893,False,False,False,False
2022-01-24 00:00:00+00:00,0.111,0.111,0.111,0.111,100,,,,,,,0.10165714285714285,#000000,,0.10165714285714285,,61.153339629980586,19.41244314485138,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-400,-19.04308246038314,False,False,False,False,40.25419469528074,False,False,False,False
2022-01-25 00:00:00+00:00,0.111,0.111,0.111,0.111,0,,,,,,,0.10165714285714285,#000000,,0.10165714285714285,,57.44467312974208,16.265488478455566,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-400,-33.982569422721056,False,False,False,False,38.675598824877575,False,False,False,False
2022-01-26 00:00:00+00:00,0.111,0.111,0.111,0.111,0,,,,,,,0.10165714285714285,#000000,,0.10165714285714285,,54.41030962954694,13.68893431519173,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-400,-48.3361941512418,False,False,False,False,37.158908674882376,False,False,False,False
2022-01-27 00:00:00+00:00,0.111,0.111,0.111,0.111,0,,,,,,,0.10165714285714285,#000000,,0.10165714285714285,,51.92764858393273,11.558792417003858,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-400,-62.12693163550683,False,False,False,False,35.70169656998503,False,False,False,False
2022-01-28 00:00:00+00:00,0.111,0.111,0.111,0.111,0,,,,,,,0.10165714285714285,#000000,,0.10165714285714285,,49.896380455702925,9.777691403705568,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-400,-75.3768558850948,False,False,False,False,34.30163003782876,False,False,False,False
2022-01-31 00:00:00+00:00,0.111,0.111,0.111,0.111,0,,,,,,,0.10165714285714285,#000000,,0.10165714285714285,,48.23443380533308,8.269425406461323,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-400,-88.10717526214991,False,False,False,False,32.95646807556096,False,False,False,False
2022-02-01 00:00:00+00:00,0.111,0.111,0.111,0.111,0,,,,,,,0.10165714285714285,#000000,,0.10165714285714285,,46.8746592732123,6.97457552332461,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-400,-100.3382664283401,False,False,False,False,31.664057562793868,False,False,False,False
2022-02-02 00:00:00+00:00,0.111,0.111,0.111,0.111,0,,,,,,,0.10165714285714285,#000000,,0.10165714285714285,,45.76211647420439,5.84699881146291,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-400,-112.08970696056207,False,False,False,False,30.422329815233326,False,False,False,False
2022-02-03 00:00:00+00:00,0.111,0.111,0.111,0.111,0,,,,,,,0.10165714285714285,#000000,,0.10165714285714285,,44.85185418410701,4.851018097284303,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-400,-123.38030668759886,False,False,False,False,29.22929727345947,False,False,False,False
2022-02-04 00:00:00+00:00,0.1201,0.1201,0.1201,0.1201,100,,,,,,,0.11203125,#000000,,0.11203125,,44.702536513871934,4.5367563945187115,False,True,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-300,-130.3065691704381,False,False,False,False,32.00461894901008,False,False,False,False
