date,Open,High,Low,Close,Volume,aVWAP_peak_884,aVWAP_peak_869,aVWAP_peak_852,aVWAP_peak_840,aVWAP_peak_732,aVWAP_peak_719,aVWAP_peak_701,aVWAP_peak_683,aVWAP_peak_648,aVWAP_peak_633,aVWAP_peak_620,aVWAP_peak_578,aVWAP_peak_547,aVWAP_peak_498,aVWAP_peak_478,aVWAP_peak_445,aVWAP_peak_420,aVWAP_peak_403,aVWAP_peak_391,aVWAP_peak_367,aVWAP_peak_330,aVWAP_peak_303,aVWAP_peak_268,aVWAP_peak_240,aVWAP_peak_192,aVWAP_peak_127,aVWAP_valley_877,aVWAP_valley_858,aVWAP_valley_822,aVWAP_valley_794,aVWAP_valley_774,aVWAP_valley_720,aVWAP_valley_708,aVWAP_valley_690,aVWAP_valley_667,aVWAP_valley_640,aVWAP_valley_610,aVWAP_valley_539,aVWAP_valley_525,aVWAP_valley_509,aVWAP_valley_473,aVWAP_valley_462,aVWAP_valley_438,aVWAP_valley_401,aVWAP_valley_346,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,26.96,27.08,26.41,27.075,36925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,36925.0,False,False,False,False
2024-12-19 16:00:00+00:00,27.075,27.56,26.96,27.51,13615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,13615.0,211.08527131782947,False,False,False,False,36563.604651162794,False,False,False,False
2024-12-19 17:00:00+00:00,27.51,27.565,27.22,27.55,6669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,20284.0,522.2932516074756,False,False,False,False,36100.1224085091,False,False,False,False
2024-12-19 18:00:00+00:00,27.56,27.93,27.44,27.845,10098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,30382.0,985.234441505034,False,False,False,False,35696.98872775702,False,False,False,False
2024-12-19 19:00:00+00:00,27.85,28.085,27.85,28.035,34769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,65151.0,1980.0525121793746,False,False,False,False,35682.601305621254,False,False,False,False
2024-12-19 20:00:00+00:00,28.035,28.36,27.99,28.0,66009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-858.0,1936.0516980370587,False,False,False,False,36152.77802956511,False,False,False,False
2024-12-20 15:00:00+00:00,27.745,28.3,27.68,27.86,7950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-8808.0,1769.4772531062517,False,False,False,False,35715.52565701371,False,False,False,False
2024-12-20 16:00:00+00:00,27.845,28.03,27.51,27.57,9413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-18221.0,1459.5473732131313,False,False,False,False,35307.734561556135,False,False,False,False
2024-12-20 17:00:00+00:00,27.55,27.88,27.345,27.35,8934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-27155.0,1015.9109798299819,False,False,False,False,34898.839452074644,False,False,False,False
2024-12-20 18:00:00+00:00,27.34,27.66,27.24,27.575,12237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-14918.0,768.8736002977341,False,False,False,False,34547.493103980465,False,False,False,False
