date,Open,High,Low,Close,Volume,aVWAP_peak_617,aVWAP_peak_584,aVWAP_peak_569,aVWAP_peak_553,aVWAP_peak_525,aVWAP_peak_477,aVWAP_peak_406,aVWAP_peak_385,aVWAP_peak_369,aVWAP_peak_350,aVWAP_peak_330,aVWAP_peak_314,aVWAP_peak_298,aVWAP_peak_284,aVWAP_peak_264,aVWAP_peak_244,aVWAP_peak_219,aVWAP_peak_195,aVWAP_peak_168,aVWAP_valley_613,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,331.82,336.365,330.02,333.485,6417.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,6417.0,False,False,False,False
2023-10-31 16:00:00+00:00,333.64,335.37,333.04,333.635,4613.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,4613.0,71.51937984496124,False,False,False,False,6389.031007751937,False,False,False,False
2023-11-01 16:00:00+00:00,329.55,331.44,325.705,330.54,3754.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,859.0,83.72838170783005,False,False,False,False,6348.177813833303,False,False,False,False
2023-11-02 16:00:00+00:00,334.84,335.84,330.88,333.38,2668.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3527.0,137.11243780538308,False,False,False,False,6291.120793463794,False,False,False,False
2023-11-03 16:00:00+00:00,344.74,344.805,338.03,338.07,3736.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7263.0,247.59131473863295,False,False,False,False,6251.506517596138,False,False,False,False
2023-11-06 16:00:00+00:00,338.51,342.01,338.51,339.37,983.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,8246.0,371.5976509442355,False,False,False,False,6169.8242460055,False,False,False,False
2023-11-06 20:00:00+00:00,339.465,340.12,338.77,339.2,699.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7547.0,482.8441989916117,False,False,False,False,6085.005265447275,False,False,False,False
2023-11-07 16:00:00+00:00,343.77,345.035,340.125,344.855,5753.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,13300.0,681.5597928056952,False,False,False,False,6079.857896990728,False,False,False,False
2023-11-07 20:00:00+00:00,344.855,345.49,343.21,344.02,2330.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,10970.0,841.0704936924286,False,False,False,False,6021.720565254437,False,False,False,False
2023-11-08 16:00:00+00:00,339.915,342.885,338.65,340.865,1701.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,9269.0,971.7360674336312,False,False,False,False,5954.732649514058,False,False,False,False
2023-11-08 20:00:00+00:00,340.865,342.595,340.0,340.0,2046.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7223.0,1068.6548880935748,False,False,False,False,5894.132143320041,False,False,False,False
2023-11-09 16:00:00+00:00,340.73,341.34,336.75,338.06,2294.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,4929.0,1128.5051999060775,False,False,False,False,5838.316141098025,False,False,False,False
2023-11-09 20:00:00+00:00,338.06,338.86,336.48,336.48,1452.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3477.0,1164.9159720005568,False,False,False,False,5770.311239685652,False,False,False,False
2023-11-10 16:00:00+00:00,334.62,339.185,334.62,338.17,548.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,4025.0,1209.2583600315559,False,False,False,False,5689.3451739540915,False,False,False,False
2023-11-10 20:00:00+00:00,337.5,338.0,336.53,336.735,974.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3051.0,1237.812493984555,False,False,False,False,5616.239047226121,False,False,False,False
2023-11-13 16:00:00+00:00,333.27,338.42,333.27,335.64,2333.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,718.0,1229.7533855506858,False,False,False,False,5565.3361162613755,False,False,False,False
2023-11-13 20:00:00+00:00,335.55,337.26,334.19,336.53,2569.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3287.0,1261.648681898737,False,False,False,False,5518.881292753446,False,False,False,False
2023-11-14 16:00:00+00:00,346.31,348.11,341.6,343.52,2745.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6032.0,1335.6076170630977,False,False,False,False,5475.875381237889,False,False,False,False
2023-11-14 20:00:00+00:00,343.52,344.075,341.49,341.49,2039.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3993.0,1376.807498969096,False,False,False,False,5422.590491606294,False,False,False,False
2023-11-15 16:00:00+00:00,348.0,348.31,343.795,345.14,2264.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6257.0,1452.4693982098852,False,False,False,False,5373.620096387592,False,False,False,False
