date,Open,High,Low,Close,Volume,aVWAP_peak_869,aVWAP_peak_858,aVWAP_peak_821,aVWAP_peak_773,aVWAP_peak_719,aVWAP_peak_697,aVWAP_peak_656,aVWAP_peak_636,aVWAP_peak_599,aVWAP_peak_552,aVWAP_peak_516,aVWAP_peak_496,aVWAP_peak_467,aVWAP_peak_443,aVWAP_valley_888,aVWAP_valley_831,aVWAP_valley_791,aVWAP_valley_738,aVWAP_valley_726,aVWAP_valley_708,aVWAP_valley_684,aVWAP_valley_644,aVWAP_valley_629,aVWAP_valley_582,aVWAP_valley_564,aVWAP_valley_543,aVWAP_valley_527,aVWAP_valley_492,aVWAP_valley_455,aVWAP_valley_436,aVWAP_valley_405,aVWAP_valley_366,aVWAP_valley_343,aVWAP_valley_319,aVWAP_valley_289,aVWAP_valley_278,aVWAP_valley_277,aVWAP_valley_252,aVWAP_valley_210,aVWAP_valley_197,aVWAP_valley_174,aVWAP_valley_122,Peaks_avg,Valleys_avg,color,OB,OB_High,OB_Low,OB_Mitigated_Index
2024-12-16 15:00:00+00:00,74.665,75.19,74.615,75.185,609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 16:00:00+00:00,75.185,75.185,74.73,74.83,982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,-1.0,75.185,74.73,0.0
2024-12-16 17:00:00+00:00,74.79,74.95,74.685,74.93,1370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 18:00:00+00:00,74.93,75.125,74.89,75.125,687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 19:00:00+00:00,75.125,75.125,74.79,75.03,1370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 20:00:00+00:00,74.915,74.95,74.15,74.385,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 15:00:00+00:00,74.115,74.115,73.1,73.1,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 16:00:00+00:00,73.1,73.405,72.93,73.14,892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 17:00:00+00:00,73.14,73.59,72.995,73.58,635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 18:00:00+00:00,73.58,73.58,73.38,73.46,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 19:00:00+00:00,73.43,73.43,73.03,73.18,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 20:00:00+00:00,73.18,73.18,72.72,72.82,2470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 15:00:00+00:00,72.35,73.43,72.35,73.15,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 16:00:00+00:00,73.1,73.27,72.31,72.6,1629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 17:00:00+00:00,72.6,72.6,72.195,72.195,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 18:00:00+00:00,72.1,72.775,72.09,72.66,916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 19:00:00+00:00,72.81,72.81,69.9,69.9,486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 20:00:00+00:00,69.7,70.195,69.07,69.64,2001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-19 15:00:00+00:00,70.23,70.23,68.925,69.055,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-19 16:00:00+00:00,69.055,69.46,68.78,68.78,563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-19 17:00:00+00:00,68.78,69.0,68.75,68.9,1690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-19 18:00:00+00:00,68.9,69.48,68.89,69.41,1347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
