date,Open,High,Low,Close,Volume,aVWAP_peak_854,aVWAP_peak_852,aVWAP_peak_841,aVWAP_peak_821,aVWAP_peak_774,aVWAP_peak_743,aVWAP_peak_708,aVWAP_peak_690,aVWAP_peak_680,aVWAP_peak_663,aVWAP_peak_642,aVWAP_peak_618,aVWAP_peak_602,aVWAP_peak_578,aVWAP_peak_551,aVWAP_peak_534,aVWAP_peak_492,aVWAP_peak_479,aVWAP_peak_447,aVWAP_peak_408,aVWAP_peak_390,aVWAP_peak_371,aVWAP_peak_328,aVWAP_peak_294,aVWAP_peak_269,aVWAP_peak_227,aVWAP_peak_215,aVWAP_peak_199,aVWAP_valley_858,aVWAP_valley_808,aVWAP_valley_795,aVWAP_valley_756,aVWAP_valley_714,aVWAP_valley_698,aVWAP_valley_666,aVWAP_valley_654,aVWAP_valley_631,aVWAP_valley_588,aVWAP_valley_564,aVWAP_valley_526,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,224.62,225.415,223.22,224.775,172598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,172598.0,False,False,False,False
2024-12-19 16:00:00+00:00,224.76,226.08,223.73,225.82,95930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,95930.0,1487.2868217054263,False,False,False,False,171409.3488372093,False,False,False,False
2024-12-19 17:00:00+00:00,225.8,225.99,223.99,224.995,80836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,15094.0,1698.2436151673576,False,False,False,False,170005.11087074096,False,False,False,False
2024-12-19 18:00:00+00:00,224.95,225.185,224.0,225.185,69625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,84719.0,2985.387125009724,False,False,False,False,168448.83008204732,False,False,False,False
2024-12-19 19:00:00+00:00,225.16,225.25,224.23,224.49,60954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,23765.0,3307.5516657072476,False,False,False,False,166782.24356914737,False,False,False,False
2024-12-19 20:00:00+00:00,224.535,224.93,223.255,223.29,127867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-104102.0,1642.2872987970577,False,False,False,False,166178.9064595482,False,False,False,False
2024-12-20 15:00:00+00:00,219.81,223.835,219.81,222.485,155090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-259192.0,-2401.655139943982,False,False,False,False,166006.98542916757,False,False,False,False
2024-12-20 16:00:00+00:00,222.54,225.835,222.395,225.685,128066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-131126.0,-4397.381416844075,False,False,False,False,165418.7530969324,False,False,False,False
2024-12-20 17:00:00+00:00,225.71,226.205,224.62,224.62,152209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-283335.0,-8721.995658443393,False,False,False,False,165213.95072333654,False,False,False,False
2024-12-20 18:00:00+00:00,224.67,225.32,223.69,224.76,105015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-178320.0,-11351.422082343495,False,False,False,False,164280.63365785845,False,False,False,False
