date,Open,High,Low,Close,Volume,aVWAP_peak_881,aVWAP_peak_845,aVWAP_peak_791,aVWAP_peak_735,aVWAP_peak_702,aVWAP_peak_661,aVWAP_peak_606,aVWAP_peak_574,aVWAP_peak_545,aVWAP_peak_503,aVWAP_peak_474,aVWAP_peak_443,aVWAP_peak_424,aVWAP_peak_423,aVWAP_peak_396,aVWAP_peak_360,aVWAP_peak_341,aVWAP_peak_299,aVWAP_peak_283,aVWAP_peak_251,aVWAP_peak_205,aVWAP_peak_174,aVWAP_valley_853,aVWAP_valley_828,aVWAP_valley_779,aVWAP_valley_757,aVWAP_valley_718,aVWAP_valley_657,aVWAP_valley_656,aVWAP_valley_635,aVWAP_valley_582,aVWAP_valley_564,aVWAP_valley_528,aVWAP_valley_487,aVWAP_valley_460,aVWAP_valley_426,aVWAP_valley_388,aVWAP_valley_387,aVWAP_valley_371,aVWAP_valley_337,aVWAP_OB_bull_657,aVWAP_OB_bull_426,aVWAP_OB_bear_791,aVWAP_OB_bear_251,aVWAP_OB_bear_205,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,21.79,21.825,21.735,21.755,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,235.0,False,False,False,False
2025-01-21 16:00:00+00:00,21.755,21.82,21.745,21.785,1070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1070.0,16.589147286821706,False,False,False,False,247.94573643410854,False,False,False,False
2025-01-21 17:00:00+00:00,21.785,21.795,21.745,21.745,1510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,80.00000000000048,-19.99999999999831,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-440.0,9.51024577849889,False,False,False,False,267.512469202572,False,False,False,False
2025-01-21 18:00:00+00:00,21.745,21.755,21.705,21.715,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.18533886583732,-19.99999999999831,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-448.0,2.417063673405883,False,False,False,False,263.48902006764837,False,False,False,False
2025-01-21 19:00:00+00:00,21.715,21.745,21.695,21.735,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.23761613425336,-19.99999999999831,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-248.0,-1.4653714223058363,False,False,False,False,262.50469417512664,False,False,False,False
2025-01-21 20:00:00+00:00,21.735,21.815,21.725,21.795,810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.51630679119404,-19.99999999999831,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,562.0,7.270525809047742,False,False,False,False,270.99299349024096,False,False,False,False
2025-01-22 15:00:00+00:00,21.605,21.65,21.555,21.59,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,47.50030051018309,-19.99999999999831,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,234.0,10.785711455419094,False,False,False,False,271.8768230485318,False,False,False,False
2025-01-22 16:00:00+00:00,21.585,21.605,21.565,21.57,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.62471090748406,-19.99999999999831,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,174.0,13.316165541381588,False,False,False,False,268.59191106328325,False,False,False,False
2025-01-22 17:00:00+00:00,21.575,21.595,21.535,21.54,1300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.61379981875503,-19.99999999999831,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1126.0,-4.34765097863983,False,False,False,False,284.58273414757343,False,False,False,False
2025-01-22 18:00:00+00:00,21.545,21.605,21.535,21.575,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.51947439879145,-19.99999999999831,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-556.0,-12.900400575870218,False,False,False,False,289.0078080367583,False,False,False,False
