date,Close,High,Low,Open,Volume,aVWAP_peak_250,aVWAP_peak_176,aVWAP_peak_162,aVWAP_peak_124,aVWAP_peak_110,aVWAP_peak_91,aVWAP_peak_54,aVWAP_peak_25,aVWAP_valley_260,aVWAP_valley_208,aVWAP_valley_167,aVWAP_valley_150,aVWAP_valley_137,aVWAP_valley_114,aVWAP_valley_102,aVWAP_valley_71,aVWAP_valley_42,aVWAP_OB_bull_260,aVWAP_OB_bull_208,aVWAP_OB_bull_42,aVWAP_OB_bear_176,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore
2024-06-06 00:00:00+00:00,27.0,27.26,26.0,26.0,1044167,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-07 00:00:00+00:00,27.14,27.64,26.925,27.49,671787,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-10 00:00:00+00:00,27.25,27.29,26.0,27.05,477890,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-11 00:00:00+00:00,26.99,27.36,26.54,27.36,224613,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-12 00:00:00+00:00,27.18,27.6,26.45,26.9,226511,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-13 00:00:00+00:00,28.88,29.175,27.82,27.82,446075,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-14 00:00:00+00:00,30.29,31.33,29.62,29.88,332802,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-17 00:00:00+00:00,30.39,30.87,28.89,30.29,524170,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-18 00:00:00+00:00,31.25,31.3099,30.55,30.95,331316,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-20 00:00:00+00:00,30.5,31.5,30.01,31.31,307470,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-21 00:00:00+00:00,31.21,31.92,30.6984,30.85,310841,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-24 00:00:00+00:00,31.49,32.33,30.75,31.69,119358,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-25 00:00:00+00:00,31.25,31.5,30.385,31.22,180007,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-26 00:00:00+00:00,32.15,32.6752,31.19,31.25,184527,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-27 00:00:00+00:00,31.89,32.32,31.18,31.18,148124,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-06-28 00:00:00+00:00,32.39,32.93,32.07,32.07,244803,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-07-01 00:00:00+00:00,31.73,32.329,31.7,32.02,275427,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-07-02 00:00:00+00:00,31.27,32.06,30.39,31.7,425188,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-07-03 00:00:00+00:00,32.64,32.83,30.86,31.0,77757,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-07-05 00:00:00+00:00,32.2,32.91,31.68,32.6,143842,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-07-08 00:00:00+00:00,32.9,33.16,31.94,32.01,214738,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-07-09 00:00:00+00:00,32.44,32.805,31.48,32.58,259245,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-07-10 00:00:00+00:00,33.75,34.1055,32.0869,32.31,111143,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-07-11 00:00:00+00:00,34.2,34.5482,33.52,33.9,99956,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-07-12 00:00:00+00:00,35.08,35.68,34.305,34.64,93828,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2024-07-15 00:00:00+00:00,34.94,36.07,34.72,36.07,96017,,,,,,,,35.24333333333333,,,,,,,,,,,,,,35.24333333333333,35.24333333333333,,#000000,,35.24333333333333,
2024-07-16 00:00:00+00:00,34.1,34.75,33.83,34.58,65304,,,,,,,,34.831778731018694,,,,,,,,,,,,,,34.831778731018694,34.831778731018694,,#000000,,34.831778731018694,
2024-07-17 00:00:00+00:00,33.54,34.65,32.95,33.66,174669,,,,,,,,34.25033958351935,,,,,,,,,,,,,,34.25033958351935,34.25033958351935,,#000000,,34.25033958351935,
2024-07-18 00:00:00+00:00,32.84,33.63,32.43,33.21,82992,,,,,,,,33.996069512930546,,,,,,,,,,,,,,33.996069512930546,33.996069512930546,,#000000,,33.996069512930546,
2024-07-19 00:00:00+00:00,33.45,33.46,32.41,32.53,56675,,,,,,,,33.8900962878713,,,,,,,,,,,,,,33.8900962878713,33.8900962878713,,#000000,,33.8900962878713,
2024-07-22 00:00:00+00:00,32.49,33.25,32.11,32.67,105731,,,,,,,,33.65851086251063,,,,,,,,,,,,,,33.65851086251063,33.65851086251063,,#000000,,33.65851086251063,
2024-07-23 00:00:00+00:00,32.87,33.36,31.87,32.01,198602,,,,,,,,33.41445366393586,,,,,,,,,,,,,,33.41445366393586,33.41445366393586,,#000000,,33.41445366393586,
2024-07-24 00:00:00+00:00,32.41,32.91,32.18,32.46,211617,,,,,,,,33.21930181345365,,,,,,,,,,,,,,33.21930181345365,33.21930181345365,,#000000,,33.21930181345365,
2024-07-25 00:00:00+00:00,30.79,31.8,30.51,31.8,363194,,,,,,,,32.633289080831794,,,,,,,,,,,,,,32.633289080831794,32.633289080831794,,#000000,,32.633289080831794,
2024-07-26 00:00:00+00:00,31.56,31.56,29.97,30.77,280127,,,,,,,,32.35858306298504,,,,,,,,,,,,,,32.35858306298504,32.35858306298504,,#000000,,32.35858306298504,
2024-07-29 00:00:00+00:00,32.38,33.23,32.05,32.09,333429,,,,,,,,32.39157270251281,,,,,,,,,,,,,,32.39157270251281,32.39157270251281,,#000000,,32.39157270251281,
2024-07-30 00:00:00+00:00,31.93,32.18,31.6,31.91,185156,,,,,,,,32.34959457252716,,,,,,,,,,,,,,32.34959457252716,32.34959457252716,,#000000,,32.34959457252716,
2024-07-31 00:00:00+00:00,33.55,33.93,32.31,32.31,278389,,,,,,,,32.454193696949964,,,,,,,,,,,,,,32.454193696949964,32.454193696949964,,#000000,,32.454193696949964,
2024-08-01 00:00:00+00:00,33.49,34.43,33.02,33.26,158338,,,,,,,,32.527088017583964,,,,,,,,,,,,,,32.527088017583964,32.527088017583964,,#000000,,32.527088017583964,
2024-08-02 00:00:00+00:00,32.86,33.5,32.0401,33.18,131274,,,,,,,,32.54025371262712,,,,,,,,,,,,,,32.54025371262712,32.54025371262712,,#000000,,32.54025371262712,
2024-08-05 00:00:00+00:00,29.82,30.2924,29.0092,30.12,191989,,,,,,,,32.35356602113219,,,,,,,,,,,,,,32.35356602113219,32.35356602113219,,#000000,,32.35356602113219,
2024-08-06 00:00:00+00:00,30.56,31.18,29.71,29.83,151425,,,,,,,,32.26116581311753,,,,,,,,,,,,,,32.26116581311753,32.26116581311753,,#000000,,32.26116581311753,
2024-08-07 00:00:00+00:00,29.0,30.35,28.94,30.34,217979,,,,,,,,32.07318159888985,,,,,,,,,29.43,,,29.43,,30.751590799444926,32.07318159888985,29.43,#000000,,30.751590799444926,
