date,Open,High,Low,Close,Volume,aVWAP_peak_602,aVWAP_peak_582,aVWAP_peak_535,aVWAP_peak_515,aVWAP_peak_501,aVWAP_peak_481,aVWAP_peak_459,aVWAP_peak_445,aVWAP_peak_405,aVWAP_peak_385,aVWAP_peak_371,aVWAP_peak_344,aVWAP_peak_329,aVWAP_peak_305,aVWAP_peak_278,aVWAP_peak_193,aVWAP_peak_183,aVWAP_peak_171,aVWAP_peak_142,aVWAP_peak_79,aVWAP_valley_610,aVWAP_valley_576,aVWAP_valley_556,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,47.655,47.94,47.26,47.835,25293.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,25293.0,False,False,False,False
2023-10-31 16:00:00+00:00,48.28,48.4,47.99,48.11,26636.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,26636.0,412.9612403100775,False,False,False,False,25313.821705426355,False,False,False,False
2023-11-01 16:00:00+00:00,48.145,48.29,47.495,48.24,23249.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,49885.0,1179.9695931734873,False,False,False,False,25281.80896580734,False,False,False,False
2023-11-02 16:00:00+00:00,47.95,49.04,47.715,49.04,116444.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,166329.0,3740.4196770002545,False,False,False,False,26695.17626866304,False,False,False,False
2023-11-03 16:00:00+00:00,56.08,56.08,53.365,53.51,79254.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,245583.0,7489.917046349088,False,False,False,False,27510.041752869813,False,False,False,False
2023-11-06 16:00:00+00:00,53.34,53.925,53.3,53.925,10526.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,256109.0,11344.476471987087,False,False,False,False,27246.72327608113,False,False,False,False
2023-11-06 20:00:00+00:00,53.93,53.93,53.165,53.285,13532.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,242577.0,14929.476836762482,False,False,False,False,27034.09190745972,False,False,False,False
2023-11-07 16:00:00+00:00,52.62,52.8,52.1,52.66,14096.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,228481.0,18240.35316487469,False,False,False,False,26833.50133525104,False,False,False,False
2023-11-07 20:00:00+00:00,52.64,52.89,52.64,52.82,12024.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,240505.0,21686.31668169834,False,False,False,False,26603.896663386684,False,False,False,False
2023-11-08 16:00:00+00:00,51.82,52.17,51.53,51.55,23411.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,217094.0,24715.893167253405,False,False,False,False,26554.394389535726,False,False,False,False
2023-11-08 20:00:00+00:00,51.55,51.92,51.55,51.795,9733.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,226827.0,27849.398699544046,False,False,False,False,26293.597577294862,False,False,False,False
2023-11-09 16:00:00+00:00,52.77,52.87,51.87,52.01,28615.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,255442.0,31377.96616156662,False,False,False,False,26329.5883125306,False,False,False,False
2023-11-09 20:00:00+00:00,52.0,52.08,51.75,51.86,32623.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,222819.0,34346.04420557334,False,False,False,False,26427.16058675493,False,False,False,False
2023-11-10 16:00:00+00:00,52.2,52.83,52.13,52.695,9570.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,232389.0,37416.47762874274,False,False,False,False,26165.809259828497,False,False,False,False
2023-11-10 20:00:00+00:00,52.66,52.755,52.615,52.64,8924.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,223465.0,40300.950843800994,False,False,False,False,25898.494387583094,False,False,False,False
2023-11-13 16:00:00+00:00,52.44,52.85,52.415,52.485,11736.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,211729.0,42958.750055525015,False,False,False,False,25678.920831186453,False,False,False,False
2023-11-13 20:00:00+00:00,52.52,52.585,52.435,52.48,15319.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,196410.0,45337.83920195098,False,False,False,False,25518.30190357116,False,False,False,False
2023-11-14 16:00:00+00:00,54.625,55.34,54.61,55.155,21271.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,217681.0,48009.826191068016,False,False,False,False,25452.452261655326,False,False,False,False
2023-11-14 20:00:00+00:00,55.17,55.225,54.95,55.095,16183.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,201498.0,50389.48780050882,False,False,False,False,25308.739823490127,False,False,False,False
2023-11-15 16:00:00+00:00,56.135,56.29,55.53,55.85,38235.0,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,239733.0,53325.0461291831,False,False,False,False,25509.14695800966,False,False,False,False
