date,Open,High,Low,Close,Volume,aVWAP_OB_bull_543,aVWAP_OB_bear_860,aVWAP_OB_bear_755,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,31.09,31.13,30.97,31.06,4482.0,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4482.0,False,False,False,False
2024-12-16 16:00:00+00:00,31.06,31.085,30.935,31.0,3769.0,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3769.0,-58.434108527131784,False,False,False,False,4470.945736434108,False,False,False,False
2024-12-16 17:00:00+00:00,30.995,31.06,30.96,31.05,1537.0,,,,,"rgba(239, 83, 80, 0.5)",,,,16.12903225806481,-74.19354838709722,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2232.0,-92.13280451895919,False,False,False,False,4425.458205636679,False,False,False,False
2024-12-16 18:00:00+00:00,31.05,31.075,30.96,31.025,4925.0,,,,,"rgba(239, 83, 80, 0.5)",,,,23.430976603105005,-66.00889525075456,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7157.0,-201.66562925509936,False,False,False,False,4433.203039657816,False,False,False,False
2024-12-16 19:00:00+00:00,31.025,31.05,30.99,30.995,5330.0,,,,,"rgba(239, 83, 80, 0.5)",,,,25.457724539379356,-62.042293607519696,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12487.0,-392.13592957672574,False,False,False,False,4447.10686850033,False,False,False,False
2024-12-16 20:00:00+00:00,30.995,31.075,30.96,31.06,19986.0,,,,,"rgba(239, 83, 80, 0.5)",,,,35.10946717532697,-50.61421813683614,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7499.0,-269.7927368701098,False,False,False,False,4688.019940306526,False,False,False,False
2024-12-17 15:00:00+00:00,30.87,30.88,30.66,30.73,1265.0,,,,,"rgba(239, 83, 80, 0.5)",,,,29.416677344675207,-50.61421813683614,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6234.0,-168.958740949643,False,False,False,False,4634.949863712626,False,False,False,False
2024-12-17 16:00:00+00:00,30.735,30.84,30.73,30.835,3365.0,,,,,"rgba(239, 83, 80, 0.5)",,,,30.898018385919222,-50.35041930803802,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9599.0,-17.51752015972602,False,False,False,False,4615.260718538787,False,False,False,False
2024-12-17 17:00:00+00:00,30.84,30.865,30.79,30.845,2627.0,,,,,"rgba(239, 83, 80, 0.5)",,,,32.332497360118055,-46.22306597178652,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12226.0,172.30445689701392,False,False,False,False,4584.434970964542,False,False,False,False
2024-12-17 18:00:00+00:00,30.845,30.865,30.745,30.75,975.0,,,,,"rgba(239, 83, 80, 0.5)",,,,31.199336147687376,-44.60388118047038,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11251.0,344.0671784955098,False,False,False,False,4528.474738856565,False,False,False,False
