date,Open,High,Low,Close,Volume,aVWAP_peak_426,aVWAP_peak_398,aVWAP_peak_358,aVWAP_peak_313,aVWAP_peak_271,aVWAP_peak_242,aVWAP_peak_213,aVWAP_peak_212,aVWAP_peak_211,aVWAP_peak_183,aVWAP_peak_152,aVWAP_peak_139,aVWAP_peak_105,aVWAP_peak_60,aVWAP_peak_48,aVWAP_peak_25,aVWAP_valley_433,aVWAP_valley_422,aVWAP_valley_406,aVWAP_valley_368,aVWAP_valley_367,aVWAP_valley_346,aVWAP_valley_317,aVWAP_valley_290,aVWAP_valley_253,aVWAP_valley_231,aVWAP_valley_187,aVWAP_valley_156,aVWAP_valley_155,aVWAP_valley_144,aVWAP_valley_114,aVWAP_valley_113,aVWAP_valley_51,aVWAP_valley_14,aVWAP_valley_13,aVWAP_OB_bull_433,aVWAP_OB_bull_220,aVWAP_OB_bull_156,aVWAP_OB_bull_114,aVWAP_OB_bull_51,aVWAP_OB_bull_0,aVWAP_OB_bear_358,aVWAP_OB_bear_324,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,13.17,13.17,13.16,13.16,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.163333333333332,,,,,,#000000,,,,,,False,False,False,False,False,,,,1.0,13.16,13.17,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,300.0,False,False,False,False
2023-11-10 17:00:00+00:00,13.24,13.24,13.24,13.24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.163333333333332,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,295.3488372093023,False,False,False,False
2023-11-13 17:00:00+00:00,13.24,13.28,13.24,13.28,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19621212121212,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,140.0,2.1705426356589146,False,False,False,False,292.9403281052821,False,False,False,False
2023-11-14 17:00:00+00:00,13.45,13.45,13.41,13.42,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.229390402075227,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,214.0,5.45472026921459,False,False,False,False,289.5459044137274,False,False,False,False
2023-11-15 17:00:00+00:00,13.42,13.42,13.41,13.41,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.277098943323729,,,,,,#000000,,,,98.50009258687739,48.65008332818965,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34.0,5.897282745660876,False,False,False,False,287.8475182987859,False,False,False,False
2023-11-16 17:00:00+00:00,13.41,13.41,13.41,13.41,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.277098943323729,,,,,,#000000,,,,97.50015431146231,47.84013332510344,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34.0,6.332983788363808,False,False,False,False,283.38476607709924,False,False,False,False
2023-11-17 17:00:00+00:00,13.41,13.41,13.33,13.36,951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.328879432624115,,,,,,#000000,,,,89.7780552290579,40.998237484684296,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-917.0,-7.982256270370516,False,False,False,False,293.73538985884966,False,False,False,False
2023-11-20 17:00:00+00:00,13.42,13.43,13.39,13.39,543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.347356794637417,,,,,,#000000,,,,85.743353271903,37.88152850789041,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-374.0,-13.65694997160508,False,False,False,False,297.59995745793725,False,False,False,False
2023-11-21 17:00:00+00:00,13.39,13.39,13.32,13.325,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.347356794637417,,,,,,#000000,,,,76.8184630197687,30.351115778961073,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-374.0,-19.24366392553368,False,False,False,False,292.986004629132,False,False,False,False
2023-11-22 17:00:00+00:00,13.325,13.325,13.305,13.305,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.346826504577518,,,,,,#000000,,,,69.35607214603172,24.386123497081286,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-407.0,-25.255390066223082,False,False,False,False,288.9552138596881,False,False,False,False
