date,Open,High,Low,Close,Volume,aVWAP_peak_196,aVWAP_peak_150,aVWAP_peak_137,aVWAP_peak_136,aVWAP_peak_108,aVWAP_peak_97,aVWAP_peak_46,aVWAP_peak_19,aVWAP_valley_187,aVWAP_valley_159,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,91.54,91.64,91.375,91.375,23.0,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,91.375,91.68,91.375,91.485,465.0,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,91.485,91.485,91.34,91.36,40.0,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,91.36,91.36,91.36,91.36,18.0,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,91.36,91.37,91.315,91.315,28.0,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,91.315,91.4,91.295,91.3,51.0,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,91.35,91.36,91.225,91.225,146.0,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,91.225,91.26,91.225,91.23,41.0,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,91.19,91.24,91.19,91.24,105.0,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,91.24,91.24,91.24,91.24,0.0,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,91.24,91.665,91.24,91.625,500.0,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,91.61,91.63,91.54,91.61,964.0,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,91.595,91.61,91.58,91.58,235.0,,,,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,91.57,91.61,91.57,91.61,102.0,,,,,,,,,,,,,#000000
2025-07-09 14:40:00+00:00,91.63,91.63,91.505,91.555,563.0,,,,,,,,,,,,,#000000
2025-07-09 14:45:00+00:00,91.53,91.66,91.495,91.62,498.0,,,,,,,,,,,,,#000000
2025-07-09 14:50:00+00:00,91.66,91.71,91.535,91.535,150.0,,,,,,,,,,,,,#000000
2025-07-09 14:55:00+00:00,91.545,91.545,91.49,91.49,603.0,,,,,,,,,,,,,#000000
2025-07-09 15:00:00+00:00,91.55,91.7,91.55,91.7,102.0,,,,,,,,,,,,,#000000
2025-07-09 15:05:00+00:00,91.735,91.76,91.71,91.73,705.0,,,,,,,,91.73333333333333,,,91.73333333333333,,#000000
2025-07-09 15:10:00+00:00,91.73,91.73,91.64,91.665,335.0,,,,,,,,91.71561698717949,,,91.71561698717949,,#000000
2025-07-09 15:15:00+00:00,91.665,91.665,91.47,91.47,106.0,,,,,,,,91.69891070389762,,,91.69891070389762,,#000000
2025-07-09 15:20:00+00:00,91.47,91.52,91.47,91.48,249.0,,,,,,,,91.66162126642773,,,91.66162126642773,,#000000
2025-07-09 15:25:00+00:00,91.48,91.52,91.46,91.46,8.0,,,,,,,,91.66058564979807,,,91.66058564979807,,#000000
2025-07-09 15:30:00+00:00,91.5,91.53,91.43,91.445,483.0,,,,,,,,91.61135030045953,,,91.61135030045953,,#000000
2025-07-09 15:35:00+00:00,91.49,91.5,91.35,91.41,370.0,,,,,,,,91.57996749408984,,,91.57996749408984,,#000000
2025-07-09 15:40:00+00:00,91.48,91.525,91.475,91.525,228.0,,,,,,,,91.57339237788513,,,91.57339237788513,,#000000
2025-07-09 15:45:00+00:00,91.525,91.55,91.435,91.435,200.0,,,,,,,,91.56593641331347,,,91.56593641331347,,#000000
2025-07-09 15:50:00+00:00,91.435,91.52,91.435,91.495,104.0,,,,,,,,91.56285509325681,,,91.56285509325681,,#000000
2025-07-09 15:55:00+00:00,91.495,91.57,91.475,91.475,103.0,,,,,,,,91.56085322264498,,,91.56085322264498,,#000000
2025-07-09 16:00:00+00:00,91.475,91.485,91.475,91.475,159.0,,,,,,,,91.5565513661202,,,91.5565513661202,,#000000
2025-07-09 16:05:00+00:00,91.5,91.54,91.49,91.49,102.0,,,,,,,,91.55493707698814,,,91.55493707698814,,#000000
2025-07-09 16:10:00+00:00,91.49,91.49,91.39,91.45,52.0,,,,,,,,91.55312578027464,,,91.55312578027464,,#000000
2025-07-09 16:15:00+00:00,91.41,91.41,91.33,91.34,525.0,,,,,,,,91.52593590775005,,,91.52593590775005,,#000000
2025-07-09 16:20:00+00:00,91.31,91.31,91.075,91.075,109.0,,,,,,,,91.51535391697064,,,91.51535391697064,,#000000
2025-07-09 16:25:00+00:00,91.13,91.19,91.125,91.145,283.0,,,,,,,,91.49049300331633,,,91.49049300331633,,#000000
2025-07-09 16:30:00+00:00,91.12,91.24,91.12,91.205,42.0,,,,,,,,91.48744455120504,,,91.48744455120504,,#000000
2025-07-09 16:35:00+00:00,91.2,91.25,91.2,91.24,273.0,,,,,,,,91.47160091674178,,,91.47160091674178,,#000000
2025-07-09 16:40:00+00:00,91.205,91.205,91.115,91.115,180.0,,,,,,,,91.4588651790872,,,91.4588651790872,,#000000
2025-07-09 16:45:00+00:00,91.115,91.12,91.085,91.11,52.0,,,,,,,,91.45492323621819,,,91.45492323621819,,#000000
2025-07-09 16:50:00+00:00,91.11,91.18,91.1,91.175,507.0,,,,,,,,91.42521288244765,,,91.42521288244765,,#000000
2025-07-09 16:55:00+00:00,91.165,91.255,91.165,91.255,406.0,,,,,,,,91.41064803201336,,,91.41064803201336,,#000000
2025-07-09 17:00:00+00:00,91.275,91.31,91.16,91.31,396.0,,,,,,,,91.40066700128267,,,91.40066700128267,,#000000
2025-07-09 17:05:00+00:00,91.29,91.41,91.29,91.385,1667.0,,,,,,,,91.39216182626895,,,91.39216182626895,,#000000
2025-07-09 17:10:00+00:00,91.355,91.46,91.355,91.46,653.0,,,,,,,,91.39474629384112,,,91.39474629384112,,#000000
2025-07-09 17:15:00+00:00,91.47,91.51,91.44,91.495,824.0,,,,,,,,91.40259876475531,,,91.40259876475531,,#000000
2025-07-09 17:20:00+00:00,91.5,91.62,91.5,91.615,610.0,,,,,,,91.57833333333333,91.41361490768332,,,91.49597412050832,,#000000
2025-07-09 17:25:00+00:00,91.55,91.59,91.55,91.59,15.0,,,,,,,91.57829333333333,91.4138658594979,,,91.49607959641563,,#000000
2025-07-09 17:30:00+00:00,91.59,91.59,91.41,91.41,260.0,,,,,,,91.54647834274952,91.41532447198345,,,91.48090140736649,,#000000
2025-07-09 17:35:00+00:00,91.435,91.44,91.435,91.44,21.0,,,,,,,91.54397167034584,91.41537266048334,,,91.4796721654146,,#000000
2025-07-09 17:40:00+00:00,91.45,91.46,91.36,91.4,848.0,,,,,,,91.47758931965033,91.41469379310342,,,91.44614155637689,,#000000
2025-07-09 17:45:00+00:00,91.4,91.44,91.38,91.385,282.0,,,,,,,91.46707351015063,91.41436452451374,,,91.44071901733219,,#000000
2025-07-09 17:50:00+00:00,91.365,91.46,91.335,91.435,337.0,,,,,,,91.45896825396827,91.41423655820427,,,91.43660240608627,,#000000
2025-07-09 17:55:00+00:00,91.435,91.435,91.27,91.27,297.0,,,,,,,91.44406616729088,91.41198880502075,,,91.42802748615583,,#000000
2025-07-09 18:00:00+00:00,91.27,91.375,91.27,91.34,164.0,,,,,,,91.43736885438722,91.4108412100934,,,91.4241050322403,,#000000
2025-07-09 18:05:00+00:00,91.34,91.34,91.28,91.28,1.0,,,,,,,91.43732039976484,91.4108319393331,,,91.42407616954897,,#000000
2025-07-09 18:10:00+00:00,91.235,91.255,91.215,91.225,126.0,,,,,,,91.42856917707982,91.40896347183136,,,91.41876632445559,,#000000
2025-07-09 18:15:00+00:00,91.23,91.23,91.14,91.17,1156.0,,,,,,,91.35877418832484,91.38896938107467,,,91.37387178469976,,#000000
2025-07-09 18:20:00+00:00,91.155,91.155,91.02,91.02,114.0,,,,,,,91.35085874103837,91.38620331535849,,,91.36853102819842,,#000000
2025-07-09 18:25:00+00:00,91.01,91.01,90.94,90.95,957.0,,,,,,,91.279989077358,91.35814429147156,,,91.31906668441478,,#000000
2025-07-09 18:30:00+00:00,90.95,90.96,90.915,90.925,465.0,,,,,,,91.25147414352261,91.34477370154775,,,91.29812392253518,,#000000
2025-07-09 18:35:00+00:00,90.92,91.03,90.91,91.01,1025.0,,,,,,,91.21031746031746,91.3213243454227,,,91.26582090287008,,#000000
2025-07-09 18:40:00+00:00,91.01,91.015,90.935,91.015,809.0,,,,,,,91.1863311962958,91.30510386560694,,,91.24571753095137,,#000000
2025-07-09 18:45:00+00:00,91.025,91.22,91.025,91.11,104.0,,,,,,,91.18539959601281,91.30394157890538,,,91.2446705874591,,#000000
2025-07-09 18:50:00+00:00,91.12,91.155,91.105,91.135,107.0,,,,,,,91.18465272365117,91.30284559129556,,,91.24374915747336,,#000000
2025-07-09 18:55:00+00:00,91.15,91.15,91.01,91.12,150.0,,,,,,,91.18290732246007,91.30099357652189,,,91.24195044949099,,#000000
