date,Open,High,Low,Close,Volume,aVWAP_OB_bull_827,aVWAP_OB_bull_808,aVWAP_OB_bull_493,aVWAP_OB_bear_700,aVWAP_OB_bear_455,aVWAP_OB_bear_316,aVWAP_OB_bear_221,aVWAP_OB_bear_0,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,15.24,15.345,15.24,15.285,210.0,,,,,,,,15.290000000000001,,#000000,,,,,,False,False,False,False,False,,,,15.2925,15.2925,1,-1.0,15.345,15.24,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,210.0,False,False,False,False
2024-12-16 16:00:00+00:00,15.18,15.21,14.905,14.905,182.0,,,,,,,,15.158452380952381,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,15.057500000000001,15.057500000000001,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-182.0,-2.8217054263565893,False,False,False,False,209.56589147286823,False,False,False,False
2024-12-16 17:00:00+00:00,14.905,14.98,14.8,14.98,403.0,,,,,,,,15.037576519916145,,"rgba(239, 83, 80, 0.5)",,,,6.056527590847978,-59.08479138627197,False,False,False,True,True,,,,14.89,15.057500000000001,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,221.0,0.6483985337419624,False,False,False,False,212.56486989964546,False,False,False,False
2024-12-16 18:00:00+00:00,14.98,15.05,14.945,14.965,254.0,,,,,,,,15.02524944391484,,"rgba(239, 83, 80, 0.5)",,,,9.856337072849186,-55.05931009338608,False,False,False,True,True,,,,14.89,15.057500000000001,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-33.0,0.12671793631960637,False,False,False,False,213.2072750174804,False,False,False,False
2024-12-16 19:00:00+00:00,14.965,14.965,14.89,14.89,110.0,,,,,,,,15.014785734828877,,"rgba(239, 83, 80, 0.5)",,,,11.336657296744539,-52.98596604626466,False,False,False,True,True,,,,14.89,15.057500000000001,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-143.0,-2.092300946414031,False,False,False,False,211.60716222651172,False,False,False,False
2024-12-16 20:00:00+00:00,14.89,14.96,14.84,14.9,978.0,,,,,,,,14.96225393854313,,"rgba(239, 83, 80, 0.5)",,,,13.078443339770104,-50.4659184269566,False,False,False,True,True,,,,14.89,15.057500000000001,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,835.0,10.885874262057504,False,False,False,False,223.48922172687585,False,False,False,False
2024-12-17 15:00:00+00:00,13.6,13.78,13.56,13.715,16548.0,,,,,,,,13.831079297118901,,"rgba(239, 83, 80, 0.5)",,,,9.939588309425849,-50.4659184269566,False,False,False,True,True,,,,13.67,15.057500000000001,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15713.0,-232.89530208309068,False,False,False,False,476.5824120876995,False,False,False,False
2024-12-17 16:00:00+00:00,13.715,13.75,13.655,13.655,7988.0,,,,,,,,13.787830765193267,,"rgba(239, 83, 80, 0.5)",,,,7.795162673469941,-50.4659184269566,False,False,False,True,True,,,,13.67,15.057500000000001,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23701.0,-596.7418865469187,False,False,False,False,593.0384987219987,False,False,False,False
2024-12-17 17:00:00+00:00,13.65,13.74,13.61,13.68,14295.0,,,,,,,,13.749042179261863,,"rgba(239, 83, 80, 0.5)",,,,6.993558548324583,-50.4659184269566,False,False,False,True,True,,,,13.67,15.057500000000001,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9406.0,-733.319531716734,False,False,False,False,805.4720103697197,False,False,False,False
2024-12-17 18:00:00+00:00,13.685,13.75,13.635,13.75,5858.0,,,,,,,,13.744366448838965,,"rgba(239, 83, 80, 0.5)",,,,8.286389775311697,-50.4659184269566,False,False,False,True,True,,,,13.67,15.057500000000001,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3548.0,-776.9579885893428,False,False,False,False,883.8057776508093,False,False,False,False
