date,Close,High,Low,Open,Volume,aVWAP_peak_153,aVWAP_valley_171,aVWAP_valley_95,aVWAP_OB_bull_171,aVWAP_OB_bull_95,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,92.2074345621,92.4246180804,90.8174600444,91.060705585,3659098,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3659098.0,False,False,False,False
2022-01-07 00:00:00+00:00,97.4111516624,97.6326788511,92.4419927619,92.4419927619,7429313,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7429313,550319.4814814815,False,False,False,False,3938373.185185185,False,False,False,False
2022-01-14 00:00:00+00:00,101.9285688446,101.9372561853,96.5684796111,97.5240870919,5866512,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,13295825,1494431.001371742,False,False,False,False,4081198.2825788753,False,False,False,False
2022-01-21 00:00:00+00:00,99.7914830238,103.7355357175,99.1833691723,102.7538662144,10765682,,,,,,,,#000000,,,,94.39118235095727,44.69791456613929,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2530143,1571150.4086775389,False,False,False,False,4576345.22461007,False,False,False,False
2022-01-28 00:00:00+00:00,98.2382192652,99.5348621307,96.2470480039,98.0713895582,12730000,,,,,,,,#000000,,,,87.34003131011927,38.262422509233645,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-10199857,699223.9339606841,False,False,False,False,5180319.652416731,False,False,False,False
2022-02-04 00:00:00+00:00,100.8490271971,101.9091203507,98.0542361559,98.1330860599,6769543,,,,,,,,#000000,,,,83.97164988950453,35.53520099464582,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3430314,393332.2351487816,False,False,False,False,5298039.900385862,False,False,False,False
2022-02-11 00:00:00+00:00,100.4810609785,102.3646975737,100.0254837555,101.1293824113,6962157,,,,,,,,#000000,,,,80.95508506304348,33.15006212416587,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-10392471,-405616.152640017,False,False,False,False,5421307.833690613,False,False,False,False
2022-02-18 00:00:00+00:00,96.8276820939,100.7351328914,96.5911323819,100.2094668648,5798676,,,,,,,,#000000,,,,73.94878344734917,26.976056609047845,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-16191147,-1574914.7339259416,False,False,False,False,5449261.031195011,False,False,False,False
2022-02-25 00:00:00+00:00,96.8013987926,98.2645025665,92.3961422679,96.6787433864,7754430,,,,,,,,#000000,,,,68.91558656016586,22.808038235484545,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-23945577,-3232000.827709205,False,False,False,False,5620014.288143529,False,False,False,False
2022-03-04 00:00:00+00:00,95.2331618133,97.3621092209,93.9978466509,95.4784726257,8908497,,,,,,,,#000000,,,,63.67629670520223,18.4568547865277,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.057774393900829335,-0.057774393900829335,False,False,False,False,-32854074,-5426228.470101116,False,False,False,False,5863605.6001328975,False,False,False,False
2022-03-11 00:00:00+00:00,94.9528065991,96.2669716656,91.3607554176,94.8827177956,6543093,,,,,,,,#000000,,94.19351122743335,,59.65662218726766,15.262266465870908,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.20030132415811164,False,False,False,False,-39397167,-7942594.287130663,False,False,False,False,5913938.000123054,False,False,False,False
2022-03-18 00:00:00+00:00,98.8953017984,99.1668959121,94.435901673,95.425906023,5076400,,,,,,,,#000000,,95.63779485568836,,60.014780042230534,15.262266465870908,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.07222849990711429,-0.13626491203261296,False,False,False,False,-34320767,-9896533.006602466,False,False,False,False,5851898.148262087,False,False,False,False
2022-03-25 00:00:00+00:00,99.3158346196,100.3584055723,97.659986636,99.2369847157,3618126,,,,,,,,#000000,,97.78700141649824,,60.54974101574158,15.262266465870908,False,False,True,False,False,,,,-1.0,100.358406,97.65999,123.0,,,False,False,False,False,0.11904251867842051,-0.008611196677096221,False,False,False,False,-30702641,-11437726.19129858,False,False,False,False,5686433.544687117,False,False,False,False
