date,Open,High,Low,Close,Volume,aVWAP_OB_bull_825,aVWAP_OB_bull_722,aVWAP_OB_bull_568,aVWAP_OB_bull_526,aVWAP_OB_bull_491,aVWAP_OB_bear_818,aVWAP_OB_bear_256,aVWAP_OB_bear_183,aVWAP_OB_bear_4,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,152.565,153.74,152.285,152.82,3328.0,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,153.0125,153.0125,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3328.0,False,False,False,False
2024-12-16 16:00:00+00:00,152.83,153.045,152.6,152.9,2148.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,152.8225,153.0125,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2148.0,33.30232558139535,False,False,False,False,3309.705426356589,False,False,False,False
2024-12-16 17:00:00+00:00,153.02,153.34,152.88,153.325,666.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,153.11,153.11,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2814.0,76.41391743284657,False,False,False,False,3268.7177453278046,False,False,False,False
2024-12-16 18:00:00+00:00,153.4,153.44,153.055,153.4,1131.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,153.2475,153.2475,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3945.0,136.39199623233733,False,False,False,False,3235.5748345475286,False,False,False,False
2024-12-16 19:00:00+00:00,153.4,153.49,152.72,153.125,2762.0,,,,,,,,,153.11166666666668,,"rgba(38, 166, 154, 0.5)",,,,87.50549234810738,38.75494311329665,False,False,True,False,False,,,,153.10500000000002,153.2475,-1,-1.0,153.49,152.72,0.0,0,,,False,False,False,False,,,False,False,False,False,1183.0,152.61847691090574,False,False,False,False,3228.2325890506672,False,False,False,False
2024-12-16 20:00:00+00:00,153.125,153.125,152.25,152.35,3894.0,,,,,,,,,152.79769731570514,,"rgba(38, 166, 154, 0.5)",,,,67.85940587488622,21.823135746511156,False,False,True,False,False,,,,152.6875,153.2475,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2711.0,108.22129122236456,False,False,False,False,3238.5545644142226,False,False,False,False
2024-12-17 15:00:00+00:00,151.05,151.05,149.57,149.99,7470.0,,,,,,,,,151.42576619944313,,"rgba(239, 83, 80, 0.5)",,,,48.56869200547543,6.040082697295276,False,False,False,True,False,,,,150.31,150.31,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10181.0,-51.30151949426126,False,False,False,False,3304.158369617103,False,False,False,False
2024-12-17 16:00:00+00:00,149.88,150.3,149.76,150.13,6865.0,,,,,,,,,150.98018944627063,,"rgba(239, 83, 80, 0.5)",,,,36.956389474223414,-2.464942283579589,False,False,False,True,False,,,,150.03,150.31,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3316.0,-101.91699981217968,False,False,False,False,3359.3652165997833,False,False,False,False
2024-12-17 17:00:00+00:00,150.13,150.55,149.745,150.405,10734.0,,,,,,,,,150.72749429997373,,"rgba(239, 83, 80, 0.5)",,,,31.63579885304975,-5.687962940082386,False,False,False,True,False,,,,150.1475,150.31,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7418.0,14.67086065002465,False,False,False,False,3473.700639598236,False,False,False,False
2024-12-17 18:00:00+00:00,150.38,150.47,149.93,149.98,1876.0,,,,,,,,,150.69394908881682,,"rgba(239, 83, 80, 0.5)",,,,27.195177056992243,-8.8491273074195,False,False,False,True,False,,,,150.1475,150.31,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5542.0,100.36588606630335,False,False,False,False,3448.9300870463258,False,False,False,False
2024-12-17 19:00:00+00:00,149.98,150.06,149.59,149.95,10116.0,,,,,,,,,150.5025180898354,,"rgba(239, 83, 80, 0.5)",,,,24.173484962970104,-11.308025263081909,False,False,False,True,False,,,,149.825,150.31,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4574.0,27.895097135042818,False,False,False,False,3552.2955120533593,False,False,False,False
2024-12-17 20:00:00+00:00,150.0,150.12,149.415,150.0,10726.0,,,,,,,,,150.3729782218712,,"rgba(239, 83, 80, 0.5)",,,,22.66315932282072,-12.88786968162404,False,False,False,True,False,,,,149.825,150.31,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6152.0,122.84245997015843,False,False,False,False,3663.5157366726867,False,False,False,False
