date,Open,High,Low,Close,Volume,aVWAP_peak_841,aVWAP_peak_815,aVWAP_valley_870,aVWAP_valley_858,aVWAP_valley_838,aVWAP_valley_786,aVWAP_valley_761,aVWAP_valley_737,aVWAP_valley_696,aVWAP_valley_666,aVWAP_valley_630,aVWAP_valley_611,aVWAP_valley_588,aVWAP_valley_525,aVWAP_valley_504,aVWAP_valley_473,aVWAP_valley_456,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,233.275,233.3,228.625,228.91,6996.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,6996.0,False,False,False,False
2024-12-19 16:00:00+00:00,228.91,229.32,226.4,228.04,8742.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-8742.0,-135.53488372093022,False,False,False,False,7023.069767441861,False,False,False,False
2024-12-19 17:00:00+00:00,228.03,228.03,224.19,226.05,2944.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-11686.0,-314.61186226789255,False,False,False,False,6959.828375698576,False,False,False,False
2024-12-19 18:00:00+00:00,225.68,226.28,224.465,226.21,1205.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-10481.0,-472.2302830079252,False,False,False,False,6870.606230338907,False,False,False,False
2024-12-19 19:00:00+00:00,226.25,226.28,224.93,225.14,3714.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-14195.0,-684.9864026512132,False,False,False,False,6821.666598860784,False,False,False,False
2024-12-19 20:00:00+00:00,225.33,225.96,222.51,222.68,8721.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-22916.0,-1029.6532801294888,False,False,False,False,6851.11362833581,False,False,False,False
2024-12-20 15:00:00+00:00,221.0,225.125,220.7,223.705,9571.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-13345.0,-1220.5888881894966,False,False,False,False,6893.2824092918445,False,False,False,False
2024-12-20 16:00:00+00:00,223.705,226.195,223.705,224.82,5162.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-8183.0,-1328.53324651214,False,False,False,False,6866.440821550886,False,False,False,False
2024-12-20 17:00:00+00:00,224.72,226.235,224.54,225.21,3384.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-4799.0,-1382.338932612727,False,False,False,False,6812.449490984205,False,False,False,False
2024-12-20 18:00:00+00:00,225.05,225.05,223.55,224.36,840.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5639.0,-1448.3336778435373,False,False,False,False,6719.8533748449145,False,False,False,False
