date,Close,High,Low,Open,Volume,aVWAP_peak_163,aVWAP_valley_171,aVWAP_valley_136,aVWAP_valley_125,aVWAP_valley_111,aVWAP_valley_100,aVWAP_valley_74,aVWAP_valley_39,Peaks_avg,Valleys_avg,color
2021-12-31 00:00:00+00:00,25.24,25.72,24.7,25.31,993354,,,,,,,,,,,#000000
2022-01-07 00:00:00+00:00,25.5,26.45,24.52,25.33,1171092,,,,,,,,,,,#000000
2022-01-14 00:00:00+00:00,26.4,26.995,24.6801,25.24,1051157,,,,,,,,,,,#000000
2022-01-21 00:00:00+00:00,24.55,26.62,24.17,26.32,1252260,,,,,,,,,,,#000000
2022-01-28 00:00:00+00:00,23.89,25.245,23.08,23.94,1341816,,,,,,,,,,,#000000
2022-02-04 00:00:00+00:00,24.9,26.11,23.83,23.83,1355499,,,,,,,,,,,#000000
2022-02-11 00:00:00+00:00,24.8,26.32,24.44,24.99,1337086,,,,,,,,,,,#000000
2022-02-18 00:00:00+00:00,25.44,26.76,24.6,24.73,1864466,,,,,,,,,,,#000000
2022-02-25 00:00:00+00:00,26.15,26.23,23.56,25.25,1631754,,,,,,,,,,,#000000
2022-03-04 00:00:00+00:00,26.5,27.97,25.835,25.89,1855799,,,,,,,,,,,#000000
2022-03-11 00:00:00+00:00,24.26,26.8,22.6,26.52,2827250,,,,,,,,,,,#000000
2022-03-18 00:00:00+00:00,25.62,25.7513,23.21,24.41,1492290,,,,,,,,,,,#000000
2022-03-25 00:00:00+00:00,25.46,26.29,25.0729,25.45,1228660,,,,,,,,,,,#000000
2022-04-01 00:00:00+00:00,26.21,26.69,25.02,25.39,1862998,,,,,,,,,,,#000000
2022-04-08 00:00:00+00:00,25.93,27.95,25.38,26.23,1483458,,,,,,,,,,,#000000
2022-04-15 00:00:00+00:00,26.63,26.93,25.03,25.75,618199,,,,,,,,,,,#000000
2022-04-22 00:00:00+00:00,25.7,27.84,25.66,26.35,890500,,,,,,,,,,,#000000
2022-04-29 00:00:00+00:00,23.78,26.65,23.64,25.44,3003078,,,,,,,,,,,#000000
2022-05-06 00:00:00+00:00,23.81,24.94,23.33,23.71,1389064,,,,,,,,,,,#000000
2022-05-13 00:00:00+00:00,23.31,23.4272,20.96,23.24,2221835,,,,,,,,,,,#000000
2022-05-20 00:00:00+00:00,23.13,23.83,22.49,23.3,1743685,,,,,,,,,,,#000000
2022-05-27 00:00:00+00:00,24.95,25.03,22.69,23.38,1104453,,,,,,,,,,,#000000
2022-06-03 00:00:00+00:00,26.93,27.91,24.59,24.87,1918753,,,,,,,,,,,#000000
2022-06-10 00:00:00+00:00,24.43,27.77,24.34,27.71,1353555,,,,,,,,,,,#000000
2022-06-17 00:00:00+00:00,22.8,24.61,22.29,23.43,1549536,,,,,,,,,,,#000000
2022-06-24 00:00:00+00:00,24.95,24.9916,22.82,23.44,969527,,,,,,,,,,,#000000
2022-07-01 00:00:00+00:00,24.8,25.43,23.48,25.08,986833,,,,,,,,,,,#000000
2022-07-08 00:00:00+00:00,24.69,25.12,23.9025,24.29,698498,,,,,,,,,,,#000000
2022-07-15 00:00:00+00:00,24.04,24.75,23.02,24.43,766899,,,,,,,,,,,#000000
2022-07-22 00:00:00+00:00,25.63,26.22,24.41,24.41,863455,,,,,,,,,,,#000000
2022-07-29 00:00:00+00:00,26.48,26.52,25.09,25.8,930473,,,,,,,,,,,#000000
2022-08-05 00:00:00+00:00,26.74,27.07,25.88,26.35,840648,,,,,,,,,,,#000000
2022-08-12 00:00:00+00:00,21.58,26.91,20.01,26.72,3168453,,,,,,,,,,,#000000
2022-08-19 00:00:00+00:00,20.11,21.49,19.85,21.32,1783580,,,,,,,,,,,#000000
2022-08-26 00:00:00+00:00,19.2,20.63,19.16,19.88,1666756,,,,,,,,,,,#000000
2022-09-02 00:00:00+00:00,17.75,19.26,17.41,18.93,2081406,,,,,,,,,,,#000000
2022-09-09 00:00:00+00:00,18.84,19.01,17.39,17.84,1983838,,,,,,,,,,,#000000
2022-09-16 00:00:00+00:00,17.47,19.08,17.22,18.99,2108325,,,,,,,,,,,#000000
2022-09-23 00:00:00+00:00,15.56,17.71,15.445,17.25,1561411,,,,,,,,,,,#000000
2022-09-30 00:00:00+00:00,15.33,16.29,15.23,15.5,2125735,,,,,,,,15.616666666666667,,15.616666666666667,#000000
2022-10-07 00:00:00+00:00,16.37,17.035,15.24,15.59,2174245,,,,,,,,15.919208366473022,,15.919208366473022,#000000
2022-10-14 00:00:00+00:00,16.37,17.11,15.77,16.53,2101713,,,,,,,,16.082526816213566,,16.082526816213566,#000000
2022-10-21 00:00:00+00:00,17.64,17.685,16.62,16.67,1920293,,,,,,,,16.366919222967528,,16.366919222967528,#000000
2022-10-28 00:00:00+00:00,19.09,19.19,17.41,17.65,2151886,,,,,,,,16.818178582858373,,16.818178582858373,#000000
2022-11-04 00:00:00+00:00,18.04,19.43,17.37,18.92,1463765,,,,,,,,16.997423690299847,,16.997423690299847,#000000
2022-11-11 00:00:00+00:00,21.76,21.97,17.63,18.07,2533303,,,,,,,,17.602420066929536,,17.602420066929536,#000000
2022-11-18 00:00:00+00:00,21.25,22.68,20.93,21.46,1839600,,,,,,,,18.05554669822908,,18.05554669822908,#000000
2022-11-25 00:00:00+00:00,21.72,21.88,20.83,21.04,894137,,,,,,,,18.23334427880667,,18.23334427880667,#000000
2022-12-02 00:00:00+00:00,20.96,21.81,20.87,21.48,1239050,,,,,,,,18.43354001137261,,18.43354001137261,#000000
2022-12-09 00:00:00+00:00,20.37,21.17,20.3,20.81,1061263,,,,,,,,18.552142174216275,,18.552142174216275,#000000
2022-12-16 00:00:00+00:00,19.41,21.69,19.38,21.15,1459889,,,,,,,,18.66410532713624,,18.66410532713624,#000000
2022-12-23 00:00:00+00:00,19.1,19.79,18.75,19.49,1193722,,,,,,,,18.69369318577468,,18.69369318577468,#000000
2022-12-30 00:00:00+00:00,19.34,19.64,18.735,19.1,696308,,,,,,,,18.71028643897321,,18.71028643897321,#000000
2023-01-06 00:00:00+00:00,19.94,20.0,19.23,19.54,663312,,,,,,,,18.738858589970167,,18.738858589970167,#000000
2023-01-13 00:00:00+00:00,21.11,21.645,19.985,20.19,1119348,,,,,,,,18.837650559057458,,18.837650559057458,#000000
2023-01-20 00:00:00+00:00,21.24,21.85,20.8,21.22,812242,,,,,,,,18.916131148216913,,18.916131148216913,#000000
2023-01-27 00:00:00+00:00,22.34,22.49,21.18,21.32,762160,,,,,,,,19.005897080637954,,19.005897080637954,#000000
2023-02-03 00:00:00+00:00,22.61,23.29,21.95,22.11,1152804,,,,,,,,19.158009042890605,,19.158009042890605,#000000
2023-02-10 00:00:00+00:00,22.06,23.04,21.79,22.41,757124,,,,,,,,19.242510911514195,,19.242510911514195,#000000
2023-02-17 00:00:00+00:00,23.33,24.12,21.79,22.16,1998054,,,,,,,,19.497076727842174,,19.497076727842174,#000000
2023-02-24 00:00:00+00:00,22.48,23.25,22.14,23.13,806294,,,,,,,,19.578582962448262,,19.578582962448262,#000000
2023-03-03 00:00:00+00:00,23.1,23.12,22.38,22.69,672609,,,,,,,,19.648572670057,,19.648572670057,#000000
2023-03-10 00:00:00+00:00,21.56,23.18,21.36,23.18,599116,,,,,,,,19.692946529054684,,19.692946529054684,#000000
2023-03-17 00:00:00+00:00,20.58,21.9576,20.3,21.2,847631,,,,,,,,19.72508435837994,,19.72508435837994,#000000
2023-03-24 00:00:00+00:00,21.1,21.71,20.49,20.58,835326,,,,,,,,19.758982566520928,,19.758982566520928,#000000
2023-03-31 00:00:00+00:00,22.63,22.67,21.135,21.19,907589,,,,,,,,19.821230782338393,,19.821230782338393,#000000
2023-04-07 00:00:00+00:00,23.3,23.72,22.61,22.65,943677,,,,,,,,19.910727203395517,,19.910727203395517,#000000
2023-04-14 00:00:00+00:00,23.54,24.32,23.14,23.14,673210,,,,,,,,19.980182164988957,,19.980182164988957,#000000
2023-04-21 00:00:00+00:00,23.08,24.13,22.93,23.5,698110,,,,,,,,20.044150412439354,,20.044150412439354,#000000
2023-04-28 00:00:00+00:00,22.52,23.14,22.25,23.12,531294,,,,,,,,20.080749198705906,,20.080749198705906,#000000
2023-05-05 00:00:00+00:00,22.09,22.89,21.46,22.42,898628,,,,,,,,20.128927908598786,,20.128927908598786,#000000
2023-05-12 00:00:00+00:00,21.5,22.29,21.335,22.15,633784,,,,,,,,20.154485041889146,,20.154485041889146,#000000
2023-05-19 00:00:00+00:00,22.3,22.47,21.5,21.5,660580,,,,,,,,20.18658730309681,,20.18658730309681,#000000
2023-05-26 00:00:00+00:00,22.05,22.61,21.31,22.3,543431,,,,,,,,20.210862766508253,,20.210862766508253,#000000
2023-06-02 00:00:00+00:00,21.44,22.85,20.19,22.12,2340441,,,,,,,21.493333333333336,20.281137388995894,,20.887235361164613,#000000
2023-06-09 00:00:00+00:00,20.84,21.83,20.83,21.45,1946403,,,,,,,21.345013268502424,20.319732801002587,,20.832373034752507,#000000
2023-06-16 00:00:00+00:00,21.53,21.86,20.63,20.96,956944,,,,,,,21.344098392230958,20.341136684514584,,20.84261753837277,#000000
2023-06-23 00:00:00+00:00,21.24,22.25,21.06,21.42,827581,,,,,,,21.36762096599081,20.362083966906443,,20.864852466448625,#000000
2023-06-30 00:00:00+00:00,22.38,22.47,21.17,21.24,1330247,,,,,,,21.482472726226273,20.407877786914995,,20.945175256570636,#000000
2023-07-07 00:00:00+00:00,21.73,22.56,21.5,22.34,441208,,,,,,,21.507648939973663,20.42180676433583,,20.964727852154745,#000000
2023-07-14 00:00:00+00:00,22.0,22.47,21.46,21.77,444261,,,,,,,21.532792435458305,20.43600297287032,,20.984397704164312,#000000
2023-07-21 00:00:00+00:00,21.88,22.38,21.55,22.0,558678,,,,,,,21.55830020089844,20.453037490949345,,21.005668845923893,#000000
2023-07-28 00:00:00+00:00,22.24,22.51,21.765,21.93,720240,,,,,,,21.604481564557314,20.477825116405953,,21.041153340481635,#000000
2023-08-04 00:00:00+00:00,22.27,22.96,21.92,22.4,1239050,,,,,,,21.69379498894329,20.5239601564188,,21.108877572681045,#000000
2023-08-11 00:00:00+00:00,23.52,24.28,21.81,22.29,1460022,,,,,,,21.873488891561337,20.59828041191289,,21.235884651737113,"rgba(38, 166, 154, 0.5)"
2023-08-18 00:00:00+00:00,23.69,24.32,22.64,23.45,1556843,,,,,,,22.062324086763258,20.68307644201404,,21.372700264388648,"rgba(38, 166, 154, 0.5)"
2023-08-25 00:00:00+00:00,23.36,23.73,23.042,23.69,646453,,,,,,,22.12107926192935,20.71483652696878,,21.417957894449067,"rgba(38, 166, 154, 0.5)"
