date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_24,aVWAP_OB_bull_37,aVWAP_OB_bear_152,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,107.4019896081,107.9843246322,104.2670860618,104.2670860618,136173,,,,#000000,-1.0,96.11835,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,136173.0,False,False,False,False
2022-01-07 00:00:00+00:00,107.1399388472,108.5957764074,102.6462535781,107.3243449382,306274,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-306274,-22686.962962962964,False,False,False,False,148773.07407407407,False,False,False,False
2022-01-14 00:00:00+00:00,105.1308830142,106.5236342801,103.0927104299,106.2082028087,153525,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-459799,-55065.632373113855,False,False,False,False,149125.06858710563,False,False,False,False
2022-01-21 00:00:00+00:00,99.2492992709,104.8008931672,98.8707815053,104.3738474829,153733,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-613532,-96433.5114565869,False,False,False,False,149466.39683991263,False,False,False,False
2022-01-28 00:00:00+00:00,95.8426393801,100.7051368311,93.1153703506,98.0263957204,270645,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-884177,-154784.8809783212,False,False,False,False,158442.5896665858,False,False,False,False
2022-02-04 00:00:00+00:00,95.9494008011,97.1820099354,90.8442637567,95.1438373512,346675,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,94.65855816439999,,0.0,0.0,0.0,0.0,0.2978219574049571,-49.718465180890625,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-537502,-183134.29720214923,False,False,False,False,172385.73117276462,False,False,False,False
2022-02-11 00:00:00+00:00,101.8411248312,104.8485475833,96.3230657749,96.7258474999,354779,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,97.86805844100361,,0.0,0.0,0.0,0.0,11.29172878685044,-39.33800298490213,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-182723,-183103.83074273076,False,False,False,False,185896.34367848575,False,False,False,False
2022-02-18 00:00:00+00:00,102.7849090205,105.1005856909,101.1697731915,101.5881517496,400126,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,101.37862181872396,,0.0,0.0,0.0,0.0,20.21899722029589,-31.358773532467602,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,217403,-153436.65809512106,False,False,False,False,201765.207109709,False,False,False,False
2022-02-25 00:00:00+00:00,103.5049093298,104.3513961799,99.827069912,102.512476471,203827,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,101.52179366468607,,0.0,0.0,0.0,0.0,27.380517486312595,-25.29008858282324,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,421230,-110868.75749548248,False,False,False,False,201917.93250898982,False,False,False,False
2022-03-04 00:00:00+00:00,104.3708556477,104.7989639397,99.5546373625,103.0378821021,212192,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,101.71828304979516,,0.0,0.0,0.0,0.0,33.40307774049133,-20.391860911812238,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,633422,-55736.10879211342,False,False,False,False,202678.97454536095,False,False,False,False
2022-03-11 00:00:00+00:00,101.7340977582,105.0130180858,101.4907571132,105.0130180858,122474,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,101.79140963705822,,0.0,0.0,0.0,0.0,35.500923032422975,-19.21026275182865,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,510948,-13759.508140845755,False,False,False,False,196737.86531977865,False,False,False,False
2022-03-18 00:00:00+00:00,104.4778827207,104.5070719225,101.0432866507,102.298422325,180752,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,101.96046735027767,,0.0,0.0,0.0,0.0,39.551153718360354,-16.009418489047277,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,691700,38496.75172143911,False,False,False,False,195553.72714794317,False,False,False,False
