date,Open,High,Low,Close,Volume,aVWAP_peak_816,aVWAP_valley_882,aVWAP_valley_853,aVWAP_valley_829,aVWAP_valley_779,aVWAP_valley_778,aVWAP_valley_760,aVWAP_valley_725,aVWAP_valley_698,aVWAP_valley_666,aVWAP_valley_635,aVWAP_valley_598,aVWAP_valley_564,aVWAP_valley_526,aVWAP_valley_509,aVWAP_valley_473,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,120.97,121.285,119.47,120.295,211668.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,211668.0,False,False,False,False
2024-12-19 16:00:00+00:00,120.345,121.685,119.76,121.125,124944.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,124944.0,1937.1162790697674,False,False,False,False,210323.4418604651,False,False,False,False
2024-12-19 17:00:00+00:00,121.125,121.21,119.305,119.805,146904.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-21960.0,1566.6183522624842,False,False,False,False,209340.1946998377,False,False,False,False
2024-12-19 18:00:00+00:00,119.805,120.095,119.05,120.065,140287.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,118327.0,3376.8568274212053,False,False,False,False,208269.60253394875,False,False,False,False
2024-12-19 19:00:00+00:00,120.065,120.065,118.81,119.23,88200.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,30127.0,3791.5877293216518,False,False,False,False,206408.05830861622,False,False,False,False
2024-12-19 20:00:00+00:00,119.24,119.645,118.45,118.935,143480.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-113353.0,1975.3925707275178,False,False,False,False,205432.42949762993,False,False,False,False
2024-12-20 15:00:00+00:00,118.78,121.23,118.395,120.74,136610.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,23257.0,2305.3399727317424,False,False,False,False,204365.41508681394,False,False,False,False
2024-12-20 16:00:00+00:00,120.755,121.86,120.625,121.135,102885.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,126142.0,4225.28819020877,False,False,False,False,202792.07531802612,False,False,False,False
2024-12-20 17:00:00+00:00,121.125,121.41,120.425,120.83,74810.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,51332.0,4955.624807414835,False,False,False,False,200807.8570960412,False,False,False,False
2024-12-20 18:00:00+00:00,120.83,120.975,119.68,120.185,110300.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-58968.0,3964.560856912279,False,False,False,False,199404.63450540492,False,False,False,False
