date,Close,High,Low,Open,Volume,aVWAP_OB_bull_298,aVWAP_OB_bear_843,aVWAP_OB_bear_769,aVWAP_OB_bear_509,aVWAP_OB_bear_312,aVWAP_OB_bear_59,Peaks_Valleys_avg
2022-01-03 00:00:00+00:00,35.09,35.84,34.05,34.96,821198,,,,,,,
2022-01-04 00:00:00+00:00,32.99,35.265,31.65,34.97,1911538,,,,,,,
2022-01-05 00:00:00+00:00,31.13,33.3599,31.0,32.39,1355229,,,,,,,
2022-01-06 00:00:00+00:00,31.64,32.68,30.34,30.71,1320268,,,,,,,
2022-01-07 00:00:00+00:00,31.91,33.16,30.78,31.31,1606607,,,,,,,
2022-01-10 00:00:00+00:00,32.16,32.2,29.81,30.74,1476559,,,,,,,
2022-01-11 00:00:00+00:00,33.24,33.82,32.0154,32.22,938620,,,,,,,
2022-01-12 00:00:00+00:00,32.37,34.75,32.02,34.07,931466,,,,,,,
2022-01-13 00:00:00+00:00,30.64,32.51,30.245,32.49,1068814,,,,,,,
2022-01-14 00:00:00+00:00,31.0,31.57,29.98,30.45,1065560,,,,,,,
2022-01-18 00:00:00+00:00,29.71,31.36,29.3,30.07,1103070,,,,,,,
2022-01-19 00:00:00+00:00,29.51,31.07,29.0,29.75,1571526,,,,,,,
2022-01-20 00:00:00+00:00,29.99,32.21,29.9,30.23,1580194,,,,,,,
2022-01-21 00:00:00+00:00,30.12,31.62,29.69,30.0,2584972,,,,,,,
2022-01-24 00:00:00+00:00,32.57,32.8,28.76,29.37,3155738,,,,,,,31.376666666666665
2022-01-25 00:00:00+00:00,30.76,31.97,29.8,31.855,2007422,,,,,,,31.16930817561338
2022-01-26 00:00:00+00:00,30.02,32.44,29.74,32.09,1894425,,,,,,,31.052282076659367
2022-01-27 00:00:00+00:00,30.31,31.585,29.82,30.53,1624932,,,,,,,30.962334961163908
2022-01-28 00:00:00+00:00,32.15,32.71,29.61,30.56,1853079,,,,,,,31.055144613555793
2022-01-31 00:00:00+00:00,33.02,33.51,31.8839,32.33,2357729,,,,,,,31.37506366390102
2022-02-01 00:00:00+00:00,33.26,33.62,31.93,33.62,1484454,,,,,,,31.536293560665147
2022-02-02 00:00:00+00:00,32.01,33.98,31.44,33.65,1335594,,,,,,,31.616222718977433
2022-02-03 00:00:00+00:00,30.95,31.98,30.5,30.87,1342127,,,,,,,31.579010229605302
2022-02-04 00:00:00+00:00,31.75,32.4,30.19,31.22,1410817,,,,,,,31.568899250332365
2022-02-07 00:00:00+00:00,32.46,34.1,31.65,31.65,995935,,,,,,,31.628657003021363
2022-02-08 00:00:00+00:00,33.37,33.51,31.82,31.82,917635,,,,,,,31.685901129597358
2022-02-09 00:00:00+00:00,33.79,34.24,33.27,33.51,1122696,,,,,,,31.794542363322886
2022-02-10 00:00:00+00:00,33.77,35.07,32.3,32.69,1412581,,,,,,,31.91282419919403
2022-02-11 00:00:00+00:00,33.65,35.42,33.28,34.06,1306785,,,,,,,32.03172248763714
2022-02-14 00:00:00+00:00,34.0,35.22,33.02,33.4,1016528,,,,,,,32.11422078747857
2022-02-15 00:00:00+00:00,35.5,35.61,34.13,34.52,926075,,,,,,,33.64959617649291
2022-02-16 00:00:00+00:00,34.79,35.28,34.18,35.03,824308,,,,,,,33.61054134501627
2022-02-17 00:00:00+00:00,33.97,34.6,33.5,34.32,1116926,,,,,,,33.46931630518088
2022-02-18 00:00:00+00:00,31.75,34.58,31.7,33.99,1643313,,,,,,,33.132390104864186
2022-02-22 00:00:00+00:00,31.48,32.7,31.19,31.2,892994,,,,,,,32.95086097404355
2022-02-23 00:00:00+00:00,30.42,32.3,30.38,31.77,933154,,,,,,,32.74686229860275
2022-02-24 00:00:00+00:00,32.91,33.22,28.76,29.24,1444714,,,,,,,32.588868100249
2022-02-25 00:00:00+00:00,32.88,33.17,31.58,32.96,1034964,,,,,,,32.572731964953746
2022-02-28 00:00:00+00:00,33.82,34.07,32.0,33.19,1227028,,,,,,,32.617747568626456
2022-03-01 00:00:00+00:00,33.01,34.51,32.65,33.73,947821,,,,,,,32.65272479913297
2022-03-02 00:00:00+00:00,33.29,33.66,31.68,33.66,696182,,,,,,,32.65564660565474
2022-03-03 00:00:00+00:00,31.44,33.95,31.18,33.95,974034,,,,,,,32.62455229029181
2022-03-04 00:00:00+00:00,29.66,32.31,29.21,31.47,1278866,,,,,,,32.478265698170624
2022-03-07 00:00:00+00:00,28.19,30.06,27.84,29.71,1570913,,,,,,,32.2084586439793
2022-03-08 00:00:00+00:00,28.33,29.5,27.3,28.2,1409086,,,,,,,31.983818445166303
2022-03-09 00:00:00+00:00,30.08,30.7,28.84,29.09,1098426,,,,,,,31.893685929392028
2022-03-10 00:00:00+00:00,29.48,30.01,28.75,29.31,614850,,,,,,,31.836245693763097
2022-03-11 00:00:00+00:00,26.59,29.9,26.53,29.88,1332937,,,,,,,31.638008030076072
2022-03-14 00:00:00+00:00,24.32,26.32,24.03,26.06,2032970,,,,,,,31.185564358392725
2022-03-15 00:00:00+00:00,24.79,25.63,24.02,24.39,1718774,,,,,,,28.83720727177196
2022-03-16 00:00:00+00:00,26.85,27.64,25.13,25.13,3492004,,,,,,,28.95199014645956
2022-03-17 00:00:00+00:00,32.45,32.47,29.04,30.92,6438072,,,,,,,30.039910010449542
2022-03-18 00:00:00+00:00,34.92,35.23,32.46,32.7,3130504,,,,,,,30.58025417556003
2022-03-21 00:00:00+00:00,35.05,35.75,34.2254,34.45,1903980,,,,,,,30.880747502155256
2022-03-22 00:00:00+00:00,36.53,37.04,34.771,34.84,1757532,,,,,,,31.17638920570509
2022-03-23 00:00:00+00:00,36.16,37.25,35.0,35.91,1169548,,,,,,,31.35167223507948
2022-03-24 00:00:00+00:00,36.5,36.87,35.14,36.57,903583,,,,,,,31.477734029406914
2022-03-25 00:00:00+00:00,35.53,36.79,34.8,36.79,1016419,,,,,,,31.596956092609968
2022-03-28 00:00:00+00:00,36.48,36.6,35.37,35.37,963189,,,,,,,31.714150532191642
2022-03-29 00:00:00+00:00,37.89,38.75,36.99,37.01,1741289,,,,,,37.87666666666667,33.4583246184063
2022-03-30 00:00:00+00:00,35.33,37.68,35.33,37.49,1338807,,,,,,37.11020905950118,33.36563102275972
2022-03-31 00:00:00+00:00,34.19,35.84,34.16,35.47,1195137,,,,,,36.44482405832228,33.25198019550703
2022-04-01 00:00:00+00:00,34.22,35.31,33.71,34.35,1566945,,,,,,35.899952910255955,33.17154187905484
2022-04-04 00:00:00+00:00,36.6,36.93,34.59,34.59,908527,,,,,,35.91880080278035,33.23133353182205
2022-04-05 00:00:00+00:00,34.93,36.6,34.45,36.39,832885,,,,,,35.85376832608303,33.253728080136334
2022-04-06 00:00:00+00:00,32.67,34.195,32.06,34.12,1645152,,,,,,35.3405877139051,33.1367196908957
2022-04-07 00:00:00+00:00,32.07,33.365,31.11,32.47,1041806,,,,,,35.02015857024701,33.05079496858712
