date,Open,High,Low,Close,Volume,aVWAP_peak_864,aVWAP_peak_852,aVWAP_peak_840,aVWAP_peak_827,aVWAP_peak_804,aVWAP_peak_786,aVWAP_peak_774,aVWAP_peak_773,aVWAP_peak_745,aVWAP_peak_732,aVWAP_peak_722,aVWAP_peak_679,aVWAP_peak_653,aVWAP_peak_636,aVWAP_peak_623,aVWAP_peak_582,aVWAP_peak_479,aVWAP_peak_447,aVWAP_peak_408,aVWAP_peak_385,aVWAP_peak_356,aVWAP_peak_330,aVWAP_peak_314,aVWAP_peak_245,aVWAP_valley_881,aVWAP_valley_856,aVWAP_valley_829,aVWAP_valley_810,aVWAP_valley_794,aVWAP_valley_777,aVWAP_valley_761,aVWAP_valley_702,aVWAP_valley_690,aVWAP_valley_659,aVWAP_valley_630,aVWAP_valley_588,aVWAP_valley_564,aVWAP_valley_526,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,22.375,22.66,22.26,22.445,35854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,35854.0,False,False,False,False
2024-12-19 16:00:00+00:00,22.45,22.675,22.24,22.39,29487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-29487.0,-457.16279069767444,False,False,False,False,35755.28682170542,False,False,False,False
2024-12-19 17:00:00+00:00,22.39,22.45,22.195,22.4,16147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-13340.0,-656.8967009194159,False,False,False,False,35451.28237485728,False,False,False,False
2024-12-19 18:00:00+00:00,22.4,22.54,22.27,22.445,19604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6264.0,-549.5959768741537,False,False,False,False,35205.58807447189,False,False,False,False
2024-12-19 19:00:00+00:00,22.445,22.45,22.26,22.295,17449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-11185.0,-714.485961728818,False,False,False,False,34930.29213533279,False,False,False,False
2024-12-19 20:00:00+00:00,22.295,22.435,22.23,22.33,47362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,36177.0,-142.5249390663556,False,False,False,False,35123.03179214934,False,False,False,False
2024-12-20 15:00:00+00:00,21.89,22.2,21.88,22.09,67422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-31245.0,-624.7338547397454,False,False,False,False,35623.79098917028,False,False,False,False
2024-12-20 16:00:00+00:00,22.095,22.37,22.06,22.35,53214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,21969.0,-274.44340737943935,False,False,False,False,35896.50740794283,False,False,False,False
2024-12-20 17:00:00+00:00,22.345,22.42,22.285,22.315,57432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-35463.0,-820.002424319293,False,False,False,False,36230.39101402123,False,False,False,False
2024-12-20 18:00:00+00:00,22.315,22.355,22.165,22.315,61590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-35463.0,-1357.103161926746,False,False,False,False,36623.563246361984,False,False,False,False
