date,Close,High,Low,Open,Volume,aVWAP_peak_95,aVWAP_peak_68,aVWAP_peak_55,aVWAP_peak_52,aVWAP_peak_23,aVWAP_valley_85,aVWAP_valley_58,aVWAP_valley_29,aVWAP_valley_10,aVWAP_OB_bull_85,aVWAP_OB_bull_58,aVWAP_OB_bear_2,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore
2025-02-13 00:00:00+00:00,2.7,9.8,2.53,8.05,685400,,,,,,,,,,,,,,,,#000000,,,
2025-02-14 00:00:00+00:00,3.0492,3.7,2.6,3.05,1302526,,,,,,,,,,,,,,,,#000000,,,
2025-02-18 00:00:00+00:00,7.5,9.89,4.1,4.33,57930736,,,,,,,,,,,,7.163333333333334,,,,#000000,,,
2025-02-19 00:00:00+00:00,6.15,7.77,6.1,6.5,1589810,,,,,,,,,,,,7.150245299833103,,,,#000000,,,
2025-02-20 00:00:00+00:00,5.59,6.4,5.4,6.0,535396,,,,,,,,,,,,7.138178207689535,,,,#000000,,,
2025-02-21 00:00:00+00:00,3.77,5.5,3.7,5.28,635261,,,,,,,,,,,,7.108714939846115,,,,#000000,,,
2025-02-24 00:00:00+00:00,3.43,3.8828,3.25,3.77,188519,,,,,,,,,,,,7.097605082927284,,,,#000000,,,
2025-02-25 00:00:00+00:00,3.36,3.44,3.22,3.43,112302,,,,,,,,,,,,7.090686365718901,,,,#000000,,,
2025-02-26 00:00:00+00:00,2.91,3.36,2.82,3.36,262397,,,,,,,,,,,,7.073291508288031,,,,#000000,,,
2025-02-27 00:00:00+00:00,1.85,2.88,1.81,2.88,491299,,,,,,,,,,,,7.034356514498495,,,,#000000,,,
2025-02-28 00:00:00+00:00,2.24,2.85,1.76,1.85,2114432,,,,,,,,,2.2833333333333337,,,6.877048472904773,2.2833333333333337,,2.2833333333333337,#000000,,2.2833333333333337,
2025-03-03 00:00:00+00:00,2.02,2.61,2.0001,2.3,491310,,,,,,,,,2.269512692993653,,,6.841416785030723,2.269512692993653,,2.269512692993653,#000000,,2.269512692993653,
2025-03-04 00:00:00+00:00,2.11,2.175,1.94,2.05,230183,,,,,,,,,2.253724717214548,,,6.824428241074793,2.253724717214548,,2.253724717214548,#000000,,2.253724717214548,
2025-03-05 00:00:00+00:00,2.29,2.33,2.03,2.07,118100,,,,,,,,,2.2522431604336455,,,6.816017440662248,2.2522431604336455,,2.2522431604336455,#000000,,2.2522431604336455,
2025-03-06 00:00:00+00:00,2.11,2.28,2.05,2.17,89675,,,,,,,,,2.2491326133762635,,,6.809554594866467,2.2491326133762635,,2.2491326133762635,#000000,,2.2491326133762635,
2025-03-07 00:00:00+00:00,2.13,2.27,2.05,2.12,56873,,,,,,,,,2.2473142497639413,,,6.8054679642170655,2.2473142497639413,,2.2473142497639413,#000000,,2.2473142497639413,
2025-03-10 00:00:00+00:00,1.93,2.09,1.91,2.09,185205,,,,,,,,,2.232059023869943,,,6.791715887580097,2.232059023869943,,2.232059023869943,#000000,,2.232059023869943,
2025-03-11 00:00:00+00:00,1.99,2.03,1.95,2.0036,49773,,,,,,,,,2.228447025793739,,,6.788043620563792,2.228447025793739,,2.228447025793739,#000000,,2.228447025793739,
2025-03-12 00:00:00+00:00,2.09,2.1681,1.99,1.99,67510,,,,,,,,,2.2255556930461524,,,6.783167738882687,2.2255556930461524,,2.2255556930461524,#000000,,2.2255556930461524,
2025-03-13 00:00:00+00:00,2.13,2.15,2.01,2.04,33413,,,,,,,,,2.2243024989179796,,,6.780765394765121,2.2243024989179796,,2.2243024989179796,#000000,,2.2243024989179796,
2025-03-14 00:00:00+00:00,2.25,2.28,2.032,2.08,69334,,,,,,,,,2.2235713635772405,,,6.775884573912201,2.2235713635772405,,2.2235713635772405,#000000,,2.2235713635772405,
2025-03-17 00:00:00+00:00,2.23,2.364,2.18,2.364,49795,,,,,,,,,2.224053524817028,,,6.77243949727328,2.224053524817028,,2.224053524817028,#000000,,2.224053524817028,
2025-03-18 00:00:00+00:00,2.2,2.2984,2.1,2.23,70094,,,,,,,,,2.223578197939136,,,6.767536162263905,2.223578197939136,,2.223578197939136,#000000,,2.223578197939136,
2025-03-19 00:00:00+00:00,2.28,2.48,2.17,2.17,271183,,,,,2.31,,,,2.2295922716463767,,,6.74912116911782,2.2697961358231886,2.31,2.2295922716463767,#000000,,2.2697961358231886,
2025-03-20 00:00:00+00:00,2.08,2.2989,2.06,2.15,88195,,,,,2.269826362492974,,,,2.2277489031030364,,,6.742945284389659,2.248787632798005,2.269826362492974,2.2277489031030364,#000000,,2.248787632798005,
2025-03-21 00:00:00+00:00,2.16,2.24,2.08,2.08,34330,,,,,2.260249876812257,,,,2.227170255307274,,,6.740552944808261,2.2437100660597658,2.260249876812257,2.227170255307274,#000000,,2.2437100660597658,
2025-03-24 00:00:00+00:00,2.11,2.22,2.11,2.12,21703,,,,,2.254315762381513,,,,2.226737906212851,,,6.739037426931423,2.240526834297182,2.254315762381513,2.226737906212851,#000000,,2.240526834297182,
2025-03-25 00:00:00+00:00,2.1,2.25,2.0904,2.12,17339,,,,,2.2500079269015987,,,,2.2263963855878863,,,6.737827400144737,2.2382021562447427,2.2500079269015987,2.2263963855878863,#000000,,2.2382021562447427,
2025-03-26 00:00:00+00:00,2.01,2.2493,1.95,2.1,169847,,,,,2.199205421533795,,,,2.220104702022455,,,6.725809697062444,2.209655061778125,2.199205421533795,2.220104702022455,#000000,,2.209655061778125,
2025-03-27 00:00:00+00:00,2.0,2.09,1.76,2.05,152656,,,,,2.1488346148906396,,,1.9500000000000002,2.21069279287217,,,6.714784553877179,2.1031758025876033,2.1488346148906396,2.0803463964360853,#000000,,2.1031758025876033,
2025-03-28 00:00:00+00:00,1.98,2.13,1.9,1.97,64852,,,,,2.13732871124226,,,1.965901821235694,2.207667989772524,,,6.710168448591752,2.1036328407501594,2.13732871124226,2.0867849055041092,#000000,,2.1036328407501594,
