date,Close,High,Low,Open,Volume,aVWAP_OB_bull_745,aVWAP_OB_bull_491,aVWAP_OB_bear_835,aVWAP_OB_bear_772,aVWAP_OB_bear_646,aVWAP_OB_bear_561,aVWAP_OB_bear_497,aVWAP_OB_bear_417,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,5.75,5.75,5.5,5.63,44514,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,44514.0,False,False,False,False
2022-01-04 00:00:00+00:00,5.58,5.91,5.58,5.65,150333,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-150333,-5895.411764705882,False,False,False,False,48663.76470588235,False,False,False,False
2022-01-05 00:00:00+00:00,5.8,5.8865,5.64,5.835,59441,,,,,,,,,,#000000,,,,10.49723756906077,-70.99447513812154,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-90892,-9228.611303344867,False,False,False,False,49086.401384083045,False,False,False,False
2022-01-06 00:00:00+00:00,5.87,5.95,5.63,5.7,32689,,,,,,,,,,#000000,,,,20.333970248340037,-61.137927312148825,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-58203,-11149.175565958794,False,False,False,False,48443.366035687635,False,False,False,False
2022-01-07 00:00:00+00:00,5.89,6.0,5.67,5.67,51209,,,,,,,,,,#000000,,,,28.682757046403314,-52.70883487360087,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6994,-10986.227504548646,False,False,False,False,48551.82226958224,False,False,False,False
2022-01-10 00:00:00+00:00,5.765,5.925,5.7,5.81,47767,,,,,,,,,,#000000,,,,32.67669846648028,-48.45574820813358,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54761,-12702.885249468307,False,False,False,False,48521.04492567706,False,False,False,False
2022-01-11 00:00:00+00:00,5.89,5.9,5.81,5.81,27258,,,,,,,,,,#000000,,,,37.730931089514904,-43.0319104482777,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27503,-13283.281906351902,False,False,False,False,47687.2000266309,False,False,False,False
2022-01-12 00:00:00+00:00,5.87,5.9026,5.8,5.9,18271,,,,,,,,,,#000000,,,,41.508515218020925,-38.76064526742371,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-45774,-14557.427713945945,False,False,False,False,46533.62355499831,False,False,False,False
2022-01-13 00:00:00+00:00,5.77,5.9,5.7207,5.9,39407,,,,,,,,,,#000000,,,,43.04046926398519,-36.57207658558207,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-85181,-17326.979568301005,False,False,False,False,46254.14812146897,False,False,False,False
2022-01-14 00:00:00+00:00,5.66,5.75,5.6,5.7,31126,,,,,,,,,,#000000,,,,42.97377525082367,-35.81278810558209,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-116307,-21208.548996995083,False,False,False,False,45660.88741082313,False,False,False,False
2022-01-18 00:00:00+00:00,5.7,5.79,5.56,5.56,55455,,,,,,,,,,#000000,,,,43.47017764440302,-34.37436633078524,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-60852,-22763.194134367826,False,False,False,False,46044.97025745752,False,False,False,False
2022-01-19 00:00:00+00:00,5.76,5.9,5.69,5.7995,51766,,,,,,,,,,#000000,,,,44.63876623397822,-32.19935426035926,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9086,-22226.833580078892,False,False,False,False,46269.32436500821,False,False,False,False
2022-01-20 00:00:00+00:00,5.7,5.8699,5.7,5.85,34604,,,,,,,,,,#000000,,,,44.911032925790515,-30.851671344868812,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43690,-23068.526380860112,False,False,False,False,45811.860664419655,False,False,False,False
2022-01-21 00:00:00+00:00,5.4,5.69,5.28,5.69,61771,,,,,,,,,,#000000,,,,42.74641130022752,-30.851671344868812,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-105461,-26299.60377768913,False,False,False,False,46437.70926581497,False,False,False,False
2022-01-24 00:00:00+00:00,5.25,5.555,4.98,5.555,80314,,,,,,,,,,#000000,,,,40.19167001658393,-30.851671344868812,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-185775,-32553.540884446422,False,False,False,False,47766.191255390855,False,False,False,False
2022-01-25 00:00:00+00:00,5.37,5.4011,5.22,5.25,57587,,,,,,,,,,#000000,,,,39.38911993944175,-30.851671344868812,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-128188,-36303.91183015441,False,False,False,False,48151.32101008141,False,False,False,False
2022-01-26 00:00:00+00:00,5.28,5.53,5.2001,5.31,22103,,,,,,,,,,#000000,,,,38.258273243659595,-30.851671344868812,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-150291,-40773.993719167964,False,False,False,False,47129.818225372335,False,False,False,False
