date,Open,High,Low,Close,Volume,aVWAP_peak_887,aVWAP_peak_870,aVWAP_peak_858,aVWAP_peak_750,aVWAP_peak_737,aVWAP_peak_719,aVWAP_peak_701,aVWAP_peak_666,aVWAP_peak_651,aVWAP_peak_638,aVWAP_peak_596,aVWAP_peak_565,aVWAP_peak_516,aVWAP_peak_496,aVWAP_peak_463,aVWAP_peak_438,aVWAP_peak_421,aVWAP_peak_409,aVWAP_peak_385,aVWAP_peak_348,aVWAP_peak_321,aVWAP_peak_286,aVWAP_peak_258,aVWAP_peak_210,aVWAP_peak_145,aVWAP_valley_876,aVWAP_valley_840,aVWAP_valley_812,aVWAP_valley_792,aVWAP_valley_738,aVWAP_valley_726,aVWAP_valley_708,aVWAP_valley_685,aVWAP_valley_658,aVWAP_valley_628,aVWAP_valley_557,aVWAP_valley_543,aVWAP_valley_527,aVWAP_valley_491,aVWAP_valley_480,aVWAP_valley_456,aVWAP_valley_419,aVWAP_valley_364,Peaks_avg,Valleys_avg,color,OB,OB_High,OB_Low,OB_Mitigated_Index
2024-12-16 15:00:00+00:00,27.02,28.02,27.0,27.625,13726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 16:00:00+00:00,27.625,27.76,27.57,27.67,8265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 17:00:00+00:00,27.665,27.985,27.665,27.895,7442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 18:00:00+00:00,27.895,28.06,27.795,27.93,8340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 19:00:00+00:00,27.96,27.99,27.795,27.895,9612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 20:00:00+00:00,27.895,28.11,27.575,27.74,26873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 15:00:00+00:00,28.025,28.025,26.8,26.95,16040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 16:00:00+00:00,26.955,27.18,26.955,27.06,10737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 17:00:00+00:00,27.06,27.54,26.845,27.54,13569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 18:00:00+00:00,27.54,27.54,27.22,27.47,6895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
