date,Close,High,Low,Open,Volume,aVWAP_OB_bear_159,aVWAP_OB_bear_23,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,12.2897015127,12.5890078964,11.9722553482,11.9994650194,4511379,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4511379.0,False,False,False,False
2022-01-07 00:00:00+00:00,12.734126143,12.842964828,12.2352821702,12.2352821702,7192728,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,7192728,532794.6666666666,False,False,False,False,4709997.444444445,False,False,False,False
2022-01-14 00:00:00+00:00,13.2873894584,13.300994294,12.5708681156,12.7250562526,5830275,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,13023003,1457995.2839506173,False,False,False,False,4792980.967078189,False,False,False,False
2022-01-21 00:00:00+00:00,13.5141367188,13.7499538696,13.3735534173,13.4234378146,6993472,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,20016475,2832697.4851394603,False,False,False,False,4955980.302850175,False,False,False,False
2022-01-28 00:00:00+00:00,13.650185075,13.8406527737,13.1150615405,13.3508786913,10952210,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,30968685,4916844.708462464,False,False,False,False,5400145.465602013,False,False,False,False
2022-02-04 00:00:00+00:00,14.1399591574,14.2125182807,13.547060421,13.7136743079,9817908,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,40786593,7573863.100428207,False,False,False,False,5727387.134816678,False,False,False,False
2022-02-11 00:00:00+00:00,14.3122870753,14.4483354315,13.8315828833,14.1399591574,12756235,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,53542828,10978971.611507598,False,False,False,False,6248042.532237666,False,False,False,False
2022-02-18 00:00:00+00:00,14.1490290478,14.502754774,13.7771635408,14.2034483903,12899219,,,0.0,0.0,0.0,0.0,,#000000,,,,97.88955143014496,47.988478706856924,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,40643609,13176352.15880333,False,False,False,False,6740722.270590431,False,False,False,False
2022-02-25 00:00:00+00:00,14.2578677328,15.1104374318,14.0401903628,14.5753138973,17711669,,,0.0,0.0,0.0,0.0,,#000000,,,,96.38216078900211,46.62594245955161,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,58355278,16522939.258151231,False,False,False,False,7553384.991287436,False,False,False,False
2022-03-04 00:00:00+00:00,16.38022209,16.4981306654,14.3122870753,14.5208945548,40518832,,,0.0,0.0,0.0,0.0,,#000000,,,,96.33689116152536,46.62594245955161,False,True,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,98874110,22623025.97976966,False,False,False,False,9995269.954895774,False,False,False,False
2022-03-11 00:00:00+00:00,15.6637007472,17.4776788302,14.4120558699,16.2985930762,30358802,,,0.0,0.0,0.0,0.0,15.8511451491,#000000,,15.8511451491,,92.64660386702576,43.25068853922072,False,True,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,68515308,26022454.2775645,False,False,False,False,11503679.736014605,False,False,False,False
2022-03-18 00:00:00+00:00,15.5095126101,15.5548620622,14.3576365274,15.2736954593,14936856,,,0.0,0.0,0.0,0.0,15.616856489016145,#000000,,15.616856489016145,,89.10428016004383,40.057210099058636,False,True,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,53578452,28063639.2940412,False,False,False,False,11757989.088902412,False,False,False,False
2022-03-25 00:00:00+00:00,16.2441737338,16.640437246,15.8813781171,15.94486735,8289643,,,0.0,0.0,0.0,0.0,15.715628258079342,#000000,,15.715628258079342,,87.18893227794413,38.48383927604421,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,61868095,30567673.050038148,False,False,False,False,11501074.563798528,False,False,False,False
2022-04-01 00:00:00+00:00,15.9811469117,16.1534748296,14.9478142967,15.7634695417,10169572,,,0.0,0.0,0.0,0.0,15.7122015079208,#000000,,15.7122015079208,,84.6513569265845,36.30680603329641,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,51698523,32132921.194479764,False,False,False,False,11402444.744257895,False,False,False,False
2022-04-08 00:00:00+00:00,16.2078941721,16.5978994599,15.6274211855,16.4074317612,6218468,,,0.0,0.0,0.0,0.0,15.75061103886906,#000000,,15.75061103886906,,82.95410208126316,34.93928366846306,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,57916991,34042852.29118496,False,False,False,False,11018446.466905458,False,False,False,False
2022-04-15 00:00:00+00:00,16.9969746382,17.1602326657,15.6909104184,15.7816093226,4070822,,,0.0,0.0,0.0,0.0,15.798190807765971,#000000,,15.798190807765971,,82.45466125688563,34.68468710080185,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,61987813,36112849.380726814,False,False,False,False,10503807.617505055,False,False,False,False
2022-04-22 00:00:00+00:00,16.1806845008,17.3144208028,16.1806845008,17.1783724465,5098146,,,0.0,0.0,0.0,0.0,16.20288540699723,#000000,,16.20288540699723,,79.3553143818819,31.88323684080116,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,56889667,37651872.908080384,False,False,False,False,10103388.238430606,False,False,False,False
2022-04-29 00:00:00+00:00,16.1353350488,16.5888295695,15.441488432,15.5548620622,5643188,,,0.0,0.0,0.0,0.0,16.077578524422826,#000000,,16.077578524422826,,76.80896035307975,29.644821464540215,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,51246479,38658880.7667411,False,False,False,False,9773003.035583895,False,False,False,False
2022-05-06 00:00:00+00:00,17.1693025561,17.1829073917,15.8006560924,15.9085877884,5181558,,,0.0,0.0,0.0,0.0,16.17115055316681,#000000,,16.17115055316681,,76.10450582715825,29.16484344550655,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,56428037,39975114.561797306,False,False,False,False,9432895.995911015,False,False,False,False
2022-05-13 00:00:00+00:00,16.9425552957,16.9615113667,15.7725394322,16.7702273778,8279566,,,0.0,0.0,0.0,0.0,16.220186769748977,#000000,,16.220186769748977,,74.89659849261267,28.13760381756711,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,48148471,40580548.37203454,False,False,False,False,9347464.144362051,False,False,False,False
