date,Open,High,Low,Close,Volume,aVWAP_peak_875,aVWAP_peak_842,aVWAP_peak_830,aVWAP_peak_797,aVWAP_peak_755,aVWAP_peak_711,aVWAP_valley_878,aVWAP_valley_820,aVWAP_valley_805,aVWAP_valley_779,aVWAP_valley_714,aVWAP_valley_702,aVWAP_valley_660,aVWAP_valley_624,aVWAP_valley_600,aVWAP_valley_544,aVWAP_valley_523,aVWAP_valley_509,aVWAP_valley_474,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,66.365,66.375,65.995,66.07,12492.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,12492.0,False,False,False,False
2024-12-19 16:00:00+00:00,66.07,66.1,65.785,65.87,6907.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-6907.0,-107.08527131782945,False,False,False,False,12405.41085271318,False,False,False,False
2024-12-19 17:00:00+00:00,65.78,65.98,65.615,65.785,4855.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-11762.0,-287.78162370049876,False,False,False,False,12288.35021933778,False,False,False,False
2024-12-19 18:00:00+00:00,65.775,66.01,65.655,66.01,4818.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-6944.0,-390.9788078291732,False,False,False,False,12172.530836092234,False,False,False,False
2024-12-19 19:00:00+00:00,66.02,66.03,65.785,65.785,5956.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-12900.0,-584.9171208860853,False,False,False,False,12076.150513052044,False,False,False,False
2024-12-19 20:00:00+00:00,65.785,66.03,65.5,65.5,21777.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-34677.0,-1113.4765453684715,False,False,False,False,12226.551280291547,False,False,False,False
2024-12-20 15:00:00+00:00,66.28,66.66,66.23,66.56,7381.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-27296.0,-1519.407141564309,False,False,False,False,12151.426454240514,False,False,False,False
2024-12-20 16:00:00+00:00,66.56,67.015,66.53,66.885,6092.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-21204.0,-1824.5946277416067,False,False,False,False,12057.48185805074,False,False,False,False
2024-12-20 17:00:00+00:00,66.89,67.05,66.81,66.895,3928.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-17276.0,-2064.151300179721,False,False,False,False,11931.44337963135,False,False,False,False
2024-12-20 18:00:00+00:00,66.89,66.895,66.525,66.655,6224.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-23500.0,-2396.4900397118186,False,False,False,False,11842.955885373498,False,False,False,False
2024-12-20 19:00:00+00:00,66.655,67.0,66.655,66.87,7524.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-15976.0,-2607.0250778558216,False,False,False,False,11775.995329011119,False,False,False,False
2024-12-20 20:00:00+00:00,66.89,66.985,66.715,66.8,28945.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-44921.0,-3263.055696803793,False,False,False,False,12042.181447941179,False,False,False,False
2024-12-23 15:00:00+00:00,66.48,66.49,66.02,66.13,1092.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-46013.0,-3925.845530961874,False,False,False,False,11872.411192934338,False,False,False,False
2024-12-23 16:00:00+00:00,66.13,66.13,66.13,66.13,0.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-46013.0,-4578.359553737659,False,False,False,False,11688.34280234621,False,False,False,False
2024-12-23 17:00:00+00:00,66.13,66.13,66.13,66.13,0.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-46013.0,-5220.757080036299,False,False,False,False,11507.12818525557,False,False,False,False
2024-12-23 18:00:00+00:00,66.13,66.13,66.13,66.13,0.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-46013.0,-5853.194954764419,False,False,False,False,11328.723097112072,False,False,False,False
2024-12-23 19:00:00+00:00,66.13,66.13,66.13,66.13,0.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-46013.0,-6475.82759112466,False,False,False,False,11153.083979327388,False,False,False,False
2024-12-23 20:00:00+00:00,66.13,66.13,66.13,66.13,0.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-46013.0,-7088.807008316526,False,False,False,False,10980.16794864014,False,False,False,False
2024-12-24 15:00:00+00:00,65.685,65.885,65.585,65.78,2688.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-48701.0,-7733.957287257354,False,False,False,False,10851.607205250371,False,False,False,False
2024-12-24 16:00:00+00:00,65.785,65.87,65.44,65.55,9895.0,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-58596.0,-8522.516089005303,False,False,False,False,10836.776085789124,False,False,False,False
