date,Close,High,Low,Open,Volume,aVWAP_peak_43,aVWAP_valley_51,aVWAP_valley_24,Peaks_avg,Valleys_avg,color
2021-12-31 00:00:00+00:00,51.62,53.73,50.345,52.06,434573,,,,,,#000000
2022-01-07 00:00:00+00:00,47.5,54.24,47.1,51.67,507129,,,,,,#000000
2022-01-14 00:00:00+00:00,45.04,47.715,44.1,46.76,846200,,,,,,#000000
2022-01-21 00:00:00+00:00,40.84,44.6558,40.22,44.11,785984,,,,,,#000000
2022-01-28 00:00:00+00:00,43.82,46.01,39.641,40.05,1248601,,,,,,#000000
2022-02-04 00:00:00+00:00,43.24,46.3725,41.17,43.09,482543,,,,,,#000000
2022-02-11 00:00:00+00:00,40.73,44.2927,40.29,43.08,676451,,,,,,#000000
2022-02-18 00:00:00+00:00,40.41,41.81,38.52,40.86,685878,,,,,,#000000
2022-02-25 00:00:00+00:00,43.72,43.94,37.66,39.82,816209,,,,,,#000000
2022-03-04 00:00:00+00:00,39.34,43.47,38.43,42.28,1149589,,,,,,#000000
2022-03-11 00:00:00+00:00,40.42,41.31,35.405,39.3,684493,,,,,,#000000
2022-03-18 00:00:00+00:00,44.94,46.52,39.49,40.59,875761,,,,,,#000000
2022-03-25 00:00:00+00:00,44.04,46.13,43.6,44.74,378913,,,,,,#000000
2022-04-01 00:00:00+00:00,42.35,46.4,42.3172,44.07,719501,,,,,,#000000
2022-04-08 00:00:00+00:00,39.79,43.84,38.49,42.83,648078,,,,,,#000000
2022-04-15 00:00:00+00:00,38.87,40.6101,37.931,39.61,496437,,,,,,#000000
2022-04-22 00:00:00+00:00,38.24,42.45,37.94,38.99,459181,,,,,,#000000
2022-04-29 00:00:00+00:00,38.01,39.92,36.39,37.66,556722,,,,,,#000000
2022-05-06 00:00:00+00:00,36.94,43.0,36.39,38.42,844042,,,,,,#000000
2022-05-13 00:00:00+00:00,36.7,37.59,34.78,36.46,561962,,,,,,#000000
2022-05-20 00:00:00+00:00,33.82,37.92,32.14,36.27,610589,,,,,,#000000
2022-05-27 00:00:00+00:00,38.13,38.19,32.595,34.42,441083,,,,,,#000000
2022-06-03 00:00:00+00:00,38.0,39.66,37.22,38.75,470294,,,,,,#000000
2022-06-10 00:00:00+00:00,33.73,38.44,33.4,38.44,442900,,,,,,#000000
2022-06-17 00:00:00+00:00,32.69,35.86,31.19,32.4,745799,,,33.24666666666666,,33.24666666666666,#000000
2022-06-24 00:00:00+00:00,34.74,35.84,32.4,33.66,546565,,,33.70341894388887,,33.70341894388887,#000000
2022-07-01 00:00:00+00:00,34.99,37.79,32.4731,34.98,554265,,,34.1179098836312,,34.1179098836312,#000000
2022-07-08 00:00:00+00:00,35.67,36.46,33.56,34.06,373492,,,34.3049973269475,,34.3049973269475,#000000
2022-07-15 00:00:00+00:00,38.6,38.69,34.5083,35.35,406846,,,34.7635918879453,,34.7635918879453,#000000
2022-07-22 00:00:00+00:00,40.28,41.97,37.39,39.29,603455,,,35.719356199004345,,35.719356199004345,#000000
2022-07-29 00:00:00+00:00,41.72,42.04,37.92,40.51,583966,,,36.46043744136674,,36.46043744136674,#000000
