date,Open,High,Low,Close,Volume,aVWAP_OB_bull_875,aVWAP_OB_bull_616,aVWAP_OB_bull_582,aVWAP_OB_bull_179,aVWAP_OB_bull_115,aVWAP_OB_bear_708,aVWAP_OB_bear_640,aVWAP_OB_bear_455,aVWAP_OB_bear_361,aVWAP_OB_bear_309,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,91.23,91.42,91.08,91.285,1300.0,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1300.0,False,False,False,False
2024-12-16 16:00:00+00:00,91.24,91.25,90.15,90.15,2087.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2087.0,-32.35658914728682,False,False,False,False,1312.2015503875969,False,False,False,False
2024-12-16 17:00:00+00:00,90.15,90.41,90.08,90.32,2630.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.806786050895113,-57.21017907634267,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,543.0,-23.436331951204853,False,False,False,False,1332.6325341025179,False,False,False,False
2024-12-16 18:00:00+00:00,90.32,90.32,90.0,90.26,1462.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,7.7509916069184985,-54.07971547083211,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-919.0,-37.32103998296912,False,False,False,False,1334.6382312482153,False,False,False,False
2024-12-16 19:00:00+00:00,90.27,90.28,89.805,89.91,2211.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,8.521659903154545,-52.79368056943785,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3130.0,-85.2695509909851,False,False,False,False,1348.2252354149095,False,False,False,False
2024-12-16 20:00:00+00:00,89.915,89.92,89.38,89.61,2104.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,8.358475086834524,-52.19073562118493,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5234.0,-165.09482927019462,False,False,False,False,1359.9426736255311,False,False,False,False
2024-12-17 15:00:00+00:00,89.63,89.63,88.685,88.76,2189.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,7.201586043719995,-52.19073562118493,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7423.0,-277.62049083189703,False,False,False,False,1372.7962755848253,False,False,False,False
2024-12-17 16:00:00+00:00,88.76,88.905,88.49,88.58,2633.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,6.2913412336416386,-52.19073562118493,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10056.0,-429.22327391977456,False,False,False,False,1392.3343178238201,False,False,False,False
2024-12-17 17:00:00+00:00,88.58,88.58,88.19,88.405,2042.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.557330115142156,-52.19073562118493,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12098.0,-610.1345409907858,False,False,False,False,1402.4066539815904,False,False,False,False
2024-12-17 18:00:00+00:00,88.405,88.505,88.25,88.48,2071.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,6.331456235776442,-51.04863650059933,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10027.0,-756.1324550839519,False,False,False,False,1412.7724422919532,False,False,False,False
