date,Close,High,Low,Open,Volume,aVWAP_peak_163,aVWAP_peak_137,aVWAP_peak_122,aVWAP_peak_89,aVWAP_peak_33,aVWAP_valley_162,aVWAP_valley_131,aVWAP_valley_115,aVWAP_OB_bear_137,aVWAP_OB_bear_33,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,54.1,61.0,53.9,60.7,2670757,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2670757.0,False,False,False,False
2022-01-07 00:00:00+00:00,55.1,59.7,52.2,55.1,2446096,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2446096,181192.2962962963,False,False,False,False,2654115.4444444445,False,False,False,False
2022-01-14 00:00:00+00:00,55.1,60.499,53.8,55.9,3029873,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,-1.0,60.499,53.8,0.0,,,False,False,False,False,,,False,False,False,False,2446096,348962.94101508916,False,False,False,False,2681949.3374485597,False,False,False,False
2022-01-21 00:00:00+00:00,44.6,55.0,44.11,55.0,2836154,,,,,,,,,,,,,#000000,,,,73.61735391831151,25.060154875903848,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-390058,294220.6490880455,False,False,False,False,2693371.9050449627,False,False,False,False
2022-01-28 00:00:00+00:00,39.1,43.85,37.1,43.7,4412584,,,,,,,,,,,,,#000000,,40.01666666666667,,54.02549097065123,7.621822651387994,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-4802642,-83324.7323258837,False,False,False,False,2820720.949115706,False,False,False,False
2022-02-04 00:00:00+00:00,42.1,45.6,38.7,39.246,2764695,,,,,,,,,,,,,#000000,,40.832008769154264,,44.543195822122996,0.25069479619084234,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-2037947,-228111.5669684108,False,False,False,False,2816570.878810839,False,False,False,False
2022-02-11 00:00:00+00:00,44.9,48.25,40.7,42.2,3852267,,,,,,,,,,,,,#000000,,42.15386850162887,,40.995287848228664,-1.5760041728943506,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1814320,-76820.33978556556,False,False,False,False,2893289.110010036,False,False,False,False
2022-02-18 00:00:00+00:00,41.3,49.0,41.0,43.7,2447363,,,,,,,,,,,,,#000000,,42.44674742183093,,36.954106363393706,-4.194456463140355,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-633043,-118022.01831996812,False,False,False,False,2860257.546305589,False,False,False,False
2022-02-25 00:00:00+00:00,37.7,40.97,34.7,40.1,2160484,,,,,,,,,,,,,#000000,,41.80336471111266,,32.91990948160655,-7.057059869183007,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-2793527,-316207.572518489,False,False,False,False,2808422.468801471,False,False,False,False
2022-03-04 00:00:00+00:00,33.4,38.9,32.9,37.02,1983699,,,,,,,,,,,,,#000000,,41.044979182334444,,28.990034239419973,-10.03162865808953,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-4777226,-646653.3819615638,False,False,False,False,2747331.8414828433,False,False,False,False
