date,Open,High,Low,Close,Volume,aVWAP_OB_bull_787,aVWAP_OB_bull_725,aVWAP_OB_bull_117,aVWAP_OB_bear_269,aVWAP_OB_bear_211,aVWAP_OB_bear_207,aVWAP_OB_bear_174,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,24.04,24.04,23.565,23.585,14.0,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,23.802500000000002,23.802500000000002,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,14.0,False,False,False,False
2024-12-16 16:00:00+00:00,23.585,24.185,23.585,24.185,26.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,23.802500000000002,23.884999999999998,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,26.0,0.40310077519379844,False,False,False,False,14.186046511627907,False,False,False,False
2024-12-16 17:00:00+00:00,24.185,24.185,24.04,24.04,2.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,92.87469287469287,25.06142506142504,False,False,True,False,True,,,,23.802500000000002,24.112499999999997,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24.0,0.7689441740280031,False,False,False,False,13.997115557959257,False,False,False,False
2024-12-16 18:00:00+00:00,24.04,24.04,23.75,23.75,48.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.61312996568077,25.06142506142504,False,False,True,False,False,,,,23.802500000000002,24.112499999999997,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24.0,0.38492953567097976,False,False,False,False,14.52429206093663,False,False,False,False
2024-12-16 19:00:00+00:00,23.75,23.9,23.75,23.84,33.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.36451582500565,41.17191526520307,False,False,True,False,False,,,,23.802500000000002,24.112499999999997,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9.0,0.5184965196140653,False,False,False,False,14.810737145263193,False,False,False,False
2024-12-16 20:00:00+00:00,23.84,23.905,23.84,23.885,6.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.29303582873507,36.99881116202948,False,False,True,False,False,,,,23.802500000000002,24.112499999999997,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15.0,0.7430159534184984,False,False,False,False,14.67413656936764,False,False,False,False
2024-12-17 15:00:00+00:00,23.885,23.885,23.885,23.885,0.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.57871583122136,33.742652722517434,False,False,True,False,False,,,,23.802500000000002,24.112499999999997,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15.0,0.9640544657685991,False,False,False,False,14.446630576044111,False,False,False,False
2024-12-17 16:00:00+00:00,23.885,23.885,23.885,23.885,0.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,63.76916916621221,31.040726645478415,False,False,True,False,False,,,,23.802500000000002,24.112499999999997,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15.0,1.1816660244388533,False,False,False,False,14.222651807423272,False,False,False,False
2024-12-17 17:00:00+00:00,23.885,23.885,23.695,23.88,3.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.392404770129424,28.53965356613415,False,False,True,False,False,,,,23.79,24.112499999999997,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12.0,1.349392132587088,False,False,False,False,14.048657205757795,False,False,False,False
2024-12-17 18:00:00+00:00,23.88,23.88,23.88,23.88,0.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,61.47456183940756,26.34814741935695,False,False,True,False,False,,,,23.79,24.112499999999997,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12.0,1.5145178359578306,False,False,False,False,13.830848566908836,False,False,False,False
