date,Open,High,Low,Close,Volume,aVWAP_peak_860,aVWAP_peak_848,aVWAP_peak_837,aVWAP_peak_817,aVWAP_peak_780,aVWAP_peak_762,aVWAP_peak_741,aVWAP_peak_701,aVWAP_peak_654,aVWAP_peak_637,aVWAP_peak_602,aVWAP_peak_601,aVWAP_peak_552,aVWAP_peak_528,aVWAP_peak_516,aVWAP_peak_497,aVWAP_peak_467,aVWAP_peak_425,aVWAP_peak_407,aVWAP_peak_396,aVWAP_peak_372,aVWAP_peak_347,aVWAP_peak_325,aVWAP_peak_312,aVWAP_peak_287,aVWAP_peak_264,aVWAP_peak_244,aVWAP_peak_227,aVWAP_valley_883,aVWAP_valley_857,aVWAP_valley_841,aVWAP_valley_827,aVWAP_valley_809,aVWAP_valley_790,aVWAP_valley_779,aVWAP_valley_714,aVWAP_valley_684,aVWAP_valley_648,aVWAP_valley_606,aVWAP_valley_582,aVWAP_valley_565,aVWAP_valley_564,aVWAP_valley_545,aVWAP_valley_526,aVWAP_valley_493,aVWAP_valley_492,Peaks_avg,Valleys_avg,color,OB,OB_High,OB_Low,OB_Mitigated_Index
2024-12-16 15:00:00+00:00,145.46,146.27,144.655,145.935,1711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 16:00:00+00:00,145.905,145.99,145.135,145.98,1330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 17:00:00+00:00,145.795,146.78,145.68,146.51,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,-1.0,146.78,145.68,0.0
2024-12-16 18:00:00+00:00,146.51,146.68,146.19,146.22,621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 19:00:00+00:00,146.04,146.48,145.87,146.25,1533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 20:00:00+00:00,146.285,146.36,145.33,145.33,3704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 15:00:00+00:00,144.535,144.86,143.62,143.85,1057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 16:00:00+00:00,143.85,144.245,143.17,143.48,2454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 17:00:00+00:00,143.61,143.65,143.08,143.39,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 18:00:00+00:00,143.34,144.095,143.02,144.095,3745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
