date,Close,High,Low,Open,Volume,aVWAP_OB_bull_816,aVWAP_OB_bull_538,aVWAP_OB_bull_460,aVWAP_OB_bear_319,aVWAP_OB_bear_72,Peaks_Valleys_avg
2022-01-03 00:00:00+00:00,0.6555,0.69,0.637316,0.6667,330896,,,,,,
2022-01-04 00:00:00+00:00,0.673551,0.6785,0.6372,0.665,119970,,,,,,
2022-01-05 00:00:00+00:00,0.6627,0.686,0.6531,0.68,161272,,,,,,
2022-01-06 00:00:00+00:00,0.6397,0.6612,0.63,0.6612,159249,,,,,,
2022-01-07 00:00:00+00:00,0.6475,0.6599,0.63,0.63,63213,,,,,,
2022-01-10 00:00:00+00:00,0.643,0.66,0.595,0.65,468092,,,,,,
2022-01-11 00:00:00+00:00,0.67245,0.6985,0.64,0.65,208176,,,,,,
2022-01-12 00:00:00+00:00,0.698999,0.7201,0.681,0.69,366640,,,,,,
2022-01-13 00:00:00+00:00,0.7055,0.7225,0.6864,0.6864,241529,,,,,,
2022-01-14 00:00:00+00:00,0.700839,0.7055,0.69,0.7055,103460,,,,,,
2022-01-18 00:00:00+00:00,0.6902,0.7008,0.675,0.69,129460,,,,,,
2022-01-19 00:00:00+00:00,0.7141,0.724699,0.690101,0.72,206054,,,,,,
2022-01-20 00:00:00+00:00,0.7099,0.725,0.69,0.725,200644,,,,,,
2022-01-21 00:00:00+00:00,0.675,0.73,0.675,0.7136,204053,,,,,,0.6933333333333334
2022-01-24 00:00:00+00:00,0.65,0.686,0.64,0.684,335775,,,,,,0.6717705392581835
2022-01-25 00:00:00+00:00,0.656,0.690851,0.656,0.6649,165445,,,,,,0.6707961898891163
2022-01-26 00:00:00+00:00,0.6409,0.68,0.64,0.6699,61124,,,,,,0.6694273661018159
2022-01-27 00:00:00+00:00,0.646,0.6544,0.636,0.6365,275849,,,,,,0.66308573948153
2022-01-28 00:00:00+00:00,0.6639,0.6639,0.63,0.65,196266,,,,,,0.6614240727838461
2022-01-31 00:00:00+00:00,0.6651,0.675,0.6478,0.6478,35773,,,,,,0.6614580203525899
2022-02-01 00:00:00+00:00,0.6748,0.6758,0.665,0.665,56280,,,,,,0.6618982834096794
2022-02-02 00:00:00+00:00,0.675,0.695,0.666,0.6748,36767,,,,,,0.6623491783987601
2022-02-03 00:00:00+00:00,0.6572,0.6898,0.6572,0.67,108097,,,,,,0.6627680689921371
2022-02-04 00:00:00+00:00,0.64,0.6626,0.64,0.65,70644,,,,,,0.6620719552472619
2022-02-07 00:00:00+00:00,0.6481,0.67,0.6345,0.67,97672,,,,,,0.6614061324181468
2022-02-08 00:00:00+00:00,0.664,0.6659,0.64,0.65,81869,,,,,,0.6611796945889019
2022-02-09 00:00:00+00:00,0.6681,0.679,0.66,0.675,77913,,,,,,0.6615189745417359
2022-02-10 00:00:00+00:00,0.6288,0.67,0.6287,0.66,256701,,,,,,0.6508246208910697
2022-02-11 00:00:00+00:00,0.6424,0.67,0.64,0.67,79324,,,,,,0.6516495195486869
2022-02-14 00:00:00+00:00,0.6941,0.71,0.641,0.641,332932,,,,,,0.6624557622266534
2022-02-15 00:00:00+00:00,0.6529,0.7097,0.651,0.7097,207868,,,,,,0.6637884293292244
2022-02-16 00:00:00+00:00,0.7499,0.7499,0.6631,0.679,370021,,,,,,0.6756397104862307
2022-02-17 00:00:00+00:00,0.7598,0.7649,0.72,0.75,206094,,,,,,0.7046461961095972
2022-02-18 00:00:00+00:00,0.7,0.76,0.6995,0.76,93340,,,,,,0.7026943093169287
2022-02-22 00:00:00+00:00,0.7,0.759,0.656,0.759,214228,,,,,,0.6989933763186146
2022-02-23 00:00:00+00:00,0.69,0.6996,0.66,0.69,106301,,,,,,0.6964453954971302
2022-02-24 00:00:00+00:00,0.67,0.73,0.6501,0.73,269053,,,,,,0.692659998655424
2022-02-25 00:00:00+00:00,0.6998,0.7005,0.651,0.69,293529,,,,,,0.6904856717961804
2022-02-28 00:00:00+00:00,0.6859,0.71,0.677,0.71,73923,,,,,,0.6903455244382187
2022-03-01 00:00:00+00:00,0.7,0.7,0.6801,0.6999,154511,,,,,,0.6902776834606222
2022-03-02 00:00:00+00:00,0.694,0.7055,0.682,0.7015,71314,,,,,,0.690274380004782
2022-03-03 00:00:00+00:00,0.6802,0.72,0.6795,0.72,165897,,,,,,0.6902487353143666
2022-03-04 00:00:00+00:00,0.67,0.6903,0.6623,0.681,201614,,,,,,0.6888856366673234
2022-03-07 00:00:00+00:00,0.7281,0.7286,0.6801,0.71,450759,,,,,,0.6917567800730753
2022-03-08 00:00:00+00:00,0.7504,0.8399,0.729,0.73,783314,,,,,,0.7232682422504472
2022-03-09 00:00:00+00:00,0.76,0.784,0.7113,0.784,384703,,,,,,0.7241923399582145
2022-03-10 00:00:00+00:00,0.774,0.8138,0.75,0.778,467846,,,,,,0.7297424607903756
2022-03-11 00:00:00+00:00,0.7347,0.7792,0.72,0.7792,357855,,,,,,0.7298891242841508
2022-03-14 00:00:00+00:00,0.6908,0.74,0.6801,0.74,243401,,,,,,0.7276823381908654
2022-03-15 00:00:00+00:00,0.7216,0.7466,0.674,0.674,156320,,,,,,0.7268503499207122
2022-03-16 00:00:00+00:00,0.699,0.74,0.6801,0.74,245278,,,,,,0.7253234714931638
2022-03-17 00:00:00+00:00,0.7158,0.73,0.691,0.691,200154,,,,,,0.72449350521238
2022-03-18 00:00:00+00:00,0.6979,0.725,0.6811,0.72,116542,,,,,,0.7238025990234889
2022-03-21 00:00:00+00:00,0.672,0.7127,0.67,0.6964,480456,,,,,,0.7199503131215246
2022-03-22 00:00:00+00:00,0.7001,0.7001,0.6734,0.6734,251064,,,,,,0.7185285801159849
2022-03-23 00:00:00+00:00,0.7,0.7,0.684,0.6988,180715,,,,,,0.7177014167083586
2022-03-24 00:00:00+00:00,0.71,0.7281,0.698212,0.7,224358,,,,,,0.7173811927768092
2022-03-25 00:00:00+00:00,0.6892,0.71,0.6851,0.71,108016,,,,,,0.7169461432221365
2022-03-28 00:00:00+00:00,0.6711,0.708,0.6711,0.708,183087,,,,,,0.7159330974999036
2022-03-29 00:00:00+00:00,0.69,0.6987,0.6691,0.67,148737,,,,,,0.7152135303306254
2022-03-30 00:00:00+00:00,0.6926,0.7198,0.6803,0.6947,145138,,,,,,0.7147906287800636
2022-03-31 00:00:00+00:00,0.677,0.7,0.672,0.6945,151838,,,,,,0.7140583522354756
2022-04-01 00:00:00+00:00,0.677,0.683,0.6623,0.678,119054,,,,,,0.7133620969303762
2022-04-04 00:00:00+00:00,0.6807,0.6817,0.6653,0.6811,92509,,,,,,0.7128616224333753
2022-04-05 00:00:00+00:00,0.6696,0.6781,0.65,0.6738,183194,,,,,,0.7116676075693718
2022-04-06 00:00:00+00:00,0.62,0.6659,0.62,0.66,307940,,,,,,0.7085977019845087
2022-04-07 00:00:00+00:00,0.617,0.63,0.59,0.63,369963,,,,,,0.6858323236200333
2022-04-08 00:00:00+00:00,0.6296,0.64,0.61,0.62,300514,,,,,,0.6848916313581099
2022-04-11 00:00:00+00:00,0.6252,0.6363,0.615,0.634,194533,,,,,,0.6838328170015338
2022-04-12 00:00:00+00:00,0.671,0.6899,0.6202,0.6367,388386,,,,,,0.6849621954217233
2022-04-13 00:00:00+00:00,0.7265,0.7334,0.67,0.67,450783,,,,,,0.6894780942294727
2022-04-14 00:00:00+00:00,0.74,0.75,0.72,0.72,339372,,,,,,0.6932747925697462
2022-04-18 00:00:00+00:00,0.7551,0.7878,0.74,0.757,428111,,,,,0.7609666666666667,0.7113894532029167
2022-04-19 00:00:00+00:00,0.7334,0.778,0.7275,0.778,190825,,,,,0.7564447667179375,0.7118715532148526
2022-04-20 00:00:00+00:00,0.7501,0.751,0.722201,0.725,132565,,,,,0.7537380041033435,0.7121193090191564
2022-04-21 00:00:00+00:00,0.7201,0.7601,0.715,0.76,553718,,,,,0.7444028792779858,0.7124349392804181
2022-04-22 00:00:00+00:00,0.7,0.7349,0.7,0.72,351188,,,,,0.7374551476509095,0.7114068739760133
2022-04-25 00:00:00+00:00,0.68,0.7076,0.65,0.6904,313227,,,,,0.7281909467215736,0.7087856082851892
2022-04-26 00:00:00+00:00,0.6599,0.6899,0.65,0.6899,227282,,,,,0.7218190537803902,0.706713731236919
2022-04-27 00:00:00+00:00,0.6614,0.67,0.6479,0.67,136663,,,,,0.7181850369418248,0.7054420468273268
2022-04-28 00:00:00+00:00,0.66,0.6679,0.654,0.654,104968,,,,,0.7157077062919025,0.7045511656482443
2022-04-29 00:00:00+00:00,0.66,0.6776,0.66,0.6639,97189,,,,,0.7137974124757729,0.7038611826857709
2022-05-02 00:00:00+00:00,0.64,0.6627,0.62,0.66,209978,,,,,0.7082225955513454,0.7016286858923283
2022-05-03 00:00:00+00:00,0.6498,0.6577,0.6331,0.6331,72169,,,,,0.7066512045348701,0.7009837469419636
2022-05-04 00:00:00+00:00,0.66,0.66,0.630501,0.6439,69407,,,,,0.7052933917816823,0.700420570930234
2022-05-05 00:00:00+00:00,0.655,0.66,0.639778,0.66,96326,,,,,0.7035596646373617,0.6996897969574132
2022-05-06 00:00:00+00:00,0.6505,0.6553,0.6343,0.65,181626,,,,,0.7002969777876911,0.698261197533179
2022-05-09 00:00:00+00:00,0.6,0.6363,0.5911,0.635,228029,,,,,0.6941707489420484,0.6953906769645687
2022-05-10 00:00:00+00:00,0.5805,0.63,0.5801,0.592,102451,,,,,0.6913190060021935,0.6940062311474395
2022-05-11 00:00:00+00:00,0.59,0.66,0.5825,0.65,172315,,,,,0.6875379948820945,0.6921197222521774
2022-05-12 00:00:00+00:00,0.5691,0.5832,0.5563,0.5832,214289,,,,,0.681024605507111,0.6636859400111778
2022-05-13 00:00:00+00:00,0.5984,0.6057,0.57,0.57,73255,,,,,0.6793641939747073,0.6640158252251829
2022-05-16 00:00:00+00:00,0.5999,0.610007,0.59,0.61,62113,,,,,0.6781367551296009,0.6643127582785191
2022-05-17 00:00:00+00:00,0.5952,0.61,0.5901,0.61,59620,,,,,0.6769713020868641,0.6643020855210977
