date,Close,High,Low,Open,Volume,aVWAP_peak_424,aVWAP_peak_403,aVWAP_peak_369,aVWAP_peak_358,aVWAP_peak_318,aVWAP_peak_271,aVWAP_peak_224,aVWAP_peak_197,aVWAP_peak_156,aVWAP_peak_133,aVWAP_peak_113,aVWAP_peak_53,aVWAP_peak_32,aVWAP_valley_431,aVWAP_valley_380,aVWAP_valley_355,aVWAP_valley_335,aVWAP_valley_308,aVWAP_valley_286,aVWAP_valley_236,aVWAP_valley_211,aVWAP_valley_192,aVWAP_valley_146,aVWAP_valley_86,aVWAP_valley_51,aVWAP_valley_15,aVWAP_OB_bull_431,aVWAP_OB_bull_236,aVWAP_OB_bear_318,aVWAP_OB_bear_293,aVWAP_OB_bear_3,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore
2023-10-02 00:00:00+00:00,10.13,10.14,8.06,8.79,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2023-10-03 00:00:00+00:00,9.67,10.0,9.57,10.0,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2023-10-04 00:00:00+00:00,11.72,11.8,10.08,10.5,7121990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2023-10-05 00:00:00+00:00,10.9,12.38,10.035,11.91,6763367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.104999999999999,,,,#000000,,,
2023-10-06 00:00:00+00:00,11.49,11.79,10.56,10.81,5552659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.183898447031535,,,,#000000,,,
2023-10-09 00:00:00+00:00,11.07,11.5,10.12,11.5,4076908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.112464160574712,,,,#000000,,,
2023-10-10 00:00:00+00:00,10.7,11.19,10.5518,11.09,3703767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.057445746038947,,,,#000000,,,
2023-10-11 00:00:00+00:00,9.86,10.58,9.6,10.57,4838195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.854853384932238,,,,#000000,,,
2023-10-12 00:00:00+00:00,9.58,10.0,9.45,9.91,3211957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.720405492052699,,,,#000000,,,
2023-10-13 00:00:00+00:00,8.68,9.57,8.57,9.5,3874985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.504957378936211,,,,#000000,,,
2023-10-16 00:00:00+00:00,9.33,9.34,8.5,8.79,3631984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.357422881952646,,,,#000000,,,
2023-10-17 00:00:00+00:00,9.1,9.32,8.919,9.02,2463379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.277000261348325,,,,#000000,,,
2023-10-18 00:00:00+00:00,8.16,8.97,8.12,8.86,3720561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.111563959584327,,,,#000000,,,
2023-10-19 00:00:00+00:00,7.12,8.07,7.015,8.06,3705191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.891097643738648,,,,#000000,,,
2023-10-20 00:00:00+00:00,6.96,7.13,6.69,7.05,2570552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.732717497104677,,,,#000000,,,
2023-10-23 00:00:00+00:00,6.55,6.85,6.32,6.8,4117334,,,,,,,,,,,,,,,,,,,,,,,,,,6.573333333333332,,,,,9.483664637039432,6.573333333333332,,6.573333333333332,#000000,,6.573333333333332,
2023-10-24 00:00:00+00:00,6.74,6.83,6.51,6.53,3003539,,,,,,,,,,,,,,,,,,,,,,,,,,6.623948571099826,,,,,9.331931799682195,6.623948571099826,,6.623948571099826,#000000,,6.623948571099826,
2023-10-25 00:00:00+00:00,6.83,7.098,6.7,6.74,2176400,,,,,,,,,,,,,,,,,,,,,,,,,,6.682951327054001,,,,,9.238829247251564,6.682951327054001,,6.682951327054001,#000000,,6.682951327054001,
2023-10-26 00:00:00+00:00,6.76,6.96,6.72,6.78,2513791,,,,,,,,,,,,,,,,,,,,,,,,,,6.710700995834639,,,,,9.137081501699244,6.710700995834639,,6.710700995834639,#000000,,6.710700995834639,
2023-10-27 00:00:00+00:00,6.85,7.145,6.82,6.9,1978509,,,,,,,,,,,,,,,,,,,,,,,,,,6.743361371063966,,,,,9.066806433311765,6.743361371063966,,6.743361371063966,#000000,,6.743361371063966,
2023-10-30 00:00:00+00:00,6.71,7.06,6.66,6.95,2005443,,,,,,,,,,,,,,,,,,,,,,,,,,6.751822266065869,,,,,8.995988073048977,6.751822266065869,,6.751822266065869,#000000,,6.751822266065869,
2023-10-31 00:00:00+00:00,6.7,6.89,6.56,6.59,1305367,,,,,,,,,,,,,,,,,,,,,,,,,,6.749138644341084,,,,,8.950363574379535,6.749138644341084,,6.749138644341084,#000000,,6.749138644341084,
2023-11-01 00:00:00+00:00,6.6,6.68,6.41,6.6,1805289,,,,,,,,,,,,,,,,,,,,,,,,,,6.731396229043502,,,,,8.886064374811209,6.731396229043502,,6.731396229043502,#000000,,6.731396229043502,
2023-11-02 00:00:00+00:00,7.04,7.04,6.61,6.66,2194903,,,,,,,,,,,,,,,,,,,,,,,,,,6.748587825924173,,,,,8.822976994356257,6.748587825924173,,6.748587825924173,#000000,,6.748587825924173,
2023-11-03 00:00:00+00:00,7.36,7.49,7.08,7.15,1857656,,,,,,,,,,,,,,,,,,,,,,,,,,6.79401426551549,,,,,8.783431164331393,6.79401426551549,,6.79401426551549,#000000,,6.79401426551549,
2023-11-06 00:00:00+00:00,7.16,7.57,7.07,7.55,1498936,,,,,,,,,,,,,,,,,,,,,,,,,,6.822982285383529,,,,,8.752102628348268,6.822982285383529,,6.822982285383529,#000000,,6.822982285383529,
2023-11-07 00:00:00+00:00,7.25,7.4,6.97,7.05,1171240,,,,,,,,,,,,,,,,,,,,,,,,,,6.840516987978742,,,,,8.727556527404209,6.840516987978742,,6.840516987978742,#000000,,6.840516987978742,
2023-11-08 00:00:00+00:00,7.5,7.54,7.1802,7.33,1687973,,,,,,,,,,,,,,,,,,,,,,,,,,6.875505441907015,,,,,8.697999092849386,6.875505441907015,,6.875505441907015,#000000,,6.875505441907015,
2023-11-09 00:00:00+00:00,7.1,7.53,7.0702,7.53,2005608,,,,,,,,,,,,,,,,,,,,,,,,,,6.899985234643707,,,,,8.660065432926649,6.899985234643707,,6.899985234643707,#000000,,6.899985234643707,
2023-11-10 00:00:00+00:00,7.37,7.4,6.995,7.12,1337433,,,,,,,,,,,,,,,,,,,,,,,,,,6.9154717783287545,,,,,8.636209763566907,6.9154717783287545,,6.9154717783287545,#000000,,6.9154717783287545,
2023-11-13 00:00:00+00:00,7.18,7.31,6.92,7.31,2164091,,,,,,,,,,,,,,,,,,,,,,,,,,6.930055405671803,,,,,8.596115035092865,6.930055405671803,,6.930055405671803,#000000,,6.930055405671803,
2023-11-14 00:00:00+00:00,7.47,7.545,7.24,7.4,1846449,,,,,,,,,,,,,,,,,,,,,,,,,,6.956060058265808,,,,,8.56984512939174,6.956060058265808,,6.956060058265808,#000000,,6.956060058265808,
