date,Close,High,Low,Open,Volume,aVWAP_peak_322,aVWAP_peak_308,aVWAP_peak_292,aVWAP_peak_282,aVWAP_peak_261,aVWAP_peak_207,aVWAP_peak_191,aVWAP_peak_178,aVWAP_peak_163,aVWAP_peak_121,aVWAP_peak_104,aVWAP_peak_83,aVWAP_peak_50,aVWAP_peak_20,aVWAP_valley_305,aVWAP_valley_269,aVWAP_valley_245,aVWAP_valley_210,aVWAP_valley_196,aVWAP_valley_182,aVWAP_valley_169,aVWAP_valley_111,aVWAP_valley_96,aVWAP_valley_44,aVWAP_valley_14,aVWAP_OB_bull_305,aVWAP_OB_bull_269,aVWAP_OB_bull_111,aVWAP_OB_bear_207,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore
2022-01-03 00:00:00+00:00,52.04,54.24,51.03,51.67,113651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-04 00:00:00+00:00,51.05,52.84,50.01,52.04,110538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-05 00:00:00+00:00,48.63,51.58,48.35,51.58,74308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-06 00:00:00+00:00,48.44,50.0,48.1,48.74,90233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-07 00:00:00+00:00,47.5,49.03,47.1,48.54,118399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-10 00:00:00+00:00,47.21,47.36,44.45,46.76,187313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-11 00:00:00+00:00,47.33,47.715,46.496,47.62,128196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-12 00:00:00+00:00,46.29,47.5788,45.8399,46.94,156334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-13 00:00:00+00:00,46.65,47.355,46.01,46.84,168483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-14 00:00:00+00:00,45.04,46.27,44.1,46.0,205874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-18 00:00:00+00:00,43.07,44.6558,42.85,44.11,211271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-19 00:00:00+00:00,41.79,43.505,41.6,43.48,211954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-20 00:00:00+00:00,40.83,43.52,40.83,41.34,210317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-21 00:00:00+00:00,40.84,42.41,40.22,40.42,152442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-24 00:00:00+00:00,44.66,44.94,39.641,40.05,387203,,,,,,,,,,,,,,,,,,,,,,,,,43.08033333333333,,,,,43.08033333333333,,43.08033333333333,#000000,,43.08033333333333,
2022-01-25 00:00:00+00:00,44.61,45.23,43.436,43.57,207658,,,,,,,,,,,,,,,,,,,,,,,,,43.54985480137377,,,,,43.54985480137377,,43.54985480137377,#000000,,43.54985480137377,
2022-01-26 00:00:00+00:00,44.31,46.01,43.52,45.55,277148,,,,,,,,,,,,,,,,,,,,,,,,,43.88785698733232,,,,,43.88785698733232,,43.88785698733232,#000000,,43.88785698733232,
2022-01-27 00:00:00+00:00,42.19,44.58,41.88,44.58,249663,,,,,,,,,,,,,,,,,,,,,,,,,43.66426899634356,,,,,43.66426899634356,,43.66426899634356,#000000,,43.66426899634356,
2022-01-28 00:00:00+00:00,43.82,43.83,40.95,42.37,126929,,,,,,,,,,,,,,,,,,,,,,,,,43.583187156665744,,,,,43.583187156665744,,43.583187156665744,#000000,,43.583187156665744,
2022-01-31 00:00:00+00:00,45.58,45.74,43.09,43.09,93001,,,,,,,,,,,,,,,,,,,,,,,,,43.66776873494027,,,,,43.66776873494027,,43.66776873494027,#000000,,43.66776873494027,
2022-02-01 00:00:00+00:00,45.71,46.3725,41.17,41.17,105948,,,,,,,,,,,,,,44.4175,,,,,,,,,,,43.72264250653403,,,,,44.07007125326702,44.4175,43.72264250653403,#000000,,44.07007125326702,
2022-02-02 00:00:00+00:00,44.54,46.09,43.5,46.09,99060,,,,,,,,,,,,,,44.558836191758374,,,,,,,,,,,43.78588251746292,,,,,44.17235935461065,44.558836191758374,43.78588251746292,#000000,,44.17235935461065,
2022-02-03 00:00:00+00:00,43.28,45.315,43.15,44.1,97930,,,,,,,,,,,,,,44.35070489671154,,,,,,,,,,,43.793571278493275,,,,,44.07213808760241,44.35070489671154,43.793571278493275,#000000,,44.07213808760241,
2022-02-04 00:00:00+00:00,43.24,43.65,41.55,43.41,86604,,,,,,,,,,,,,,44.00891241509259,,,,,,,,,,,43.74453288133935,,,,,43.876722648215974,44.00891241509259,43.74453288133935,#000000,,43.876722648215974,
2022-02-07 00:00:00+00:00,43.14,44.2927,42.34,43.08,83219,,,,,,,,,,,,,,43.87665480112219,,,,,,,,,,,43.722197306033394,,,,,43.79942605357779,43.87665480112219,43.722197306033394,#000000,,43.79942605357779,
2022-02-08 00:00:00+00:00,43.49,44.09,42.42,42.95,113360,,,,,,,,,,,,,,43.7715725372406,,,,,,,,,,,43.69933010989304,,,,,43.73545132356682,43.7715725372406,43.69933010989304,#000000,,43.73545132356682,
2022-02-09 00:00:00+00:00,42.75,43.88,42.495,43.76,69410,,,,,,,,,,,,,,43.6942874561742,,,,,,,,,,,43.676473134621816,,,,,43.685380295398005,43.6942874561742,43.676473134621816,#000000,,43.685380295398005,
2022-02-10 00:00:00+00:00,41.16,42.3859,40.81,41.95,255922,,,,,,,,,,,,,,43.06467822663373,,,,,,,,,,,43.423793930478105,,,,,43.244236078555915,43.06467822663373,43.423793930478105,#000000,,43.244236078555915,
2022-02-11 00:00:00+00:00,40.73,41.6788,40.29,41.04,154540,,,,,,,,,,,,,,42.75080075356967,,,,,,,,,,,43.261769615750715,,,,,43.00628518466019,42.75080075356967,43.261769615750715,#000000,,43.00628518466019,
2022-02-14 00:00:00+00:00,39.04,40.86,38.52,40.86,226944,,,,,,,,,,,,,,42.175520158909514,,,,,,,,,,,42.935426796883,,,,,42.55547347789626,42.175520158909514,42.935426796883,#000000,,42.55547347789626,
2022-02-15 00:00:00+00:00,41.27,41.81,39.48,39.5,175914,,,,,,,,,,,,,,42.01717110020008,,,,,,,,,,,42.805102827918965,,,,,42.41113696405952,42.01717110020008,42.805102827918965,#000000,,42.41113696405952,
2022-02-16 00:00:00+00:00,40.77,41.73,40.32,41.27,94850,,,,,,,,,,,,,,41.95183272742039,,,,,,,,,,,42.744212448076276,,,,,42.34802258774833,41.95183272742039,42.744212448076276,#000000,,42.34802258774833,
2022-02-17 00:00:00+00:00,39.24,41.27,39.13,40.42,93871,,,,,,,,,,,,,,41.83450146823184,,,,,,,,,,,42.65456560307383,,,,,42.244533535652835,41.83450146823184,42.65456560307383,#000000,,42.244533535652835,
