date,Open,High,Low,Close,Volume,aVWAP_peak_882,aVWAP_peak_869,aVWAP_peak_857,aVWAP_peak_842,aVWAP_peak_793,aVWAP_peak_776,aVWAP_peak_757,aVWAP_valley_860,aVWAP_valley_820,aVWAP_valley_819,aVWAP_valley_768,aVWAP_valley_739,aVWAP_valley_697,aVWAP_valley_685,aVWAP_valley_636,aVWAP_valley_625,aVWAP_valley_624,aVWAP_valley_563,aVWAP_valley_464,aVWAP_valley_441,aVWAP_valley_418,aVWAP_valley_396,aVWAP_valley_346,aVWAP_valley_311,aVWAP_valley_276,aVWAP_valley_251,aVWAP_valley_221,aVWAP_valley_192,aVWAP_valley_178,aVWAP_valley_163,aVWAP_valley_151,aVWAP_valley_104,aVWAP_valley_83,aVWAP_valley_43,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,15.435,15.485,15.365,15.425,2387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2387.0,False,False,False,False
2024-12-19 16:00:00+00:00,15.425,15.53,15.34,15.445,1172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1172.0,18.170542635658915,False,False,False,False,2368.162790697674,False,False,False,False
2024-12-19 17:00:00+00:00,15.445,15.45,15.38,15.41,1332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-160.0,15.408208641307613,False,False,False,False,2352.098251307012,False,False,False,False
2024-12-19 18:00:00+00:00,15.41,15.53,15.385,15.53,1437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1277.0,34.96777129803152,False,False,False,False,2337.9106815193063,False,False,False,False
2024-12-19 19:00:00+00:00,15.53,15.54,15.4,15.405,1521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-244.0,30.64268957248065,False,False,False,False,2325.245399635286,False,False,False,False
2024-12-19 20:00:00+00:00,15.405,15.47,15.32,15.37,3706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3950.0,-31.072700963526806,False,False,False,False,2346.652447702956,False,False,False,False
2024-12-20 15:00:00+00:00,15.4,15.585,15.4,15.48,2508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1442.0,-52.94754280905352,False,False,False,False,2349.15396014167,False,False,False,False
2024-12-20 16:00:00+00:00,15.48,15.555,15.41,15.5,1079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-363.0,-57.75455764922324,False,False,False,False,2329.461650682109,False,False,False,False
2024-12-20 17:00:00+00:00,15.5,15.565,15.495,15.545,1237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,874.0,-43.30875055388644,False,False,False,False,2312.524260749053,False,False,False,False
2024-12-20 18:00:00+00:00,15.54,15.565,15.475,15.55,1933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2807.0,0.8820827880342819,False,False,False,False,2306.6401636831765,False,False,False,False
