date,Open,High,Low,Close,Volume,aVWAP_peak_870,aVWAP_peak_860,aVWAP_peak_836,aVWAP_peak_816,aVWAP_peak_804,aVWAP_peak_787,aVWAP_peak_763,aVWAP_peak_745,aVWAP_peak_713,aVWAP_peak_671,aVWAP_peak_630,aVWAP_peak_598,aVWAP_peak_563,aVWAP_peak_552,aVWAP_peak_511,aVWAP_peak_510,aVWAP_peak_497,aVWAP_peak_467,aVWAP_peak_433,aVWAP_peak_371,aVWAP_peak_305,aVWAP_peak_301,aVWAP_peak_278,aVWAP_peak_247,aVWAP_valley_874,aVWAP_valley_832,aVWAP_valley_812,aVWAP_valley_782,aVWAP_valley_738,aVWAP_valley_722,aVWAP_valley_689,aVWAP_valley_654,aVWAP_valley_617,aVWAP_valley_543,Peaks_avg,Valleys_avg,color,OB,OB_High,OB_Low,OB_Mitigated_Index
2024-12-16 15:00:00+00:00,204.605,205.78,203.715,204.34,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 16:00:00+00:00,203.85,204.73,203.44,204.2,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 17:00:00+00:00,204.2,205.59,204.2,205.59,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 18:00:00+00:00,205.59,205.71,205.17,205.235,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,-1.0,205.71,205.17,0.0
2024-12-16 19:00:00+00:00,205.075,205.075,204.535,204.93,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-16 20:00:00+00:00,204.925,204.925,203.23,204.14,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 15:00:00+00:00,201.19,201.19,199.365,200.935,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 16:00:00+00:00,200.935,201.835,200.38,201.01,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 17:00:00+00:00,201.03,201.55,200.04,200.74,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 18:00:00+00:00,200.74,200.905,200.13,200.905,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 19:00:00+00:00,200.905,201.27,200.56,200.56,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-17 20:00:00+00:00,200.56,201.025,199.04,200.815,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 15:00:00+00:00,201.895,202.145,200.795,201.875,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 16:00:00+00:00,201.875,203.16,201.875,202.725,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 17:00:00+00:00,202.725,202.9,201.79,202.425,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 18:00:00+00:00,202.425,202.91,202.09,202.52,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 19:00:00+00:00,202.52,202.52,195.48,195.48,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-18 20:00:00+00:00,195.48,195.5,191.44,191.44,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-19 15:00:00+00:00,193.7,194.02,190.305,190.67,533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-19 16:00:00+00:00,190.67,192.52,190.64,192.52,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-19 17:00:00+00:00,192.52,193.0,191.76,191.77,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-19 18:00:00+00:00,191.5,193.135,190.445,193.135,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-19 19:00:00+00:00,193.135,194.025,193.135,193.71,441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-19 20:00:00+00:00,193.81,194.0,191.95,191.95,1293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-20 15:00:00+00:00,191.54,192.285,190.705,192.0,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-20 16:00:00+00:00,192.005,194.855,192.005,194.855,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-20 17:00:00+00:00,194.855,196.97,194.855,195.19,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-20 18:00:00+00:00,195.19,195.19,192.915,193.935,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-20 19:00:00+00:00,193.935,194.245,193.0,193.99,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-20 20:00:00+00:00,193.99,193.99,190.26,190.26,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-23 15:00:00+00:00,189.87,189.87,188.65,189.4,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-23 16:00:00+00:00,189.4,189.4,189.4,189.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-23 17:00:00+00:00,189.4,189.4,189.4,189.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
2024-12-23 18:00:00+00:00,189.4,189.4,189.4,189.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,0.0,0.0
