date,Close,High,Low,Open,Volume,aVWAP_peak_161,aVWAP_peak_71,aVWAP_peak_46,aVWAP_peak_21,aVWAP_valley_121,aVWAP_valley_99,aVWAP_valley_72,aVWAP_valley_34,aVWAP_valley_15,aVWAP_OB_bull_164,aVWAP_OB_bear_46,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore
2024-10-10 00:00:00+00:00,24.5678885173,24.771424425,24.3621831377,24.771424425,6935,,,,,,,,,,,,,,,#000000,,,
2024-10-11 00:00:00+00:00,23.4826595134,23.5782148886,22.4836177106,22.7285708088,14212,,,,,,,,,,,,,,,#000000,,,
2024-10-14 00:00:00+00:00,23.6528644439,24.2783626331,23.114934029,24.0121092655,23725,,,,,,,,,,,,,,,#000000,,,
2024-10-15 00:00:00+00:00,21.9780321492,23.4105738794,21.6261832545,23.4105738794,16763,,,,,,,,,,,,,,,#000000,,,
2024-10-16 00:00:00+00:00,22.1817652816,22.523062654,21.911666032,22.5033401823,12170,,,,,,,,,,,,,,,#000000,,,
2024-10-17 00:00:00+00:00,23.4035724019,24.2685013973,23.1837654551,23.2232103985,17974,,,,,,,,,,,,,,,#000000,,,
2024-10-18 00:00:00+00:00,23.0457081534,23.6472435395,22.6808424274,23.2626553418,49166,,,,,,,,,,,,,,,#000000,,,
2024-10-21 00:00:00+00:00,22.936642885,23.4007126435,22.5723688331,22.6808424274,16088,,,,,,,,,,,,,,,#000000,,,
2024-10-22 00:00:00+00:00,22.8113065775,22.947095795,22.4431866437,22.6709811915,15661,,,,,,,,,,,,,,,#000000,,,
2024-10-23 00:00:00+00:00,21.3397143534,22.5920913048,21.122767165,22.4047278239,32042,,,,,,,,,,,,,,,#000000,,,
2024-10-24 00:00:00+00:00,20.7680585119,21.4777716551,20.5606767222,21.4777716551,16792,,,,,,,,,,,,,,,#000000,,,
2024-10-25 00:00:00+00:00,21.0924931709,22.0306911486,21.0924931709,21.3890205326,15559,,,,,,,,,,,,,,,#000000,,,
2024-10-28 00:00:00+00:00,20.9058199765,21.3584507015,20.8072076181,21.3584507015,28156,,,,,,,,,,,,,,,#000000,,,
2024-10-29 00:00:00+00:00,22.6151665967,22.9175120875,20.6691503164,20.6888727881,31466,,,,,,,,,,,,,,,#000000,,,
2024-10-30 00:00:00+00:00,21.9749751661,22.5220765304,21.8919435603,22.2370868147,31711,,,,,,,,,,,,,,,#000000,,,
2024-10-31 00:00:00+00:00,20.3226264891,20.8466525615,19.7520553835,20.8466525615,18480,,,,,,,,,20.307111478033335,,,20.307111478033335,,20.307111478033335,#000000,,20.307111478033335,
2024-11-01 00:00:00+00:00,20.0029252232,20.5508154864,19.8308466578,19.9098351569,19219,,,,,,,,,20.215900023486288,,,20.215900023486288,,20.215900023486288,#000000,,20.215900023486288,
2024-11-04 00:00:00+00:00,19.9380382914,20.8367913257,19.9380382914,20.1366435812,11569,,,,,,,,,20.221000878120112,,,20.221000878120112,,20.221000878120112,#000000,,20.221000878120112,
2024-11-05 00:00:00+00:00,21.0931834575,21.2992832865,20.7283177314,20.7569153154,17700,,,,,,,,,20.43753583305581,,,20.43753583305581,,20.43753583305581,#000000,,20.43753583305581,
2024-11-06 00:00:00+00:00,22.5675368276,22.7202873707,21.8334664318,22.6118137765,21275,,,,,,,,,20.904351835876017,,,20.904351835876017,,20.904351835876017,#000000,,20.904351835876017,
2024-11-07 00:00:00+00:00,23.6239710229,23.8444682562,23.1147368042,23.1147368042,30226,,,,,,,,,21.57367535657274,,,21.57367535657274,,21.57367535657274,#000000,,21.57367535657274,
2024-11-08 00:00:00+00:00,23.5289087094,23.9332193788,23.1706500114,23.4697412944,15290,,,,23.544259366533336,,,,,21.798932943070078,,,22.671596154801705,23.544259366533336,21.798932943070078,#000000,,22.671596154801705,
2024-11-11 00:00:00+00:00,22.3234712406,23.5190474736,21.8031924378,23.5190474736,21683,,,,22.960332603536816,,,,,21.90350177666514,,,22.43191719010098,22.960332603536816,21.90350177666514,#000000,,22.43191719010098,
2024-11-12 00:00:00+00:00,21.6848576077,22.2420174326,21.082336098,22.2420174326,32001,,,,22.36155120136302,,,,,21.86359255016527,,,22.112571875764147,22.36155120136302,21.86359255016527,#000000,,22.112571875764147,
