date,Open,High,Low,Close,Volume,aVWAP_OB_bull_876,aVWAP_OB_bull_180,aVWAP_OB_bull_121,aVWAP_OB_bear_847,aVWAP_OB_bear_719,aVWAP_OB_bear_615,aVWAP_OB_bear_107,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,32.41,32.635,32.385,32.58,19781.0,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,19781.0,False,False,False,False
2024-12-16 16:00:00+00:00,32.575,32.74,32.535,32.72,18236.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18236.0,282.72868217054264,False,False,False,False,19757.046511627905,False,False,False,False
2024-12-16 17:00:00+00:00,32.715,32.775,32.685,32.74,28284.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,46520.0,999.5856018268132,False,False,False,False,19889.247340904993,False,False,False,False
2024-12-16 18:00:00+00:00,32.735,32.75,32.64,32.71,11557.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,93.68667186282144,44.3180046765393,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34963.0,1526.1501661395757,False,False,False,False,19760.065211588637,False,False,False,False
2024-12-16 19:00:00+00:00,32.715,32.715,32.52,32.56,22869.0,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,75.54015934147708,28.36494309556008,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12094.0,1689.992799222683,False,False,False,False,19808.265750943854,False,False,False,False
2024-12-16 20:00:00+00:00,32.545,32.545,32.3,32.32,60072.0,,,,,,,,,#000000,,,,57.14385783797716,13.099088994080532,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-47978.0,919.9463992347344,False,False,False,False,20432.509692789685,False,False,False,False
2024-12-17 15:00:00+00:00,32.46,32.48,32.29,32.415,18395.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,49.5669282235314,8.045129432128249,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-29583.0,447.0325015721803,False,False,False,False,20400.92039522705,False,False,False,False
2024-12-17 16:00:00+00:00,32.425,32.445,32.275,32.385,29734.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.83863116695821,4.165234866464331,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59317.0,-479.54164573901625,False,False,False,False,20545.61930382818,False,False,False,False
2024-12-17 17:00:00+00:00,32.385,32.43,32.28,32.295,16756.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.226841535808646,-0.11546235536858518,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-76073.0,-1651.5332481306593,False,False,False,False,20486.865516171933,False,False,False,False
2024-12-17 18:00:00+00:00,32.295,32.325,32.2,32.23,19784.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.41531946397532,-4.060240922408838,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-95857.0,-3112.0831202526642,False,False,False,False,20475.96837638632,False,False,False,False
