date,Open,High,Low,Close,Volume,aVWAP_peak_219,aVWAP_peak_204,aVWAP_peak_152,aVWAP_peak_130,aVWAP_peak_108,aVWAP_peak_63,aVWAP_peak_42,aVWAP_peak_41,aVWAP_peak_39,aVWAP_valley_207,aVWAP_valley_206,aVWAP_valley_178,aVWAP_valley_177,aVWAP_valley_159,aVWAP_valley_146,aVWAP_valley_118,aVWAP_valley_117,aVWAP_valley_89,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,65.385,65.385,64.89,64.89,15.0,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,64.72,64.72,64.715,64.715,200.0,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,64.715,65.22,64.715,65.22,11.0,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,65.22,66.77,65.22,66.42,2309.0,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,66.21,66.21,65.48,65.8,1004.0,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,65.8,65.8,65.5,65.5,2.0,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,65.5,65.68,65.5,65.65,3.0,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,65.65,65.66,65.39,65.46,85.0,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,65.46,65.505,65.46,65.505,88.0,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,65.6,65.6,65.58,65.58,27.0,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,65.54,65.54,65.42,65.51,269.0,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,65.525,65.525,64.66,64.66,366.0,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,64.73,64.73,64.63,64.63,335.0,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,64.63,64.82,64.63,64.82,134.0,,,,,,,,,,,,,,,,,,,,,#000000
