date,Close,High,Low,Open,Volume,aVWAP_peak_150,aVWAP_peak_114,aVWAP_peak_103,aVWAP_peak_80,aVWAP_peak_57,aVWAP_peak_32,aVWAP_peak_14,aVWAP_valley_171,Peaks_avg,Valleys_avg,color
2021-12-31 00:00:00+00:00,10.26,12.54,9.945,11.1,2336413,,,,,,,,,,,#000000
2022-01-07 00:00:00+00:00,8.76,10.89,8.64,10.26,1175111,,,,,,,,,,,#000000
2022-01-14 00:00:00+00:00,8.04,9.21,7.77,8.7,2007848,,,,,,,,,,,#000000
2022-01-21 00:00:00+00:00,6.51,7.83,6.39,7.8,1146979,,,,,,,,,,,#000000
2022-01-28 00:00:00+00:00,6.03,7.095,5.565,6.27,1461088,,,,,,,,,,,#000000
2022-02-04 00:00:00+00:00,6.81,7.2003,5.94,6.06,1138915,,,,,,,,,,,#000000
2022-02-11 00:00:00+00:00,6.93,7.95,6.84,6.9747,911155,,,,,,,,,,,#000000
2022-02-18 00:00:00+00:00,6.42,7.71,6.345,6.99,595167,,,,,,,,,,,#000000
2022-02-25 00:00:00+00:00,6.81,6.87,5.52,6.09,561961,,,,,,,,,,,#000000
2022-03-04 00:00:00+00:00,6.03,7.1097,5.97,6.72,550826,,,,,,,,,,,#000000
2022-03-11 00:00:00+00:00,6.06,6.75,5.85,6.06,601610,,,,,,,,,,,#000000
2022-03-18 00:00:00+00:00,7.38,7.53,5.52,6.12,525872,,,,,,,,,,,#000000
2022-03-25 00:00:00+00:00,8.88,9.06,6.75,7.41,1891496,,,,,,,,,,,#000000
2022-04-01 00:00:00+00:00,8.64,9.36,8.3082,8.94,811147,,,,,,,,,,,#000000
2022-04-08 00:00:00+00:00,7.62,9.42,7.56,8.7,594230,,,,,,,8.2,,8.2,,#000000
2022-04-15 00:00:00+00:00,6.93,7.74,6.87,7.53,392928,,,,,,,7.793999582640265,,7.793999582640265,,#000000
2022-04-22 00:00:00+00:00,5.73,6.99,5.64,6.81,657616,,,,,,,7.124698566489985,,7.124698566489985,,#000000
2022-04-29 00:00:00+00:00,5.64,6.0,5.31,5.7,365534,,,,,,,6.856554348885842,,6.856554348885842,,#000000
2022-05-06 00:00:00+00:00,5.37,6.33,5.205,5.58,491532,,,,,,,6.616557765484603,,6.616557765484603,,#000000
2022-05-13 00:00:00+00:00,3.345,5.25,2.55,5.25,1576855,,,,,,,5.494793115199837,,5.494793115199837,,#000000
2022-05-20 00:00:00+00:00,3.48,3.84,3.15,3.27,515359,,,,,,,5.26989628659132,,5.26989628659132,,#000000
2022-05-27 00:00:00+00:00,3.57,3.6,3.03,3.54,444569,,,,,,,5.104911146358837,,5.104911146358837,,#000000
2022-06-03 00:00:00+00:00,4.05,4.29,3.63,3.99,398908,,,,,,,5.023119065436132,,5.023119065436132,,#000000
2022-06-10 00:00:00+00:00,3.45,4.2,3.36,4.05,250161,,,,,,,4.963605009729781,,4.963605009729781,,#000000
2022-06-17 00:00:00+00:00,2.58,4.23,2.4,3.24,1939438,,,,,,,4.482096301623284,,4.482096301623284,,#000000
2022-06-24 00:00:00+00:00,2.85,2.904,2.49,2.6997,584023,,,,,,,4.3587577005324345,,4.3587577005324345,,#000000
2022-07-01 00:00:00+00:00,2.6238,3.0,2.43,2.85,870776,,,,,,,4.198239340849285,,4.198239340849285,,#000000
2022-07-08 00:00:00+00:00,2.76,2.88,2.538,2.64,239824,,,,,,,4.160362524366394,,4.160362524366394,,#000000
2022-07-15 00:00:00+00:00,2.5206,2.763,2.4528,2.7627,280961,,,,,,,4.114088378493831,,4.114088378493831,,#000000
2022-07-22 00:00:00+00:00,3.09,3.3,2.55,2.55,761341,,,,,,,4.030778517616898,,4.030778517616898,,#000000
2022-07-29 00:00:00+00:00,3.03,3.1383,2.700303,3.03,334678,,,,,,,3.9971635601783877,,3.9971635601783877,,#000000
2022-08-05 00:00:00+00:00,3.54,3.57,2.91,2.94,392107,,,,,,,3.9739301141913512,,3.9739301141913512,,#000000
2022-08-12 00:00:00+00:00,4.02,4.32,3.6,3.72,443797,,,,,,3.9799999999999995,3.9741636540168543,,3.977081827008427,,#000000
2022-08-19 00:00:00+00:00,3.63,4.08,3.51,3.9,716864,,,,,,3.8317677771545697,3.9604621905249004,,3.896114983839735,,#000000
2022-08-26 00:00:00+00:00,3.42,3.72,3.36,3.48,221170,,,,,,3.778666436054771,3.952297105221328,,3.8654817706380493,,#000000
2022-09-02 00:00:00+00:00,3.21,3.48,3.21,3.42,164923,,,,,,3.727628517527674,3.9437845042084754,,3.835706510868075,,#000000
2022-09-09 00:00:00+00:00,3.57,3.69,3.09,3.24,223522,,,,,,3.6925740506000198,3.9352026906279365,,3.813888370613978,,#000000
2022-09-16 00:00:00+00:00,2.9223,3.66,2.9031,3.54,242723,,,,,,3.62857448086164,3.9208769177550185,,3.774725699308329,,#000000
2022-09-23 00:00:00+00:00,2.6097,2.97,2.4867,2.922,233504,,,,,,3.5308932846294887,3.8993062879374105,,3.7150997862834494,,#000000
2022-09-30 00:00:00+00:00,2.76,2.8797,2.52,2.52,190924,,,,,,3.4673680664897866,3.8826613646728,,3.6750147155812933,,#000000
2022-10-07 00:00:00+00:00,2.7285,3.06,2.5404,2.7876,212780,,,,,,3.411883546530517,3.865529368022539,,3.6387064572765278,,#000000
2022-10-14 00:00:00+00:00,2.4189,2.7714,2.406,2.67,192606,,,,,,3.352276534123068,3.8470972672046595,,3.5996869006638637,,#000000
2022-10-21 00:00:00+00:00,2.3901,2.6091,2.175,2.4471,377099,,,,,,3.2397437754199494,3.8087385573503063,,3.524241166385128,,#000000
2022-10-28 00:00:00+00:00,2.3103,2.6097,2.28,2.46,484650,,,,,,3.129884142686774,3.7625927924822866,,3.4462384675845303,,#000000
2022-11-04 00:00:00+00:00,2.172,2.4,2.0664,2.3394,278613,,,,,,3.0657364303099914,3.7339479742774575,,3.3998422022937245,,#000000
2022-11-11 00:00:00+00:00,2.052603,2.2476,1.8615,2.1663,277858,,,,,,2.9997555827091693,3.7035403170372767,,3.351647949873223,,#000000
2022-11-18 00:00:00+00:00,1.8,2.145,1.7853,2.145,298777,,,,,,2.928356988023185,3.6693028433474653,,3.2988299156853254,,#000000
2022-11-25 00:00:00+00:00,1.9647,1.9647,1.734,1.8048,130227,,,,,,2.8994641211056544,3.6546015202980167,,3.2770328207018355,,#000000
2022-12-02 00:00:00+00:00,1.8363,1.947,1.6668,1.947,187856,,,,,,2.8577650234144127,3.63298046695602,,3.2453727451852163,,#000000
2022-12-09 00:00:00+00:00,1.7403,1.86,1.6899,1.8363,203317,,,,,,2.813975647760671,3.609475871570766,,3.2117257596657183,,#000000
2022-12-16 00:00:00+00:00,1.5,1.83,1.4796,1.7265,418325,,,,,,2.7218773662060523,3.5588877833584838,,3.140382574782268,,#000000
2022-12-23 00:00:00+00:00,1.35,1.5294,1.320303,1.5,738955,,,,,,2.5652880239630105,3.4668245542263323,,3.0160562890946716,,#000000
2022-12-30 00:00:00+00:00,1.5879,1.68,1.2114,1.335,550979,,,,,,2.4782778195928135,3.406004532538616,,2.942141176065715,,#000000
2023-01-06 00:00:00+00:00,1.8387,1.89,1.6053,1.6371,144689,,,,,,2.463665735841756,3.3929363287136574,,2.928301032277707,,#000000
2023-01-13 00:00:00+00:00,2.5185,2.7,1.8606,1.89,351615,,,,,,2.458648298130205,3.373166559838367,,2.915907428984286,,#000000
2023-01-20 00:00:00+00:00,2.4,2.7,2.16,2.5611,190020,,,,,,2.457665934170863,3.363411387228423,,2.910538660699643,,#000000
2023-01-27 00:00:00+00:00,2.373,2.4585,1.98,2.34,186547,,,,,,2.4531092003895676,3.3525396662427926,,2.90282443331618,,#000000
2023-02-03 00:00:00+00:00,2.55,2.85,2.25,2.4,215852,,,,,2.55,2.455763879645609,3.3434074241738334,,2.7830571012731475,,#000000
2023-02-10 00:00:00+00:00,2.3406,2.76,2.34,2.5308,187239,,,,,2.5175773406005097,2.4563311642382164,3.334970182139886,,2.769626228992871,,#000000
2023-02-17 00:00:00+00:00,2.2878,2.55,2.2809,2.52,166774,,,,,2.4752367532661244,2.454640954994804,3.3266667137912798,,2.752181474017403,,#000000
2023-02-24 00:00:00+00:00,2.0412,2.3535,2.04,2.3535,117726,,,,,2.418678094681286,2.4502739052949063,3.319510378883174,,2.7294874596197887,,#000000
2023-03-03 00:00:00+00:00,2.01,2.13,1.9236,2.1,129750,,,,,2.355579849536485,2.4437085239778478,3.31090275051906,,2.703397041344464,,#000000
2023-03-10 00:00:00+00:00,1.62,2.1,1.554,1.9716,124330,,,,,2.276680634531593,2.433799873142073,3.30109955886394,,2.670526688845868,,#000000
2023-03-17 00:00:00+00:00,1.74,1.9197,1.65,1.65,161378,,,,,2.202537740390499,2.4215769320121447,3.288655004441731,,2.6375898922814582,,#000000
2023-03-24 00:00:00+00:00,1.92,1.98,1.653,1.77,178587,,,,,2.153553418443302,2.410184054553926,3.2758399881082525,,2.61319248703516,,#000000
2023-03-31 00:00:00+00:00,1.9713,2.07,1.8,1.89,106197,,,,,2.1377556000613906,2.4047501101043047,3.2688339750285165,,2.6037798950647373,,#000000
2023-04-07 00:00:00+00:00,1.92,2.22,1.785,1.98,229844,,,,,2.1146308365019713,2.3941062196559555,3.25423567039379,,2.587657575517239,,#000000
2023-04-14 00:00:00+00:00,2.22,2.31,1.92,2.01,347193,,,,,2.1208805761704337,2.385302841447626,3.235730893394457,,2.580638103670839,,#000000
2023-04-21 00:00:00+00:00,1.896,2.28,1.8903,2.1321,140317,,,,,2.114296555792906,2.3800851918723134,3.2275666374837026,,2.573982795049641,,#000000
2023-04-28 00:00:00+00:00,2.0403,2.0742,1.89,1.89,77439,,,,,2.110294563475373,2.3771072985333825,3.2230315661164908,,2.570144476041749,,#000000
2023-05-05 00:00:00+00:00,2.376,2.4,2.04,2.04,199333,,,,,2.1238267988239934,2.3750214035258215,3.2140620497499937,,2.5709700840332697,,#000000
2023-05-12 00:00:00+00:00,2.256,2.52,2.1174,2.376,139650,,,,,2.133461661938865,2.373962485320086,3.2080476072449424,,2.5718239181679645,,#000000
2023-05-19 00:00:00+00:00,2.3364,2.4,2.25,2.256,122094,,,,,2.142482962382688,2.373427452768536,3.2030304812757553,,2.572980298808993,,#000000
2023-05-26 00:00:00+00:00,2.0103,2.49,2.0043,2.34,257802,,,,,2.144767950253403,2.3684190445820628,3.1907106822237785,,2.5679658923530813,,#000000
2023-06-02 00:00:00+00:00,2.13,2.189697,2.04,2.04,112588,,,,,2.1438389990328766,2.365798283998504,3.1851720671809933,,2.564936450070791,,#000000
