date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_241,aVWAP_BoS_CHoCH_bull_321,aVWAP_BoS_CHoCH_bull_432,aVWAP_BoS_CHoCH_bull_556,aVWAP_BoS_CHoCH_bull_716,aVWAP_BoS_CHoCH_bull_802,aVWAP_BoS_CHoCH_bear_140,aVWAP_BoS_CHoCH_bear_412,Peaks_Valleys_avg,color,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2022-01-03 00:00:00+00:00,7.2006324074,7.2696350855,7.2006324074,7.2655761044,5729,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-04 00:00:00+00:00,7.2331042559,7.2655761044,7.2331042559,7.2331042559,6300,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-05 00:00:00+00:00,7.2655761044,7.298047953,7.2249862938,7.2249862938,5662,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-06 00:00:00+00:00,7.2818120287,7.2899299908,7.2412222181,7.2412222181,6951,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,7.2087503695,7.2878193207,7.2087503695,7.2574581423,7144,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-10 00:00:00+00:00,7.2655761044,7.3142838772,7.2087503695,7.2087503695,14103,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-11 00:00:00+00:00,7.2574581423,7.2574581423,7.2087503695,7.2574581423,6752,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-12 00:00:00+00:00,7.2655761044,7.2655761044,7.2331042559,7.2655761044,5916,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-13 00:00:00+00:00,7.2818120287,7.2818120287,7.2493401802,7.2493401802,5269,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,7.2818120287,7.2818120287,7.2412222181,7.2413033977,11383,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-18 00:00:00+00:00,7.2815684898,7.2815684898,7.2655761044,7.2740999647,2074,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-19 00:00:00+00:00,7.1681605589,7.2585134774,7.1356887104,7.2574581423,30409,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-20 00:00:00+00:00,7.1925144453,7.2339160521,7.1925144453,7.2046102089,9243,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-21 00:00:00+00:00,7.1925144453,7.2249862938,7.1925144453,7.2249862938,1444,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-24 00:00:00+00:00,7.0220372406,7.1194527861,6.7866163389,7.1032168619,31373,,,,,,,,,6.976035455200002,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-25 00:00:00+00:00,6.98144743,7.046391127,6.8840318844,7.0127015842,66828,,,,,,,,,6.972352484074663,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-26 00:00:00+00:00,7.0220372406,7.0545090891,6.9570935436,6.9652115057,8954,,,,,,,,,6.975599739602681,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-27 00:00:00+00:00,7.0301552027,7.0788629755,7.0220372406,7.0788629755,3943,,,,,,,,,6.978016171331331,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-28 00:00:00+00:00,7.0220372406,7.0220372406,6.9976833542,7.0220372406,3442,,,,,,,,,6.979095082582944,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-31 00:00:00+00:00,7.1519246347,7.1519246347,7.0220372406,7.0707450134,4812,,,,,,,,,6.984317587649058,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-01 00:00:00+00:00,7.0301552027,7.1356887104,6.9895653921,7.1194527861,31933,,,,,,,,,6.998562323883669,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-02 00:00:00+00:00,7.1600425968,7.1600425968,7.0626270512,7.0707450134,11754,,,,,,,,,7.007862951464786,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-03 00:00:00+00:00,7.1843964832,7.199008815,7.1194527861,7.1194527861,4332,,,,,,,,,7.011997865924183,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-04 00:00:00+00:00,7.046391127,7.1600425968,7.046391127,7.1519246347,15112,,,,,,,,,7.017983362099627,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-07 00:00:00+00:00,7.0869809376,7.0950988998,6.9652115057,6.9652115057,3774,,,,,,,,,7.0186137990821615,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-08 00:00:00+00:00,7.0626270512,7.0950988998,6.9733294678,6.9976833542,14285,,,,,,,,,7.020399679841789,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-09 00:00:00+00:00,7.1925144453,7.1925144453,7.0626270512,7.0707450134,6531,,,,,,,,,7.024462578801344,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-10 00:00:00+00:00,7.0666860323,7.1847212017,7.0545090891,7.1843964832,32576,,,,,,,,,7.034998614476029,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-11 00:00:00+00:00,7.0301552027,7.0626270512,7.0139192785,7.0139192785,2897,,,,,,,,,7.035005405464064,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-14 00:00:00+00:00,6.98144743,7.046391127,6.98144743,7.046391127,1303,,,,,,,,,7.034834894903706,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-15 00:00:00+00:00,6.9895653921,7.0220372406,6.9652115057,7.0220372406,8034,,,,,,,,,7.033477299182592,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-16 00:00:00+00:00,7.0058013164,7.0220372406,7.0058013164,7.0220372406,742,,,,,,,,,7.033411906232676,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-17 00:00:00+00:00,7.0098602974,7.1032168619,6.9652115057,6.98144743,19520,,,,,,,,,7.032887178007911,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-18 00:00:00+00:00,6.8759139223,7.0950177201,6.8759139223,7.046391127,34178,,,,,,,,,7.023521719325903,#000000,0,,,0.0,0.0,0.0,0.0
