date,Open,High,Low,Close,Volume,aVWAP_peak_217,aVWAP_peak_179,aVWAP_valley_201,aVWAP_valley_190,aVWAP_valley_136,aVWAP_valley_118,aVWAP_valley_91,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,10.74,10.74,10.72,10.74,6.0,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,10.66,10.675,10.63,10.65,300.0,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,10.65,10.765,10.64,10.76,398.0,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,10.735,10.805,10.73,10.785,110.0,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,10.76,10.78,10.755,10.78,104.0,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,10.79,10.81,10.75,10.755,100.0,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,10.74,10.775,10.715,10.73,606.0,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,10.73,10.77,10.72,10.755,62.0,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,10.76,10.78,10.72,10.74,256.0,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,10.735,10.79,10.73,10.74,256.0,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,10.74,10.745,10.71,10.725,244.0,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,10.725,10.74,10.65,10.67,310.0,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,10.67,10.68,10.64,10.67,121.0,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,10.675,10.7,10.665,10.685,9.0,,,,,,,,,,#000000
2025-07-09 14:40:00+00:00,10.68,10.725,10.68,10.69,412.0,,,,,,,,,,#000000
2025-07-09 14:45:00+00:00,10.69,10.69,10.67,10.67,45.0,,,,,,,,,,#000000
2025-07-09 14:50:00+00:00,10.675,10.695,10.67,10.69,204.0,,,,,,,,,,#000000
2025-07-09 14:55:00+00:00,10.695,10.695,10.67,10.68,134.0,,,,,,,,,,#000000
2025-07-09 15:00:00+00:00,10.68,10.7,10.65,10.685,88.0,,,,,,,,,,#000000
