date,Open,High,Low,Close,Volume,aVWAP_peak_882,aVWAP_peak_841,aVWAP_valley_870,aVWAP_valley_860,aVWAP_valley_805,aVWAP_valley_804,aVWAP_valley_791,aVWAP_valley_768,aVWAP_valley_750,aVWAP_valley_740,aVWAP_valley_698,aVWAP_valley_678,aVWAP_valley_626,aVWAP_valley_600,aVWAP_valley_577,aVWAP_valley_559,aVWAP_valley_533,aVWAP_valley_510,aVWAP_valley_473,aVWAP_valley_456,aVWAP_valley_432,aVWAP_valley_402,aVWAP_valley_401,aVWAP_valley_346,aVWAP_valley_318,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,7.915,7.955,7.87,7.93,2393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2393.0,False,False,False,False
2024-12-19 16:00:00+00:00,7.945,7.95,7.85,7.85,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-490.0,-7.596899224806202,False,False,False,False,2363.4961240310076,False,False,False,False
2024-12-19 17:00:00+00:00,7.855,7.865,7.78,7.79,632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1122.0,-24.874466678685174,False,False,False,False,2336.6512228832403,False,False,False,False
2024-12-19 18:00:00+00:00,7.79,7.885,7.775,7.88,1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-40.0,-25.1089710712637,False,False,False,False,2317.199265939314,False,False,False,False
2024-12-19 19:00:00+00:00,7.885,7.885,7.81,7.81,463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-503.0,-32.51813431046891,False,False,False,False,2288.4519904983945,False,False,False,False
2024-12-19 20:00:00+00:00,7.81,7.88,7.81,7.84,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,4684.0,40.60617784938332,False,False,False,False,2333.3907193278765,False,False,False,False
2024-12-20 15:00:00+00:00,8.095,8.17,8.065,8.14,1394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,6078.0,134.20918284396652,False,False,False,False,2318.826522128995,False,False,False,False
2024-12-20 16:00:00+00:00,8.14,8.15,8.03,8.03,1465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,4613.0,203.64780016421508,False,False,False,False,2305.5889016308706,False,False,False,False
2024-12-20 17:00:00+00:00,8.03,8.08,7.995,8.01,1121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3492.0,254.63000481283188,False,False,False,False,2287.223182225741,False,False,False,False
2024-12-20 18:00:00+00:00,8.01,8.06,7.995,8.035,930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,4422.0,319.24039233511354,False,False,False,False,2266.180962346272,False,False,False,False
