date,Open,High,Low,Close,Volume,aVWAP_peak_877,aVWAP_peak_840,aVWAP_peak_792,aVWAP_valley_862,aVWAP_valley_861,aVWAP_valley_828,aVWAP_valley_780,aVWAP_valley_755,aVWAP_valley_732,aVWAP_valley_714,aVWAP_valley_684,aVWAP_valley_657,aVWAP_valley_656,aVWAP_valley_634,aVWAP_valley_589,aVWAP_valley_574,aVWAP_valley_552,aVWAP_valley_486,aVWAP_valley_460,aVWAP_valley_420,aVWAP_valley_388,aVWAP_valley_371,aVWAP_valley_335,aVWAP_OB_bull_755,aVWAP_OB_bull_634,aVWAP_OB_bull_335,aVWAP_OB_bear_792,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,3.255,3.335,3.255,3.335,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,316.0,False,False,False,False
2025-01-21 16:00:00+00:00,3.34,3.4,3.34,3.38,1954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1954.0,30.294573643410853,False,False,False,False,341.39534883720927,False,False,False,False
2025-01-21 17:00:00+00:00,3.38,3.38,3.355,3.375,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,96.29629629629636,37.037037037037265,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1559.0,53.995432966768824,False,False,False,False,342.2264287001983,False,False,False,False
2025-01-21 18:00:00+00:00,3.375,3.39,3.335,3.34,1635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,80.00000000000003,40.51851851851839,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-76.0,51.97999989751659,False,False,False,False,362.26942980562154,False,False,False,False
2025-01-21 19:00:00+00:00,3.34,3.345,3.31,3.32,2271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.48907882241215,27.8438746438745,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2347.0,14.786511527012458,False,False,False,False,391.86215182413906,False,False,False,False
2025-01-21 20:00:00+00:00,3.32,3.345,3.3,3.305,3478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.83401389661173,18.03534185167979,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5825.0,-75.75281423309626,False,False,False,False,439.70925024547023,False,False,False,False
2025-01-22 15:00:00+00:00,3.3,3.3,3.11,3.12,2173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.00913291066274,5.306676411630619,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7998.0,-198.57835199692423,False,False,False,False,466.581975047866,False,False,False,False
2025-01-22 16:00:00+00:00,3.135,3.135,2.97,3.02,1867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.200578340361602,-3.7313464923032313,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9865.0,-348.4453542915455,False,False,False,False,488.293882411465,False,False,False,False
2025-01-22 17:00:00+00:00,3.02,3.07,3.02,3.065,383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.05997157688117,-6.147475319653957,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9482.0,-490.0508526746223,False,False,False,False,486.661419118264,False,False,False,False
2025-01-22 18:00:00+00:00,3.065,3.065,2.955,2.96,1718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,21.368632149001236,-9.757717049761489,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11200.0,-656.0965758889693,False,False,False,False,505.75193975208936,False,False,False,False
