date,Open,High,Low,Close,Volume,aVWAP_OB_bull_848,aVWAP_OB_bull_752,aVWAP_OB_bull_721,aVWAP_OB_bull_642,aVWAP_OB_bull_618,aVWAP_OB_bear_458,aVWAP_OB_bear_210,aVWAP_OB_bear_127,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-06 15:00:00+00:00,145.505,145.68,143.45,143.74,456541.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,456541.0,False,False,False,False
2024-12-06 16:00:00+00:00,143.74,143.815,141.32,142.015,429862.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-429862.0,-6664.527131782946,False,False,False,False,456127.37209302327,False,False,False,False
2024-12-06 17:00:00+00:00,142.015,143.23,141.94,142.425,317631.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,5.921743697479217,-61.84348739495844,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-112231.0,-8301.216633615768,False,False,False,False,453980.14151793765,False,False,False,False
2024-12-06 18:00:00+00:00,142.43,142.91,142.3,142.615,149258.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,12.31589104218965,-55.488707020850605,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,37027.0,-7598.453585032577,False,False,False,False,449255.76723083784,False,False,False,False
2024-12-06 19:00:00+00:00,142.615,142.7,142.185,142.27,149647.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,15.587166480274503,-52.022803874884616,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-112620.0,-9226.694614721995,False,False,False,False,444610.6700644682,False,False,False,False
2024-12-06 20:00:00+00:00,142.265,142.505,141.8,142.37,377947.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,18.982732124962507,-48.28587806024875,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,265327.0,-4970.0481865867705,False,False,False,False,443577.12479215086,False,False,False,False
2024-12-09 15:00:00+00:00,139.685,139.93,137.59,137.835,405134.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,15.850615842695044,-48.28587806024875,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-139807.0,-7060.543563538913,False,False,False,False,442981.10735351284,False,False,False,False
2024-12-09 16:00:00+00:00,137.835,138.49,137.14,138.33,393174.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,15.672473247200099,-48.28587806024875,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,253367.0,-3022.9072292204805,False,False,False,False,442208.9041387297,False,False,False,False
2024-12-09 17:00:00+00:00,138.335,139.715,138.23,139.35,195660.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,19.198060138334363,-46.16049800568737,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,449027.0,3985.618464255806,False,False,False,False,438386.4405086718,False,False,False,False
2024-12-09 18:00:00+00:00,139.35,139.855,139.06,139.11,176247.0,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,21.415665739073468,-43.22491048678112,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,272780.0,8152.973216747963,False,False,False,False,434322.2631364443,False,False,False,False
