date,Close,High,Low,Open,Volume,aVWAP_peak_175,aVWAP_peak_157,aVWAP_valley_171,aVWAP_valley_141,aVWAP_valley_113,aVWAP_valley_96,aVWAP_valley_95,aVWAP_valley_70,Peaks_avg,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.61,11.94,10.42,11.67,11046541,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,11046541.0,False,False,False,False
2022-01-07 00:00:00+00:00,11.86,12.905,10.93,11.9,15351080,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,15351080,1137117.037037037,False,False,False,False,11365395.74074074,False,False,False,False
2022-01-14 00:00:00+00:00,10.67,12.5,10.16,11.565,14521413,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,829667,1114342.9602194787,False,False,False,False,11599174.796982167,False,False,False,False
2022-01-21 00:00:00+00:00,9.25,10.85,8.95,10.34,11530468,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-10700801,239147.11131433223,False,False,False,False,11594085.404613119,False,False,False,False
2022-01-28 00:00:00+00:00,8.27,9.71,7.61,8.87,20662653,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-31363454,-2101786.3043385814,False,False,False,False,12265831.152419554,False,False,False,False
2022-02-04 00:00:00+00:00,8.57,9.895,8.01,8.27,17868208,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-13495246,-2945746.2817949825,False,False,False,False,12680822.030018106,False,False,False,False
2022-02-11 00:00:00+00:00,9.31,10.125,8.4801,8.54,11670578,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-1824668,-2862703.4461064655,False,False,False,False,12605989.138905654,False,False,False,False
2022-02-18 00:00:00+00:00,8.11,9.94,8.07,9.32,11387885,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-13212553,-3629358.968617098,False,False,False,False,12515759.20269042,False,False,False,False
2022-02-25 00:00:00+00:00,8.43,8.46,5.81,7.56,23669185,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,10456632,-2585952.230201017,False,False,False,False,13341938.89138002,False,False,False,False
2022-03-04 00:00:00+00:00,7.39,8.935,7.25,8.42,17468889,,,,,,,,,,,#000000,,,,False,False,False,False,-0.20050645819329935,-0.20050645819329935,False,False,False,False,-7012257,-2913826.6575935343,False,False,False,False,13647638.899425944,False,False,False,False
