date,Close,High,Low,Open,Volume,aVWAP_peak_165,aVWAP_valley_171,aVWAP_valley_155,aVWAP_valley_120,aVWAP_valley_109,aVWAP_valley_94,aVWAP_valley_78,aVWAP_valley_41,aVWAP_valley_21,Peaks_avg,Valleys_avg,color
2021-12-31 00:00:00+00:00,270.93,279.96,256.3,268.63,1234351,,,,,,,,,,,,#000000
2022-01-07 00:00:00+00:00,229.52,275.72,220.04,267.0,1541151,,,,,,,,,,,,#000000
2022-01-14 00:00:00+00:00,238.64,256.29,226.6,230.18,1110708,,,,,,,,,,,,#000000
2022-01-21 00:00:00+00:00,251.45,254.935,231.32,233.22,1097651,,,,,,,,,,,,#000000
2022-01-28 00:00:00+00:00,212.93,250.0,194.5,244.02,1445232,,,,,,,,,,,,#000000
2022-02-04 00:00:00+00:00,223.76,257.31,220.46,220.46,1240509,,,,,,,,,,,,#000000
2022-02-11 00:00:00+00:00,202.26,232.41,198.0,228.26,1262406,,,,,,,,,,,,#000000
2022-02-18 00:00:00+00:00,213.0,226.88,198.89,200.03,896944,,,,,,,,,,,,#000000
2022-02-25 00:00:00+00:00,214.11,221.81,198.28,204.14,969416,,,,,,,,,,,,#000000
2022-03-04 00:00:00+00:00,176.37,220.84,172.508,205.64,1873788,,,,,,,,,,,,#000000
2022-03-11 00:00:00+00:00,161.53,197.12,158.35,176.73,2585290,,,,,,,,,,,,#000000
2022-03-18 00:00:00+00:00,192.97,202.14,136.09,150.0,4196320,,,,,,,,,,,,#000000
2022-03-25 00:00:00+00:00,192.62,204.595,177.135,188.14,1867937,,,,,,,,,,,,#000000
2022-04-01 00:00:00+00:00,197.1,212.86,182.28,186.46,1600087,,,,,,,,,,,,#000000
2022-04-08 00:00:00+00:00,196.57,216.38,195.33,208.0,1501484,,,,,,,,,,,,#000000
2022-04-15 00:00:00+00:00,182.36,191.95,179.04,191.53,639296,,,,,,,,,,,,#000000
2022-04-22 00:00:00+00:00,163.78,179.98,161.74,178.9,736286,,,,,,,,,,,,#000000
2022-04-29 00:00:00+00:00,160.0,178.79,150.5,161.0,958288,,,,,,,,,,,,#000000
2022-05-06 00:00:00+00:00,147.29,175.436,145.87,156.62,1209313,,,,,,,,,,,,#000000
2022-05-13 00:00:00+00:00,132.87,156.665,120.0,140.42,2575109,,,,,,,,,,,,#000000
2022-05-20 00:00:00+00:00,137.32,139.99,127.33,130.26,1327423,,,,,,,,,,,,#000000
2022-05-27 00:00:00+00:00,133.96,138.68,118.18,137.5,1030194,,,,,,,,,130.27333333333334,,130.27333333333334,#000000
2022-06-03 00:00:00+00:00,141.91,144.33,134.52,139.53,1151881,,,,,,,,,135.541608887565,,135.541608887565,#000000
2022-06-10 00:00:00+00:00,147.47,169.46,136.2,145.41,1524795,,,,,,,,,141.91813461581697,,141.91813461581697,#000000
2022-06-17 00:00:00+00:00,132.14,143.97,127.51,143.4,1623563,,,,,,,,,139.6708750833813,,139.6708750833813,#000000
2022-06-24 00:00:00+00:00,177.99,181.83,139.88,149.26,1861354,,,,,,,,,146.63195294159854,,146.63195294159854,#000000
2022-07-01 00:00:00+00:00,166.95,180.1,154.8,178.12,1423348,,,,,,,,,150.04386708778603,,150.04386708778603,#000000
2022-07-08 00:00:00+00:00,188.74,196.4,168.06,173.57,1574130,,,,,,,,,155.3515138612386,,155.3515138612386,#000000
2022-07-15 00:00:00+00:00,177.15,183.04,160.46,180.57,1223744,,,,,,,,,157.30282120020527,,157.30282120020527,#000000
2022-07-22 00:00:00+00:00,180.57,189.35,168.82,177.85,1196675,,,,,,,,,159.4169537145684,,159.4169537145684,#000000
2022-07-29 00:00:00+00:00,168.08,185.7,167.18,182.55,1190420,,,,,,,,,160.64500757747913,,160.64500757747913,#000000
2022-08-05 00:00:00+00:00,194.47,199.16,161.08,163.34,1240312,,,,,,,,,162.64547701495312,,162.64547701495312,#000000
2022-08-12 00:00:00+00:00,193.97,207.27,187.24,199.1,949113,,,,,,,,,164.63484577333912,,164.63484577333912,#000000
2022-08-19 00:00:00+00:00,174.84,198.57,171.75,192.98,912680,,,,,,,,,165.55740439035708,,165.55740439035708,#000000
2022-08-26 00:00:00+00:00,181.09,189.99,170.51,176.85,841434,,,,,,,,,166.2674305678565,,166.2674305678565,#000000
2022-09-02 00:00:00+00:00,166.88,178.84,163.985,178.56,811166,,,,,,,,,166.42630952798632,,166.42630952798632,#000000
2022-09-09 00:00:00+00:00,170.71,173.86,160.675,164.63,822992,,,,,,,,,166.51077093560133,,166.51077093560133,#000000
2022-09-16 00:00:00+00:00,157.09,173.835,152.53,167.5,1274989,,,,,,,,,166.17992948547544,,166.17992948547544,#000000
2022-09-23 00:00:00+00:00,138.64,155.73,136.845,153.88,1157739,,,,,,,,,164.98869239592184,,164.98869239592184,#000000
2022-09-30 00:00:00+00:00,134.82,145.71,131.43,138.64,1210957,,,,,,,,,163.53328692219662,,163.53328692219662,#000000
2022-10-07 00:00:00+00:00,134.87,146.11,131.545,133.22,670936,,,,,,,,,162.7962969149657,,162.7962969149657,#000000
2022-10-14 00:00:00+00:00,155.84,169.1,124.46,134.0,2489312,,,,,,,,149.79999999999998,161.56063246791314,,155.68031623395655,#000000
2022-10-21 00:00:00+00:00,169.37,179.99,153.86,163.49,1152668,,,,,,,,155.4779180335971,161.82121103167594,,158.64956453263653,#000000
2022-10-28 00:00:00+00:00,166.12,173.755,142.02,155.01,1475595,,,,,,,,156.96394329247738,161.76028475954598,,159.36211402601168,#000000
2022-11-04 00:00:00+00:00,185.43,189.39,163.64,166.28,1116701,,,,,,,,160.99827666409593,162.4217365642878,,161.71000661419185,#000000
2022-11-11 00:00:00+00:00,197.95,200.96,174.85,187.41,1184646,,,,,,,,165.8293736702358,163.5195752107334,,164.6744744404846,#000000
2022-11-18 00:00:00+00:00,203.13,210.51,196.51,203.99,1022333,,,,,,,,170.37758981158603,164.7878407575848,,167.58271528458542,#000000
