date,Open,High,Low,Close,Volume,aVWAP_peak_870,aVWAP_peak_834,aVWAP_peak_789,aVWAP_peak_766,aVWAP_peak_745,aVWAP_peak_720,aVWAP_peak_702,aVWAP_peak_684,aVWAP_peak_638,aVWAP_peak_618,aVWAP_peak_551,aVWAP_peak_508,aVWAP_peak_477,aVWAP_peak_462,aVWAP_peak_440,aVWAP_peak_407,aVWAP_peak_377,aVWAP_peak_374,aVWAP_peak_342,aVWAP_peak_317,aVWAP_peak_300,aVWAP_peak_264,aVWAP_peak_232,aVWAP_peak_231,aVWAP_peak_203,aVWAP_peak_157,aVWAP_peak_132,aVWAP_peak_130,aVWAP_peak_113,aVWAP_peak_109,aVWAP_peak_108,aVWAP_peak_78,aVWAP_peak_47,aVWAP_peak_46,aVWAP_peak_31,aVWAP_valley_869,aVWAP_valley_822,aVWAP_valley_784,aVWAP_valley_756,aVWAP_valley_733,aVWAP_valley_730,aVWAP_valley_653,aVWAP_valley_626,aVWAP_valley_588,aVWAP_valley_575,aVWAP_valley_574,aVWAP_valley_516,aVWAP_valley_497,aVWAP_valley_495,aVWAP_valley_494,aVWAP_valley_493,aVWAP_valley_467,aVWAP_valley_402,aVWAP_OB_bull_822,aVWAP_OB_bull_588,aVWAP_OB_bull_516,aVWAP_OB_bear_342,aVWAP_OB_bear_203,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,2.715,2.73,2.685,2.695,68835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,68835.0,False,False,False,False
2025-01-06 16:00:00+00:00,2.695,2.695,2.665,2.675,113032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-113032.0,-1752.4341085271317,False,False,False,False,69520.22480620154,False,False,False,False
2025-01-06 17:00:00+00:00,2.675,2.675,2.655,2.665,28038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-141070.0,-3912.3963704104317,False,False,False,False,68877.08953788834,False,False,False,False
2025-01-06 18:00:00+00:00,2.665,2.67,2.655,2.665,61720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-141070.0,-6038.870845287789,False,False,False,False,68766.12690939395,False,False,False,False
2025-01-06 19:00:00+00:00,2.665,2.67,2.66,2.66,60546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201616.0,-9071.074398074024,False,False,False,False,68638.68308134134,False,False,False,False
2025-01-06 20:00:00+00:00,2.665,2.665,2.63,2.655,126422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-328038.0,-14016.298050817062,False,False,False,False,69534.5484599252,False,False,False,False
2025-01-07 15:00:00+00:00,2.69,2.71,2.665,2.695,89556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,20.282970260299646,-31.74532676573032,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-238482.0,-17496.386453129977,False,False,False,False,69844.9585613217,False,False,False,False
2025-01-07 16:00:00+00:00,2.695,2.705,2.665,2.675,100696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.632869074470797,-25.447396048594264,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-339178.0,-22483.698291065943,False,False,False,False,70323.26928130121,False,False,False,False
2025-01-07 17:00:00+00:00,2.675,2.695,2.675,2.68,66142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.4188861626562,-20.490029646407258,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-273036.0,-26368.23010050678,False,False,False,False,70258.44340097095,False,False,False,False
2025-01-07 18:00:00+00:00,2.675,2.695,2.675,2.685,31591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.133321879120686,-16.28101730826566,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-241445.0,-29702.753664840006,False,False,False,False,69658.94815444427,False,False,False,False
