date,Open,High,Low,Close,Volume,aVWAP_peak_301,aVWAP_peak_272,aVWAP_peak_252,aVWAP_peak_212,aVWAP_peak_166,aVWAP_valley_355,aVWAP_OB_bull_355,aVWAP_OB_bear_212,aVWAP_OB_bear_166,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-27 17:00:00+00:00,167.46,168.4,166.685,168.3,3856.0,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3856.0,False,False,False,False
2023-11-28 17:00:00+00:00,167.985,167.985,165.985,167.1,4101.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4101.0,-63.581395348837205,False,False,False,False,3859.798449612403,False,False,False,False
2023-11-29 17:00:00+00:00,169.54,170.48,169.54,170.265,6067.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.931075226467005,-87.39661283970051,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1966.0,-32.11501712637461,False,False,False,False,3894.01862868818,False,False,False,False
2023-11-30 17:00:00+00:00,173.18,174.65,172.26,174.315,15791.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,45.90809057896462,-66.02419149980597,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17757.0,243.6852156972901,False,False,False,False,4078.4679522744095,False,False,False,False
2023-12-01 17:00:00+00:00,175.2,176.77,175.11,176.21,5827.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,60.7602290946883,-49.926915720569795,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23584.0,605.5505611903553,False,False,False,False,4105.576976270155,False,False,False,False
2023-12-04 17:00:00+00:00,178.82,179.34,176.78,176.84,9165.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,70.8976128962188,-37.578896657934024,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32749.0,1103.8986145052336,False,False,False,False,4184.017643304726,False,False,False,False
2023-12-05 17:00:00+00:00,173.595,174.19,172.19,173.79,6685.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.90601310871436,-36.01578947491543,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,26064.0,1490.876930559416,False,False,False,False,4222.7925635635675,False,False,False,False
2023-12-06 17:00:00+00:00,172.47,172.965,170.935,170.995,7567.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.625036394613105,-36.01578947491543,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18497.0,1754.5377533414405,False,False,False,False,4274.640740872659,False,False,False,False
2023-12-07 17:00:00+00:00,169.61,171.4,169.46,171.19,8691.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.73147455172674,-36.01578947491543,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,27188.0,2148.8549974756816,False,False,False,False,4343.1114270606795,False,False,False,False
2023-12-08 17:00:00+00:00,170.335,171.495,170.33,171.08,3567.0,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,55.947690053221564,-36.01578947491543,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23621.0,2481.7564703830353,False,False,False,False,4331.078691757412,False,False,False,False
2023-12-11 17:00:00+00:00,169.8,169.92,168.855,169.215,5482.0,,,,,,,,,,,,#000000,,,,51.16294757509995,-36.01578947491543,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18139.0,2724.504432082523,False,False,False,False,4348.922432970476,False,False,False,False
2023-12-12 17:00:00+00:00,169.67,170.355,169.35,169.44,2835.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,48.42331403274648,-36.01578947491543,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20974.0,3007.4423478641897,False,False,False,False,4325.450767343026,False,False,False,False
2023-12-13 17:00:00+00:00,168.93,170.005,167.76,169.88,10028.0,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,47.51757995536063,-33.73388591215178,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,31002.0,3441.4664975097057,False,False,False,False,4413.862383353212,False,False,False,False
