date,Open,High,Low,Close,Volume,aVWAP_peak_856,aVWAP_peak_809,aVWAP_peak_794,aVWAP_peak_773,aVWAP_peak_761,aVWAP_peak_720,aVWAP_peak_702,aVWAP_peak_666,aVWAP_peak_630,aVWAP_peak_599,aVWAP_peak_564,aVWAP_peak_525,aVWAP_peak_509,aVWAP_peak_476,aVWAP_peak_475,aVWAP_valley_873,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,44.755,45.655,44.65,45.165,100.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,100.0,False,False,False,False
2024-12-19 16:00:00+00:00,45.185,45.62,44.71,45.01,0.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,98.44961240310077,False,False,False,False
2024-12-19 17:00:00+00:00,45.01,45.68,44.98,45.51,300.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,300.0,4.651162790697675,False,False,False,False,101.5744246139054,False,False,False,False
2024-12-19 18:00:00+00:00,45.51,45.765,44.95,44.95,60.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,240.0,8.299981972237246,False,False,False,False,100.9298598912092,False,False,False,False
2024-12-19 19:00:00+00:00,44.96,45.4,44.94,45.4,100.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,340.0,13.44261791065217,False,False,False,False,100.91544345878735,False,False,False,False
2024-12-19 20:00:00+00:00,45.4,45.57,44.92,45.55,700.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1040.0,29.358236237618804,False,False,False,False,110.20357611834103,False,False,False,False
2024-12-20 15:00:00+00:00,45.08,45.415,44.255,44.45,100.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,940.0,43.4767131951751,False,False,False,False,110.0453811397621,False,False,False,False
2024-12-20 16:00:00+00:00,44.445,44.48,43.64,43.82,492.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,448.0,49.74839206036618,False,False,False,False,115.96715817635493,False,False,False,False
2024-12-20 17:00:00+00:00,43.82,44.25,43.81,44.08,363.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,811.0,61.55074257105817,False,False,False,False,119.7971247162564,False,False,False,False
2024-12-20 18:00:00+00:00,44.09,44.61,44.05,44.39,141.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,952.0,75.35615741491773,False,False,False,False,120.12585146484157,False,False,False,False
