date,Close,High,Low,Open,Volume,aVWAP_peak_149,aVWAP_peak_118,aVWAP_valley_171,aVWAP_valley_134,Peaks_avg,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,27.61,28.35,27.41,27.98,8514257,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,8514257.0,False,False,False,False
2022-01-07 00:00:00+00:00,27.02,28.08,26.26,27.94,20817389,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-20817389,-1542028.8148148148,False,False,False,False,9425600.111111112,False,False,False,False
2022-01-14 00:00:00+00:00,27.08,27.9,25.9017,26.99,28854634,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,8037245,-832452.9766803841,False,False,False,False,10864787.806584364,False,False,False,False
2022-01-21 00:00:00+00:00,25.06,27.2277,24.62,26.62,23086547,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-15049302,-1885552.9043336888,False,False,False,False,11770103.30239293,False,False,False,False
2022-01-28 00:00:00+00:00,24.14,24.85,22.295,24.62,24706722,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-39756024,-4690772.985494156,False,False,False,False,12728371.354067529,False,False,False,False
2022-02-04 00:00:00+00:00,24.52,25.23,23.81,24.06,18852829,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-20903195,-5891693.134716811,False,False,False,False,13182034.883395858,False,False,False,False
2022-02-11 00:00:00+00:00,25.13,26.385,24.06,24.5,15729992,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-5173203,-5838471.643256306,False,False,False,False,13370772.447588759,False,False,False,False
2022-02-18 00:00:00+00:00,23.93,25.825,23.91,25.01,11496283,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-16669486,-6640769.003015098,False,False,False,False,13231921.377396999,False,False,False,False
2022-02-25 00:00:00+00:00,24.35,24.59,21.42,23.73,26876734,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,10207248,-5392767.743532498,False,False,False,False,14242648.238330554,False,False,False,False
2022-03-04 00:00:00+00:00,22.86,24.3799,22.52,24.0,12724179,,,,,,,#000000,,,,False,False,False,False,-0.2766056340051328,-0.2766056340051328,False,False,False,False,-2516931,-5179742.799567128,False,False,False,False,14130169.035491254,False,False,False,False
2022-03-11 00:00:00+00:00,22.32,23.085,20.705,22.87,17567563,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.3097169442102634,False,False,False,False,-20084494,-6283798.444043636,False,False,False,False,14384790.81064005,False,False,False,False
2022-03-18 00:00:00+00:00,24.2,24.26,21.85,22.43,20682931,,,,,,,#000000,,,,False,False,False,False,-0.1789448044259617,-0.24433087431811257,False,False,False,False,598437,-5774003.22596633,False,False,False,False,14851319.713555602,False,False,False,False
2022-03-25 00:00:00+00:00,22.82,24.235,22.4,24.16,18462687,,,,,,,#000000,,,,False,False,False,False,-0.09727389927211631,-0.17080238679511445,False,False,False,False,-17864250,-6669577.061079935,False,False,False,False,15118828.401440373,False,False,False,False
2022-04-01 00:00:00+00:00,23.04,23.58,21.93,22.74,13788986,,,,,,,#000000,,,,False,False,False,False,-0.1607930463065988,-0.16579771655085662,False,False,False,False,-4075264,-6477405.723222163,False,False,False,False,15020321.556889232,False,False,False,False
2022-04-08 00:00:00+00:00,23.38,23.97,22.64,23.03,10730769,,,,,,,#000000,,,,False,False,False,False,-0.050373150238353995,-0.1080854333946053,False,False,False,False,6655505,-5504597.521502002,False,False,False,False,14702576.923045585,False,False,False,False
2022-04-15 00:00:00+00:00,22.17,23.26,21.92,23.21,13008209,,,,,,,#000000,,,,False,False,False,False,-0.19456735756297328,-0.1513263954787893,False,False,False,False,-6352704,-5567420.223612965,False,False,False,False,14577068.188005172,False,False,False,False
2022-04-22 00:00:00+00:00,21.67,23.18,20.93,22.07,23002104,,,,,,,#000000,,,,False,False,False,False,-0.30345842761349234,-0.22739241154614082,False,False,False,False,-29354808,-7329448.947789783,False,False,False,False,15201144.914819604,False,False,False,False
2022-04-29 00:00:00+00:00,19.01,21.52,18.2043,21.44,39777576,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.2851103329807674,False,False,False,False,-69132384,-11907444.136842392,False,False,False,False,17021621.291499633,False,False,False,False
2022-05-06 00:00:00+00:00,16.04,19.315,15.86,19.06,56069570,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.3139692936980807,False,False,False,False,-125201954,-20299630.052631844,False,False,False,False,19914061.936573736,False,False,False,False
