date,Close,High,Low,Open,Volume,aVWAP_peak_36,aVWAP_valley_42,aVWAP_valley_24,aVWAP_OB_bull_42,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,43.5737834581,43.5737834581,43.5391323381,43.5477951181,2290170,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2290170.0,False,False,False,False
2022-01-07 00:00:00+00:00,43.5304695581,43.5651206781,43.5304695581,43.5477951181,2420313,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-2420313,-179282.44444444444,False,False,False,False,2299810.2222222225,False,False,False,False
2022-01-14 00:00:00+00:00,43.513143998,43.5391323381,43.513143998,43.5304695581,2585566,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5005879,-536808.1152263375,False,False,False,False,2320977.316872428,False,False,False,False
2022-01-21 00:00:00+00:00,43.495818438,43.5132306258,43.487155658,43.504481218,2074673,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-7080552,-1021529.8844688309,False,False,False,False,2302732.5526596555,False,False,False,False
2022-01-28 00:00:00+00:00,43.4527347505,43.5220650014,43.4527347505,43.4960661573,3612665,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-10693217,-1737951.1522859544,False,False,False,False,2399764.585795977,False,False,False,False
2022-02-04 00:00:00+00:00,43.4354021877,43.4700673132,43.4267359064,43.4527347505,3904099,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-14597316,-2690496.6965610688,False,False,False,False,2511196.764625905,False,False,False,False
2022-02-11 00:00:00+00:00,43.3834044996,43.4440684691,43.3660719368,43.4354021877,4131538,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-18728854,-3878523.1634824714,False,False,False,False,2631222.0413202825,False,False,False,False
2022-02-18 00:00:00+00:00,43.3920707809,43.4094033437,43.3660719368,43.3660719368,2124097,,,,,,,#000000,,,,1.5343698255622207,-48.54954102427321,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-16604757,-4821207.151372658,False,False,False,False,2593657.2234447063,False,False,False,False
2022-02-25 00:00:00+00:00,43.3660719368,43.3920811763,43.3487324439,43.3747416833,2313358,,,,,,,#000000,,,,2.404479295948741,-47.78994880292503,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-18918115,-5865422.547567276,False,False,False,False,2572894.3180043576,False,False,False,False
2022-03-04 00:00:00+00:00,43.3747416833,43.4267601623,43.3487324439,43.3574021904,2424516,,,,,,,#000000,,,,4.388225418219299,-45.99626562646622,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.2752354733423613,-0.2752354733423613,False,False,False,False,-16493599,-6652694.877377108,False,False,False,False,2561903.3314855164,False,False,False,False
2022-03-11 00:00:00+00:00,43.2880442184,43.3660719368,43.2707047255,43.3574021904,2747850,,,,,,,#000000,,,,4.873937134251451,-45.67662554021848,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.3090318638788776,False,False,False,False,-19241449,-7585195.182756581,False,False,False,False,2575677.1587828854,False,False,False,False
2022-03-18 00:00:00+00:00,43.244695486,43.279374472,43.2100165,43.262034979,2321201,,,,,,,#000000,,,,4.947086516860269,-45.67662554021848,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.3259300591471358,False,False,False,False,-21562650,-8620562.206256093,False,False,False,False,2556827.072947116,False,False,False,False
2022-03-25 00:00:00+00:00,43.2216298899,43.2476513407,43.204282256,43.2389775238,2209879,,,,,,,#000000,,,,4.878646504508963,-45.67662554021848,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.33437915678126484,False,False,False,False,-23772529,-9742930.116903791,False,False,False,False,2531127.215691774,False,False,False,False
2022-04-01 00:00:00+00:00,43.1869346221,43.2389775238,43.1695869881,43.204282256,2710401,,,,,,,#000000,,,,4.672180551711904,-45.67662554021848,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.3386037055983294,False,False,False,False,-26482930,-10982930.108244251,False,False,False,False,2544406.755270161,False,False,False,False
2022-04-08 00:00:00+00:00,43.1999453475,43.2303037068,43.1869346221,43.1869346221,2395423,,,,,,,#000000,,,,5.755794299864277,-45.16735483327661,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.32972622703474874,-0.3341649663165391,False,False,False,False,-24087507,-11953639.507633567,False,False,False,False,2533370.9215464457,False,False,False,False
2022-04-15 00:00:00+00:00,43.195608439,43.2303037068,43.1869346221,43.1869346221,1887094,,,,,,,#000000,,,,6.4915861791846385,-44.531588357931156,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.32691313745763645,-0.33053905188708776,False,False,False,False,-25974601,-12992229.247808859,False,False,False,False,2485498.5569874495,False,False,False,False
2022-04-22 00:00:00+00:00,43.1688976981,43.2036133376,43.1341820586,43.1862555179,2498010,,,,,,,#000000,,,,6.792380544759842,-44.307838531999195,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.3366836531512408,False,False,False,False,-28472611,-14138924.19241561,False,False,False,False,2486425.330543935,False,False,False,False
2022-04-29 00:00:00+00:00,43.1515398784,43.1949344277,43.1515398784,43.1602187883,2460458,,,,,,,#000000,,,,6.8742552824359695,-44.272237621629735,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.32821187111371375,-0.3324477621324773,False,False,False,False,-30933069,-15382934.918903342,False,False,False,False,2484501.8245777176,False,False,False,False
2022-05-06 00:00:00+00:00,43.1472004235,43.1688976981,43.0994664192,43.1602187883,2588267,,,,,,,#000000,,43.138521513600004,,6.899858738688041,-44.26554880179709,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.33763800827393564,False,False,False,False,-33521336,-16726520.18416976,False,False,False,False,2492188.133868257,False,False,False,False
2022-05-13 00:00:00+00:00,43.1602187883,43.1823500084,43.0994664192,43.1602187883,2038102,,,,,,,#000000,,43.14487685932053,,8.238105584251084,-42.99675935628932,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.3160165133009733,-0.3268272607874545,False,False,False,False,-31483234,-17819610.09645348,False,False,False,False,2458552.12395209,False,False,False,False
2022-05-20 00:00:00+00:00,43.1428609685,43.1602187883,43.1168242389,43.1515398784,2331540,,,,,,,#000000,,43.14249982047948,,8.974768964834805,-42.33426581155264,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.31401387934345065,-0.32042057006545255,True,False,False,False,-33814774,-19004437.052271742,False,False,False,False,2449143.8184741572,False,False,False,False
2022-05-27 00:00:00+00:00,43.1846725448,43.1933581186,43.1325591025,43.1412446762,2268921,,,,,,,#000000,,43.15059471381393,,13.221068921160093,-38.35651799627823,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.12370272807449614,-0.22206164906997433,False,False,False,False,-31545853,-19933430.826177537,False,False,False,False,2435793.980068664,False,False,False,False
2022-06-03 00:00:00+00:00,43.1673013974,43.1846725448,43.1499302499,43.1499302499,1739307,,,,,,,#000000,,43.15360557203992,,15.838545785611842,-36.06314483525829,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.03636228230526315,-0.12921196568761875,False,False,False,False,-33285160,-20922447.80201624,False,False,False,False,2384202.35191543,False,False,False,False
2022-06-10 00:00:00+00:00,43.1151879551,43.1759869711,43.1065023813,43.1586158237,1801995,,,,,,,#000000,,43.15022141629319,,16.659532620231854,-35.50548370014545,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.2740389439504084,-0.20162545481901356,False,False,False,False,-35087155,-21971685.372237258,False,False,False,False,2341075.8814031756,False,False,False,False
2022-06-17 00:00:00+00:00,43.0283322178,43.0891312339,43.0109610704,43.0717600864,3499829,,,43.04280817403333,,,43.04280817403333,#000000,,43.09753602460387,,16.03502923695604,-35.50548370014545,False,False,False,True,True,,,,1.0,43.08913,43.01096,0.0,,,False,False,False,False,-0.34282825441539394,-0.27222685461720375,False,False,False,False,-38586984,-23202448.23355302,False,False,False,False,2426909.445743681,False,False,False,False
2022-06-24 00:00:00+00:00,43.0618318018,43.0792199834,43.0270554385,43.0270554385,1463888,,,43.04670921772564,,,43.04670921772564,#000000,,43.094727865249375,,17.680377802557818,-34.89417269053624,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.3243521953763167,-0.2982895249967602,False,False,False,False,-37123096,-24233607.327363905,False,False,False,False,2355574.5238367417,False,False,False,False
2022-07-01 00:00:00+00:00,43.1053022558,43.1139963466,43.0357495293,43.0618318018,2160569,,,43.05832645784215,,,43.05832645784215,#000000,,43.095984409056435,,21.231776296156653,-31.65570868463219,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0.6619943010924686,1.2646717063146657,False,False,False,False,-0.19959883620122035,-0.24894418059899026,False,False,False,False,-34962527,-25028342.11792954,False,False,False,False,2341129.6702192053,False,False,False,False
2022-07-08 00:00:00+00:00,43.0705258926,43.1139963466,43.0618318018,43.0879140742,1593137,,,43.062674440941244,,,43.062674440941244,#000000,,43.09571241435265,,23.04984187363543,-30.131542082738285,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0.6919418457960822,1.2631597777300054,False,False,False,False,-0.11738750215414007,-0.18316584137656516,False,False,False,False,-36555664,-25882217.812897723,False,False,False,False,2285722.8057585238,False,False,False,False
2022-07-15 00:00:00+00:00,43.0705258926,43.1053022558,43.0444436201,43.0705258926,2094604,,,43.06475692813528,,,43.06475692813528,#000000,,43.093972893769894,,24.348460143263125,-29.079249278594677,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0.6986829653869439,1.246450856457329,False,False,False,False,-0.19260323341173247,-0.18788453739414882,True,False,False,False,-36555664,-26672843.456386782,False,False,False,False,2271565.8571838182,False,False,False,False
2022-07-22 00:00:00+00:00,43.1303422826,43.1303422826,43.0607070176,43.0607070176,1605136,,,43.07023445870732,,,43.07023445870732,#000000,,43.0957378153245,,28.2051023603098,-25.56855215758747,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0.7327029072468285,1.208560618865538,False,False,False,False,-0.07414889541248133,-0.13101671640331508,False,False,False,False,-34950528,-27286005.274432205,False,False,False,False,2222200.6825776096,False,False,False,False
2022-07-29 00:00:00+00:00,43.1651599151,43.1738643233,43.1216378745,43.1216378745,1737007,,,43.080459480155525,,,43.080459480155525,#000000,,43.10119131669128,,32.400689093269506,-21.80831243639957,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0.7890640864188669,1.1892393158952672,False,False,False,False,0.22360973024828928,0.0462965069224871,False,False,False,False,-33213521,-27725080.513363153,False,False,False,False,2186260.409794083,False,False,False,False
2022-08-05 00:00:00+00:00,43.1477510989,43.1912731395,43.1390466908,43.156455507,1316418,,,43.08717299900892,,,43.08717299900892,#000000,,43.10499177620252,,34.88707920715231,-19.72544368885644,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0.8170244289175654,1.1453452805781454,False,False,False,False,0.32935999628584295,0.18782825160416503,False,False,False,False,-34529939,-28229144.10496588,False,False,False,False,2121827.638698225,False,False,False,False
2022-08-12 00:00:00+00:00,43.1912731395,43.1999775477,43.1390466908,43.1477510989,1551042,,,43.0953368579261,,,43.0953368579261,#000000,,43.11000091451725,,38.35220246131474,-16.6866947385097,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0.8529314117510575,1.1252375755577417,False,False,False,False,0.342827634442308,0.26532794302323653,False,False,False,False,-32978897,-28580977.652746186,False,False,False,False,2079547.221016875,False,False,False,False
