date,Close,High,Low,Open,Volume,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2025-07-25 00:00:00+00:00,29.79,31.18,25.94,28.5,28439536,0,,,0.0,0.0,0.0,0.0
2025-08-01 00:00:00+00:00,26.86,30.94,26.12,29.77,10499999,0,,,0.0,0.0,0.0,0.0
2025-08-08 00:00:00+00:00,27.53,29.2191,26.5,26.65,3737179,0,,,0.0,0.0,0.0,0.0
2025-08-15 00:00:00+00:00,28.55,28.83,26.8,27.4,1221411,0,,,0.0,0.0,0.0,0.0
